sent_id,sentence,perseus_preds,perseus_TP,perseus_FP
sent_0283,"Unlike Fast Gun clubs , Big Gun clubs operate based upon a loose confederation , with each club reserving the ability to",5,3,2
sent_0284,"Standing in contrast to Descartes 's scientific reductionism and philosophical analysis , it proposes to view systems in",5,3,2
sent_0285,"The majority of the population of Leigh were born in England ; 2.10 % were born elsewhere within the United Kingdom , 0.",5,3,2
sent_0286,"But ex-slaves were able to own property outright , and their children were free of all constraint .",4,1,3
sent_0287,"At Vitoria and in Wellington 's invasion of southern France , Hill corps usually consisted of William Stewart 's 2nd Div",4,3,1
sent_0288,"When New Tomorrowland opened in 1967 , the space that this ride occupied was turned into the Tomorrowland Stage .",3,3,0
sent_0289,"There are 109 individuals who belong to another church , and 20 individuals did not answer the question .",2,1,1
sent_0290,"Hofmann was born in Salt Lake City , Utah .",2,2,0
sent_0291,"Voorhees approved a plan in 2010 for an $ 850,000 artificial turf field to be completed by 2011 .",5,3,2
sent_0292,All officers are additionally equipped with less-lethal weapons for use against threats that do not justify a firearms r,0,0,0
sent_0293,"Soon afterwards , Davis switched to the major Columbia record label and recorded seven albums over the next five years w",5,5,0
sent_0294,Several years later the remaining trackage at Charles City was abandoned .,2,1,1
sent_0295,They remained together into their elderly ages for more than 40 years only to marry in 2000 .,3,3,0
sent_0296,"This often results in unexpected deaths , either directly or from stress-induced illness .",3,2,1
sent_0297,The Anti-Monitor began to siphon the positive matter of New York City to create his Antimatter waves .,2,2,0
sent_0298,He became the first code-crosser to play test rugby league for Australia a second time after returning from rugby union ,5,2,3
sent_0299,"The car was based around a Rodeck resleevable , modified Chevrolet 350 ci V8 racing engine coupled to a custom three-spe",5,2,3
sent_0300,The Harford County Public Schools system is the public school system serving the residents of Harford County .,2,1,1
sent_0301,"This work introduced the - fstack-protector flag , which protects only some vulnerable functions , and the - fstack-prot",0,0,0
sent_0302,"In general , the rivalries between all the clubs were friendly , and families were known to switch affiliations dependin",9,5,4
sent_0303,Regulations meant that the original sixth lap would be deleted and the race would be restarted from the beginning of sai,3,0,3
sent_0304,"In the summer , the lodge also houses the Trail Crew , a crew of Dartmouth Outing Club students who help maintain the se",3,2,1
sent_0305,"In Taiwan , the locals speak a version of the Minnan language which is called Taiwanese .",1,1,0
sent_0306,The European powers first gained a foothold in Somalia through the signing of various pacts and agreements with the Soma,6,6,0
sent_0307,Each of these people influenced her development as a person .,3,1,2
sent_0308,"A second factor is resource dependence ; there must be a perceptible threat of resource depletion , and it must be diffi",0,0,0
sent_0309,"Ed drives the creature into the airlock , with the intention of venting it into space .",1,1,0
sent_0310,"In 1970 , Arad moved to the United States and enrolled at Hofstra University to study industrial management .",2,2,0
sent_0311,"Undercover cop Muscles enlists his childhood friends , the `` Five Lucky Stars '' , to travel to Japan to help him catch",4,0,4
sent_0312,They do n't possess eyelids so they must lick their eyeballs clean in order to keep them moist .,5,2,3
sent_0313,"In particular , her grandmother required high standards of behavior from Florence , referring to the family as descendan",2,1,1
sent_0314,"Following the decision to withdraw tram services in London and replace them with buses , the station closed just after 1",2,1,1
sent_0315,"The number of ones equals the number of zeros plus one , since the state containing only zeros can not occur .",2,1,1
sent_0316,"Along with these , there were also commissioners sent to the army , in charge of provisioning the army , policing and fi",11,10,1
sent_0317,The main reason for this adoption over mainline gimp was its support for high bit depths which can be required for film ,2,2,0
sent_0318,"This manual for warriors describes the necessity for understanding an opponent 's weaknesses , for using spies , and for",9,5,4
sent_0319,"Consistent with systems philosophy , systems thinking concerns an understanding of a system by examining the linkages an",3,1,2
sent_0320,"Prior to the war , he was a lawyer , public official , and politician in Hillsborough , North Carolina , and was heavily",6,1,5
sent_0321,"At first , she seems happy with this arrangement .",3,1,2
sent_0322,"Their purpose is to be fair to both parties , disallowing the raising of allegations without a basis in provable fact .",1,1,0
sent_0323,"After a break of four years , he became a Lord Justice of Appeal .",2,2,0
sent_0324,It was only incidentally that economic issues appeared in nationalist political forms .,2,1,1
sent_0325,Other people that can be classified using this title include the Vice President and Cabinet secretaries .,3,3,0
sent_0326,"In 2010 , popular internet reviewers RedLetterMedia delivered a scathing video critique of the film , drawing negative c",3,1,2
sent_0327,"Wild radish seeds contain up to 48 % oil content , and while not suitable for human consumption , this oil is a potentia",1,1,0
sent_0328,"Korean villagers hiding resistance fighters were dealt with harshly , often with summary execution , rape , forced labou",9,1,8
sent_0329,This led morning show host Ryan Cameron to lobby for a frequency change for WHTA by putting together a petition from lis,4,2,2
sent_0330,The Library Board is charged with reviewing the strategic plans of the Harvard Library and assessing its progress in mee,2,2,0
sent_0331,The exhibit premiered at the Helmut Newton Foundation in Berlin and combined the work of all three with personal snapsho,5,4,1
sent_0332,"The Lletty Shenkin explosion of 1849 , in particular , led to demands the local middle classes in Aberdare , for improve",1,1,0
sent_0333,On 1 July 1955 he was made an Officer of the Order of St John .,5,3,2
sent_0334,Ballast tanks are equipped to change a ship 's trim and modify its stability .,3,2,1
sent_0335,"While the infantry based part of the doctrine demanded `` powerful tanks '' and `` tankettes '' , the shock Army demande",1,1,0
sent_0336,Many young South African artists made their debut on LM Radio through the numerous road shows which toured the country .,17,1,16
sent_0337,Lugo and Lozano were released in 1993 and continue to reside in Venezuela .,1,1,0
sent_0338,In the post - `` Gregg '' era Texas has executed over four times more inmates than Virginia and nearly 37 times more inm,3,3,0
sent_0339,High Court judges are therefore referred to as the Honourable Mr/Mrs Justice Smith .,3,2,1
sent_0340,Alexander supposedly said after this incident that he had never been so lucky in his entire career .,2,1,1
sent_0341,"In 1984 , KOMO became the first television station to broadcast daily programming in full stereo sound .",8,4,4
sent_0342,"Joining another fast and mobile carrier task force , `` Hazelwood '' sortied 11 February to protect carriers as they lau",4,1,3
sent_0343,"The city 's population boomed , 5 boroughs were formed , the New York City Subway was opened and became a symbol of prog",3,3,0
sent_0344,Pursuit of the routed enemy to the French border was halted on 2 May upon the German surrender in Italy .,2,1,1
sent_0345,"They believe in God as a single entity , not as the Trinity accepted by the vast majority of Christians .",5,2,3
sent_0346,"Baako 's grandmother Naana , a blind-seer , stands in living contact with the ancestors .",5,1,4
sent_0347,"It was a notable influence on John Buchan and Ken Follett , who described it as `` an open-air adventure thriller about ",4,3,1
sent_0348,"All three had been photography students at The Art Center College of Design in Pasadena , California in 1979 when they b",7,1,6
sent_0349,"Vaccinations against other viral diseases followed , including the successful rabies vaccination by Louis Pasteur in 188",5,2,3
sent_0350,"The oilseed radish grows well in cool climates and , apart from its industrial use , can be used as a cover crop , grown",8,7,1
sent_0351,"In 1840 , he was appointed to command his regiment , a post he held for nearly fourteen years .",8,2,6
sent_0352,"During the latter , Springsteen mentioned he did plan to work with the E Street Band again in the future , but was vague",5,1,4
sent_0353,He left that post to become the second commander of the U.S. Army 's 1st Armored Division .,4,2,2
sent_0354,The town and surrounding villages were hit by two moderate earthquakes within ten years .,6,1,5
sent_0355,"He played 37 times , mainly at right-back , in the 1987-88 season , and scored nine goals - excellent for a player who m",6,3,3
sent_0356,"They held the first Triangle workshop in 1982 for thirty sculptors and painters from the US , the UK and Canada at Pine ",11,5,6
sent_0357,During the 1730s Britain 's relationship with Spain had slowly declined .,2,0,2
sent_0358,KFI helped to keep the calm during the dark days of World War II by airing President Franklin D. Roosevelt 's `` Firesid,2,0,2
sent_0359,Human behavioral ecologists assume that what might be the most adaptive strategy in one environment might not be the mos,4,1,3
sent_0360,"`` My Classical Way '' was released on 21 September 2010 on Marc 's own label , Frazzy Frog Music .",4,1,3
sent_0361,The film uses some computer-generated graphics : The northern lights in the scene where Inge walks through the fields to,2,2,0
sent_0362,"Adnan Latif was in a car accident in 1994 , during which he suffered significant head injuries , which left him with on-",3,3,0
sent_0363,"He accused Maroboduus of hiding in the Hercynian Forest while the other Germans fought for freedom , and accused Marobod",9,2,7
sent_0364,These are known as Porter 's three generic strategies and can be applied to any size or form of business .,2,2,0
sent_0365,"A series of councils were held in 657 , 669 , 846 , 850 , 852 , 853 , 862 , 980 , 986 , 996 , 1048 , 1071 and 1080 .",12,12,0
sent_0366,"Thus , acquisition of quantitative heavy-element spectra can be time-consuming , taking tens of minutes to hours .",6,1,5
sent_0367,"The show was designed to appear as if the viewer was channel surfing through a multi-channel wasteland , happening upon ",4,2,2
sent_0368,Test & official start of the TVN24 HD started on 30 November 2012 .,4,3,1
sent_0369,He served as the first Prime Minister of Australia and became a founding justice of the High Court of Australia .,5,3,2
sent_0370,"The lead single that holds the same name , is a soft melodic song that differs from Tiger JK 's past releases .",3,2,1
sent_0371,"In 1962 , Salahuddin won from Patharghatti assembly seat as an Independent candidate and later from Charminar constituen",7,3,4
sent_0372,"Graner handcuffed him to the bars of a cell window and left him there , feet dangling off the floor , for nearly five ho",11,2,9
sent_0373,Childers 's biographer Andrew Boyle noted : `` For the next ten years Childers 's book remained the most powerful contri,8,5,3
sent_0374,"Like most incarnations , Felicia has a relationship with Spider-Man Noir .",3,3,0
sent_0375,"Plant communities include creosote and sagebrush at lower altitudes , and bristlecone pine forests at higher .",5,5,0
sent_0376,Tom McMorran joined the band in 1994 after Mark Portmann left and in August of that year the band released `` Sahara '' ,6,4,2
sent_0377,"Although in Flanders , the Flemish Region assigned all of its powers to the Flemish Community , the Walloon Region remai",5,2,3
sent_0378,Autostereoscopy is any method of displaying stereoscopic images without the use of special headgear or glasses on the pa,2,1,1
sent_0379,The Chapters of Bremen Cathedral and part of the administration were located within the city boundary in a district of i,7,5,2
sent_0380,The championship was at the Pinehurst Resort where Stewart won his last major championship only a few months before his ,3,1,2
sent_0381,"Necro became a regular member of the PWG roster through the majority of 2008 , teaming with Chris Hero to defend the hon",2,2,0
sent_0382,"They have a large range of possible power supplies , and can be 380V , 1000V , or even higher .",4,4,0
sent_0383,"He played for the Kangaroos in all four matches , including the final , scoring one try .",4,2,2
sent_0384,"There were 22.2 % of families and 23.8 % of the population living below the poverty line , including 15.8 % of under eig",4,3,1
sent_0385,One major difference between the two models is that the Photographic Model follows more of a step-by-step process in the,2,1,1
sent_0386,The Cathedral and the belfry were thoroughly renovated from 2006 to 2008 .,7,3,4
sent_0387,"Darwin came into residence in Cambridge on 26 January 1828 , and matriculated at the University 's Senate House on 26 Fe",5,2,3
sent_0388,"It was united with the Clitheroe Rural District , as part of the Ribble Valley district in the non-metropolitan county o",4,3,1
sent_0389,"One of the prisoners , Kasim Mehaddi Hilas , said that one day he asked Graner for the time so that he could pray .",15,2,13
sent_0390,"Back at the hotel , Taylor went ahead of Lemmy and told him `` Eddie 's left the band '' .",5,3,2
sent_0391,Ed tries to explain what happened to a skeptical Pete .,2,0,2
sent_0392,32.7 % of all households were made up of individuals and 15.7 % had someone living alone who was 65 years of age or olde,3,1,2
sent_0393,A CEN forms an important but small part of a Local Strategic Partnership .,4,0,4
sent_0394,"A Democrat , he became the youngest mayor in Pittsburgh 's history in September 2006 at the age of 26 .",6,2,4
sent_0395,"A cafeteria is also located on the sixth floor , a chapel on the 14th floor , and a study hall on the 15th floor .",3,3,0
sent_0396,"A common name , logo , and programming schedule followed in 1982 , with the establishment of the `` TV8 '' network betwe",4,1,3
sent_0397,A cooling center is a temporary air-conditioned public space set up by local authorities to deal with the health effects,5,2,3
sent_0398,"A manifold is `` prime '' if it can not be presented as a connected sum of more than one manifold , none of which is the",4,2,2
sent_0399,"A mid-March 2002 court order to stop printing for three months , was evaded by printing under other titles , such as `` ",4,2,2
sent_0400,"A motorcycle speedway long-track meeting , one of the few held in the UK , was staged at Ammanford .",3,2,1
sent_0401,A partial list of turbomachinery that may use one or more centrifugal compressors within the machine are listed here .,5,3,2
sent_0402,"A short distance to the east , NC 111 diverges on Greenwood Boulevard .",1,1,0
sent_0403,"A spectrum from a single FID has a low signal-to-noise ratio , but fortunately it improves readily with averaging of rep",9,1,8
sent_0404,"According to Samaritan tradition , however , the Samaritan ethnonym is not derived from the region of Samaria , but from",1,1,0
sent_0405,"According to the 2010 census , the population of the town is 2,310 .",2,2,0
sent_0406,"According to the indictment , Gonzalez is accused of defrauding the West Bronx Neighborhood Association Inc. , a not-for",1,1,0
sent_0407,After 1895 cable hauling ceased and locomotives pulled trains the whole length of the Victoria and Waterloo tunnels .,4,3,1
sent_0408,"After five years of searching , the Colonials found a primitive , lush and vibrant new world and named it Earth .",5,1,4
sent_0409,"After leaving `` Hex '' , Cole went on to appear as Blanche Ingram in the critically acclaimed `` Jane Eyre '' TV serial",2,1,1
sent_0410,"After the battle , Battra rested in the Arctic Ocean , whereas Mothra retired to Infant Island , accompanied by the two ",4,3,1
sent_0411,After this point many of the republicans were arrested in Free State `` round ups '' when they had come out of hiding an,3,1,2
sent_0412,"Although Knievel broke his arms , he was more distraught over a permanent injury his accident caused to the cameraman .",4,1,3
sent_0413,"Although under constant attack from kamikazes as well as fighters and dive-bombers , `` Hazelwood '' came through the in",2,2,0
sent_0414,An animal that cares for its young but shows no other sociality traits is said to be `` subsocial '' .,2,1,1
sent_0415,An original limited artist edition of 250 was published in 1989 and was an oversized fine press slip-cased book with sta,6,1,5
sent_0416,And ABS has formed a partnership with Habitat for Humanity to give a free Bible to each of its new homeowners in the Uni,6,3,3
sent_0417,And he was in Ali 's army in the Battle of Jamal and later it was Muhammad ibn Abu Bakr who escorted Aisha back to Madin,7,2,5
sent_0418,"Andrea Bianco 's atlas of 1436 comprises ten leaves of vellum , measuring , in an 18th-century binding .",3,3,0
sent_0419,"Apartment buildings , shops , medical clinics , cinemas etc. were built in close proximity to the MAZ plant , providing ",3,3,0
sent_0420,Applications can use this service to record activity for a production system while implementations of other OSIDs can us,8,3,5
sent_0421,Applying this technique facilitates the connection of the center of the foot with the lower abdomen .,4,1,3
sent_0422,"As Attorney General he clashed with Daniel O'Connell when he insisted , against O'Connell 's wishes , on the appointment",4,3,1
sent_0423,"As a group , the team was enshrined into the Basketball Hall of Fame in 1959 .",6,2,4
sent_0424,"As a result , it becomes clear that the microbe can not survive outside a narrow pH range .",2,1,1
sent_0425,"As a result , the lower river had to be dredged three times in two years .",2,1,1
sent_0426,"As early as the 15th century , the French kings sent commissioners to the provinces to inspect on royal and administrati",5,2,3
sent_0427,"As in his first novel , Armah contrasts the two worlds of materialism and moral values , corruption and dreams , two wor",1,1,0
sent_0428,"As is true for all sensors , absolute accuracy of a measurement requires a functionality for calibration .",3,1,2
sent_0429,"As of `` A Wind in the Door '' , Sandy aspires to become a banker , on the grounds that it is practical and lucrative .",2,1,1
sent_0430,"As part of several efforts to have the Gypsy Horse recognized as a breed outside the Romanichal community , a more descr",5,1,4
sent_0431,"Assisting in the recording process were Fernando Cabello and two friends of the group , Eva Dalda and Lydia Iovanne .",3,3,0
sent_0432,"At a presentation in the Toronto Pearson International Airport hangar , Celine Dion helped the newly solvent airline deb",2,1,1
sent_0433,"At least 11 villagers disappeared and 8 people were killed in the ensuing tsunami , two of which are prisoners at one of",4,1,3
sent_0434,"At no cost to the parents , these services are provided in compliance with state and federal law ; and are reasonably ca",3,2,1
sent_0435,"At one point , Ballard is nearly possessed , but resists when she is given a drug and discovers that the spirits are att",6,6,0
sent_0436,"Barbara , however , unable to leave behind her vigilante life , fought a mugger and ultimately miscarried her child .",1,1,0
sent_0437,"Because Yesler Way marks the boundary between two different plats , the street grid north of Yesler does not line up wit",1,1,0
sent_0438,"Because of Muhammad 's role in its formation , the alliance plays a significant role in Islamic ethics .",5,4,1
sent_0439,"Because of his talents and training , Beast can outperform any Olympic-level athlete , contorting his body and performin",8,4,4
sent_0440,Bruce 's Justice Lord counterpart was happily married to Wonder Woman as well until her Justice Lord counterpart killed ,1,1,0
sent_0441,"Burnham died of heart failure at the age of 86 , on September 1 , 1947 at his home in Santa , Barbara , California .",5,2,3
sent_0442,"But this practice simply reduces government interest costs rather than truly canceling government debt , and can result ",2,2,0
sent_0443,"By then , she was raising not only her own children but also her nephews , who had been orphaned by the plague .",0,0,0
sent_0444,"By this point , Simpson had returned to his mansion in Brentwood and had surrendered to police .",2,2,0
sent_0445,Byers states that global citizenship is a `` powerful term '' because `` people that invoke it do so to provoke and just,9,2,7
sent_0446,"Carl uses the `` old magic '' to tame the Deep Crow , claiming it is not his `` first time to the rodeo . ''",0,0,0
sent_0447,Certain fractional quantum Hall phases appear to have the right properties for building a topological quantum computer .,21,1,20
sent_0448,Chevalier fulfilled his promise the following year by erecting a shrine dedicated to the honour of Mary under the title ,4,4,0
sent_0449,Cis-regulatory elements are sequences that control the transcription of a nearby gene .,6,1,5
sent_0450,Citizens for Responsibility and Ethics in Washington filed an Ethics Committee complaint against Bond over his role in t,4,2,2
sent_0451,"Combined with appropriate match pellets these rifles produce a consistent 10 ring performance , so a non-maximal result ",9,4,5
sent_0452,"Curley was the first classical organist to perform a solo organ recital at the White House , and also played before seve",2,1,1
sent_0453,"DC Comics held a memorial service in Manhattan 's Lower East Side , a neighborhood Eisner often visited in his work , at",7,3,4
sent_0454,"Despite the below-freezing temperatures , Beuerlein was red-hot , out-dueling Brett Favre and connecting on 29 of 42 att",5,3,2
sent_0455,"Dodo was originally intended to have a `` common '' accent , and is portrayed this way at the end of `` The Massacre '' ",4,3,1
sent_0456,"Dr. Pim played for Ireland against England in 1892 , 1893 , 1894 and 1896 .",6,2,4
sent_0457,"Due to the opposing nature of the two songs , they can be viewed as a debate on the opposing attitudes on love found thr",8,4,4
sent_0458,"Due to the transmitter location being based in Tyrone and a smaller signal wattage , it was barely hearable in the north",6,3,3
sent_0459,"During the Second World War , the number of Turkish run cafes increased from 20 in 1939 to 200 in 1945 which created a d",4,3,1
sent_0460,During the morning and evening rush hours some services run direct to/from Paddington and Reading .,3,3,0
sent_0461,"During the off-season the ACT Rugby Union was renamed the ACT and Southern NSW Rugby Union , and the name of the team wa",12,12,0
sent_0462,Each of the Matoran brought their Toa stone and met each other at the Great Temple .,5,3,2
sent_0463,"Each time Cluemaster escapes or starts some new plan , Stephanie dons her costume again .",3,2,1
sent_0464,Erotica and pornography involving sex between women have been predominantly produced by men for a male and female audien,2,2,0
sent_0465,Failure to perform the duty could lead to prosecution at law and re-enslavement .,2,2,0
sent_0466,"Falun Gong 's teachings are compiled from Li 's lectures , and Li holds definitional power in that belief system .",2,2,0
sent_0467,"Fans reacted to the news of the suspension by canceling their XM Radio subscriptions , with some fans even going as far ",1,1,0
sent_0468,"From 1909 to 1912 , the Miami Canal was dug , bypassing the rapids at the head of the North Fork .",2,1,1
sent_0469,"From the start of the first semester of 2010 , the University banned smoking on any of its property , including inside a",12,2,10
sent_0470,"Furthermore , knowledge and interest pertaining to the event , as well as the level of importance , contribute to the fr",0,0,0
sent_0471,Gameplay is very basic ; the player must shoot constantly at a continual stream of enemies in order to reach the end of ,8,2,6
sent_0472,"Gavin Hood is a South African filmmaker , screenwriter , producer and actor , best known for writing and directing the A",4,4,0
sent_0473,"George Bluth Sr. , patriarch of the Bluth family , is the founder and former CEO of the Bluth Company which markets and ",6,6,0
sent_0474,"Godzilla and Battra battled on the ocean floor , until they caused a rift to open between tectonic plates .",4,3,1
sent_0475,"Good 1H NMR spectra can be acquired with 16 repeats , which takes only minutes .",3,3,0
sent_0476,"HTB 's aim is for an Alpha course to be accessible to anyone who would like to attend the course , and in this way HTB s",4,1,3
sent_0477,"Hapoel Lod played in the top division during the 1960s and 1980s , and won the State Cup in 1984 .",4,2,2
sent_0478,"Having been directed to found a monastery of his order in the United States in 1873 , Fr .",1,1,0
sent_0479,Hawker Pacific Aerospace is a MRO-Service company which offers landing gear and hydraulic MRO services for all major air,12,1,11
sent_0480,He also possesses enhanced senses and can track people for great distances over open terrain and his feet are sensitive ,9,4,5
sent_0481,"He also took 124 wickets , with 7 for 39 and 6 for 44 against Sargodha in 1962-63 his best bowling figures .",10,1,9
sent_0482,"He appeared in that game alongside his Arsenal midfield colleague Brian Marwood , who had joined them from Sheffield Wed",6,2,4
sent_0483,"He defines Wild Cards as ` Low Probability , High Impact events that , were they to occur , would severely impact the hu",8,2,6
sent_0484,"He finds himself in a desert as a group of Neo Arcadians surround him , ending the game .",5,2,3
sent_0485,He had spent 11 years in jail despite having been acquitted twice .,5,2,3
sent_0486,"He is idolized , receiving the name of `` God '' .",1,0,1
sent_0487,"He left his old company , V2 records , wanting to expand his career into something bigger .",2,0,2
sent_0488,"He left only a small contingent to guard the defile , and took his entire army to destroy the plain that lay ahead of Al",5,4,1
sent_0489,"He lodged near the hospital at 28 St Thomas 's Street in Southwark , with other medical students , including Henry Steph",7,6,1
sent_0490,He played Perker in the 1985 adaptation of `` The Pickwick Papers '' .,1,1,0
sent_0491,"He represented the riding of Nickel Belt in the Sudbury , Ontario area .",4,3,1
sent_0492,"He talked to McGee about using his name and received permission , which is confirmed by correspondence between McGee and",4,3,1
sent_0493,"He was a member of the European Convention , which drafted the text of the European Constitution that never entered into",1,1,0
sent_0494,He was buried in the Abbey of the Psalms mausoleum at the Hollywood Forever Cemetery .,2,1,1
sent_0495,"He was subsequently reprieved for a month , and then again for a week .",2,1,1
sent_0496,"Her image held aloft signifies the Earth , which `` hangs in the air '' .",2,2,0
sent_0497,"Hilf al-Fudul was a 7th-century alliance created by various Meccans , including the Islamic prophet Muhammad , to establ",4,2,2
sent_0498,"Historically , Aiseau was a village dedicated to agriculture , logging , but also to the industry .",4,3,1
sent_0499,"Hoechst 33342 and 33258 are quenched by Bromodeoxyuridine , which is commonly used to detect dividing cells .",3,2,1
sent_0500,"Hofmann was a below-average high school student , but he had many hobbies including magic , electronics , chemistry , an",6,0,6
sent_0501,"However , after pressure campaigns from various human rights groups , BAE Systems recently stated it no longer produces ",4,1,3
sent_0502,"However , comic relief sidekick `` Mike McGurk '' bears some resemblance to Tracy 's partner from the strip , Pat Patton",9,3,6
sent_0503,"However , during his rehearsal , Knievel lost control of the motorcycle and crashed into a cameraman .",4,3,1
sent_0504,"However , it became far less safe for the Nationals from 1983 onward , and strong population growth over the last three ",3,1,2
sent_0505,"However , when the antigenicities of the seed strains and wild viruses do not match , vaccines fail to protect the vacci",2,1,1
sent_0506,"If given this data , the Germans would be able to adjust their aim and correct any shortfall .",3,2,1
sent_0507,"If the second excitation pulse is sent prematurely before the relaxation is complete , the average magnetization vector ",2,2,0
sent_0508,"In 1005 for example , the governor of the important Adriatic port of Dyrrhachium had surrendered the town to Basil II .",4,1,3
sent_0509,"In 1866 , he began a second term as Lord Chancellor , which ended with his death in the next year .",4,1,3
sent_0510,"In 1911 , with Francis La Flesche , she published `` The Omaha Tribe '' .",4,2,2
sent_0511,"In 1926 , `` The News and Courier '' was bought by the owners of Charleston 's main evening paper , `` The Evening Post ",2,1,1
sent_0512,"In 1954 , a KOMO news photographer discovered a way to develop color film in a new process that took just a few hours in",2,1,1
sent_0513,In 1964 Barrie appeared in two episodes of `` Alfred Hitchcock Presents '' .,1,1,0
sent_0514,"In 1972 , he won from Yakutpura and later in 1978 , again from Charminar .",5,5,0
sent_0515,"In 1972 , researchers found metallic conductivity in the charge-transfer complex TTF-TCNQ .",2,1,1
sent_0516,In 1975 Barrie was directed by Lee Grant in the television movie `` For The Use Of The Hall '' as `` Charlotte '' .,5,3,2
sent_0517,"In 1977 she appeared in two television films , as the mother of Lesley Ann Warren 's character in `` 79 Park Avenue '' a",1,1,0
sent_0518,"In 1987 , Rodan became president of the American Society for Bone and Mineral Research .",3,1,2
sent_0519,"In 1990 Kelsang Gyatso became also outspoken against the Geshe Studies Programme , and `` made the pursuit of his new pr",4,2,2
sent_0520,"In 2004 the Brumbies finished at the top of the Super 12 table , six points clear of the next best team .",4,2,2
sent_0521,"In 2006 they applied for National League Three , finishing in 5th place and qualifying for the play-offs , where they lo",2,2,0
sent_0522,"In 2007 , Sun announced `` Project Indiana '' with several goals , including providing an open source binary distributio",1,1,0
sent_0523,"In 2010 , scam websites co-opted a photograph of her to promote health treatments , the ubiquitous `` 1 weird old tip ''",6,5,1
sent_0524,"In 2011 , major vendors launched several consumer-oriented motherboards using the Intel 6-series LGA 1155 chipset and AM",2,1,1
sent_0525,"In 2012 , Bloomberg Businessweek voted San Francisco as America 's Best City .",3,2,1
sent_0526,"In 54 BC , Marcus Perperna is mentioned as one of the consulars who bore testimony on behalf of Marcus Aemilius Scaurus ",3,2,1
sent_0527,"In Canada , there are two organizations that regulate university and collegiate athletics .",1,1,0
sent_0528,"In French , `` droit '' can mean `` the whole body of the Law '' , as in the motto `` dieu et mon droit , '' which is to",9,5,4
sent_0529,"In Jewish Hebrew , the Samaritans are called `` Shomronim '' , while in Samaritan Hebrew they call themselves `` Shameri",1,0,1
sent_0530,"In Jewish belief , its fulfilment will be revealed in the cumulation of Creation , in the era of resurrection , in the p",6,1,5
sent_0531,"In June , Nasser took control of the interior ministry post from Naguib loyalist Sulayman Hafez , and pressured Naguib t",4,3,1
sent_0532,In October 2009 it was confirmed that the Byrom Street cutting was a hitching and unhitching point for trains being cabl,13,1,12
sent_0533,"In September 1941 , she joined the Women 's Auxiliary Air Force , working at the Department of the Chief of Air Staff as",5,3,2
sent_0534,"In Van Howe 's study , all cases of meatal stenosis were among circumcised boys .",1,0,1
sent_0535,"In `` The Andromeda Strain '' , Michael Crichton 's first novel published under his real name , only two people exposed ",5,0,5
sent_0536,"In a news post , Holkins stated that he reserved the right to bring Carl back any time Krahulik goes to France .",4,1,3
sent_0537,"In a typical case of substrate interference , a Language A occupies a given territory and another Language B arrives in ",4,1,3
sent_0538,"In addition , as John Cecil Masterman , chairman of the Twenty Committee , commented , `` If , for example , St Paul 's ",2,1,1
sent_0539,"In athletics , Boston College left the Big East Conference and joined the Atlantic Coast Conference on July 1 , 2005 .",5,3,2
sent_0540,In both cases this specialized function replaces the basic rifleman position in the fireteam .,2,1,1
sent_0541,"In its first six months , RCPO concluded 858 cases convictions in 88 % of cases .",5,2,3
sent_0542,"In modern classifications , it is often treated as a subfamily of the Glyphipterigidae family .",3,1,2
sent_0543,"In more recent years , this policy has apparently relaxed somewhat .",3,0,3
sent_0544,"In order to support planned TRAX expansion , UTA ordered 77 Siemens S70 light rail vehicles from Siemens AG .",2,2,0
sent_0545,"In particular , Cyprinidae of southwestern North America have been severely affected ; a considerable number went entire",2,2,0
sent_0546,"In the 1901 election , after which the Oppositionists under George Leake were able to form a minority government , Frank",4,3,1
sent_0547,In the 1960s and 70s most of Kabul 's economy depended on tourism .,4,4,0
sent_0548,"In the 1986 television series `` War and Remembrance '' , Johns took the role of the senior Nazi SS officer Adolf Eichma",4,2,2
sent_0549,"In the Civil War , he advocated strong prosecution of the Union War effort , the end of slavery , and civil rights for f",15,6,9
sent_0550,"In the Crimean War , the 5th Dragoon Guards formed part of the Heavy Cavalry Brigade and was sent to the Black Sea in 18",3,2,1
sent_0551,In the early 19th century the Welsh Methodists broke away from the Anglican church and established their own denominatio,3,2,1
sent_0552,"In the north and east inhabitants speak Bumthangkha , and in the extreme southeast Khengkha is spoken .",5,3,2
sent_0553,"In the winter of 1976 , Knievel was scheduled for a major jump in Chicago , Illinois .",3,1,2
sent_0554,In this explanation the purpose of Creation is that `` God desired a dwelling place in the lower realms '' - it is man w,4,2,2
sent_0555,"In those years , he began to collaborate with some newspapers .",2,1,1
sent_0556,"Initially flying the A-4B Skyhawk , the squadron later transitioned to the A-4L Skyhawk .",1,1,0
sent_0557,Initially his chances of surviving were thought to be no better than 50-50 .,2,2,0
sent_0558,"It has long hind legs and a long , slender , scaly tail that it uses to communicate by making drumming noises .",5,2,3
sent_0559,"It is essentially the same as the dialect spoken in Xiamen , and is unintelligible with Standard Chinese .",3,2,1
sent_0560,"It is not really passable , and must be done on foot if attempted .",2,2,0
sent_0561,It is part of the Surrey Hills Area of Outstanding Beauty and situated on the Green Sand Way .,2,2,0
sent_0562,It should be noted that these numbers are inclusive of any of the childminders own children .,1,0,1
sent_0563,It was chosen in 1901 because it was a triangulation station at the junction of the trancontinental triangulation arc of,9,0,9
