sent_id,sentence
sent_0254,"In England and Wales , as an `` attempt '' , attempted murder is an offence under section 1 of the Criminal Attempts Act 1981 and is an indictable offence which carries a maximum penalty of life imprisonment ."
sent_0255,"Moreover , some sponsors pulled their advertising off XM in protest of the suspension ."
sent_0256,"He is also known for his `` Aramata Collection '' , a private library housing thousands of rare books from the 18th and 19th centuries ."
sent_0257,"For example , when two such hydrophobic particles come very close , the clathrate-like baskets surrounding them merge ."
sent_0258,"Dr. Jagan himself was personally involved in the organization of the strike , and helped to raise funds across the country to it ."
sent_0259,"Historically , the division has been a rural seat and fairly safe for the National Party , which held it for all but six years from 1922 to 2004 ."
sent_0260,"After leaving , he tried to find acting jobs and worked as an Elvis impersonator for a short time ."
sent_0261,"Frowin founded the Benedictine monastery of New Engleberg at Conception , which was erected into an abbey in 1881 ."
sent_0262,"The northern terminus of this section is at Senai Airport Interchange near Senai Airport , while it shares the same Kilometre Zero with the main link ."
sent_0263,He was appointed Commander of the Order of the British Empire in the 1948 Queen 's Birthday Honours and was knighted in the 1953 Coronation Honours .
sent_0264,In 2004 the Oxford English University Press included Makaton as a common usage word in the Oxford English Dictionary .
sent_0265,"He and his friends were said to have made bombs for fun on the outskirts of Murray , Utah ."
sent_0266,"Montgomery Blair 's Science , Math , and Technology Academy specializes in : Life Science , Physical Science , Engineering , Mathematics , Computer Networking , and Computer Programming ."
sent_0267,It is necessary to climb embankments to cross some roads where former bridges have been filled in .
sent_0268,Butters Drive in the Canberra suburb of Phillip is named in his honour .
sent_0269,"Afterward he has joined Emma Frost 's Academy of Tomorrow , a school for gifted beings ."
sent_0270,After this she became very ill with a severe cold or pneumonia .
sent_0271,"However , the term cob , defined as a short-legged , stout horse , is a body type rather than a breed ."
sent_0272,"As she reads the articles , she also makes veiled references and innuendo relating to the slang use of `` beaver '' ."
sent_0273,The origin of the Missionaries of the Sacred Heart is closely connected with the definition of the dogma of the Immaculate Conception of the B. V. M .
sent_0274,"Spielberger was formerly Chairman of the Psychology Department at the University of South Florida in Tampa , Florida and in 2012 belonged to a think tank there ."
sent_0275,"Hiester was born in Montgomery County , Pennsylvania on July 17 , 1749 , the son of German immigrants Daniel and Catherine Shuller Hiester ."
sent_0276,"He chose a path of confrontation , of conflict ."
sent_0277,"The Aura spacecraft has a mass of about 1,765 kg ."
sent_0278,"A dam on the creek has created a lake covering for fishing , boating , and swimming ."
sent_0279,"The railways were separate , the S&D being administered by the Midland Railway and the London and South Western Railway companies and the North Somerset being run by and then owned by the Great Western Railway ."
sent_0280,X is revealed to be the leader of Neo Arcadia and Zero confronts X in battle .
sent_0281,"In 1577 , she unsuccessfully proposed to the city council that it should establish a home for poor women , of which she would become the administrator ."
sent_0282,DePauw University awarded the degree `` Doctor of Divinity '' in 1892 .
sent_0283,"Unlike Fast Gun clubs , Big Gun clubs operate based upon a loose confederation , with each club reserving the ability to establish and maintain its own rules , provided that they coincide with the spirit of Big Gun Model Warship Combat ."
sent_0284,"Standing in contrast to Descartes 's scientific reductionism and philosophical analysis , it proposes to view systems in a holistic manner ."
sent_0285,"The majority of the population of Leigh were born in England ; 2.10 % were born elsewhere within the United Kingdom , 0.95 % within the rest of the European Union , and 1.47 % elsewhere in the world ."
sent_0286,"But ex-slaves were able to own property outright , and their children were free of all constraint ."
sent_0287,"At Vitoria and in Wellington 's invasion of southern France , Hill corps usually consisted of William Stewart 's 2nd Division , the Portuguese Division and Pablo Morillo 's Spanish Division ."
sent_0288,"When New Tomorrowland opened in 1967 , the space that this ride occupied was turned into the Tomorrowland Stage ."
sent_0289,"There are 109 individuals who belong to another church , and 20 individuals did not answer the question ."
sent_0290,"Hofmann was born in Salt Lake City , Utah ."
sent_0291,"Voorhees approved a plan in 2010 for an $ 850,000 artificial turf field to be completed by 2011 ."
sent_0292,All officers are additionally equipped with less-lethal weapons for use against threats that do not justify a firearms response .
sent_0293,"Soon afterwards , Davis switched to the major Columbia record label and recorded seven albums over the next five years with producer Leo Graham and arranger James Mack who had collaborated with him for `` Turning Point '' ."
sent_0294,Several years later the remaining trackage at Charles City was abandoned .
sent_0295,They remained together into their elderly ages for more than 40 years only to marry in 2000 .
sent_0296,"This often results in unexpected deaths , either directly or from stress-induced illness ."
sent_0297,The Anti-Monitor began to siphon the positive matter of New York City to create his Antimatter waves .
sent_0298,He became the first code-crosser to play test rugby league for Australia a second time after returning from rugby union .
sent_0299,"The car was based around a Rodeck resleevable , modified Chevrolet 350 ci V8 racing engine coupled to a custom three-speed transmission ."
sent_0300,The Harford County Public Schools system is the public school system serving the residents of Harford County .
sent_0301,"This work introduced the - fstack-protector flag , which protects only some vulnerable functions , and the - fstack-protector-all flag , which protects all functions whether they need it or not ."
sent_0302,"In general , the rivalries between all the clubs were friendly , and families were known to switch affiliations depending on which one offered preferred services and events ."
sent_0303,Regulations meant that the original sixth lap would be deleted and the race would be restarted from the beginning of said lap .
sent_0304,"In the summer , the lodge also houses the Trail Crew , a crew of Dartmouth Outing Club students who help maintain the seventeen Dartmouth Cabins & 50 miles of Appalachian trail between Hanover and the Lodge itself ."
sent_0305,"In Taiwan , the locals speak a version of the Minnan language which is called Taiwanese ."
sent_0306,"The European powers first gained a foothold in Somalia through the signing of various pacts and agreements with the Somali Sultans that then controlled the region , such as Yusuf Ali Kenadid , Boqor Osman Mahamuud and Mohamoud Ali Shire ."
sent_0307,Each of these people influenced her development as a person .
sent_0308,"A second factor is resource dependence ; there must be a perceptible threat of resource depletion , and it must be difficult to find substitutes ."
sent_0309,"Ed drives the creature into the airlock , with the intention of venting it into space ."
sent_0310,"In 1970 , Arad moved to the United States and enrolled at Hofstra University to study industrial management ."
sent_0311,"Undercover cop Muscles enlists his childhood friends , the `` Five Lucky Stars '' , to travel to Japan to help him catch a Yakuza group ."
sent_0312,They do n't possess eyelids so they must lick their eyeballs clean in order to keep them moist .
sent_0313,"In particular , her grandmother required high standards of behavior from Florence , referring to the family as descendants of Virginia 's colonial elite ."
sent_0314,"Following the decision to withdraw tram services in London and replace them with buses , the station closed just after 12.30 am on 6 April 1952 ."
sent_0315,"The number of ones equals the number of zeros plus one , since the state containing only zeros can not occur ."
sent_0316,"Along with these , there were also commissioners sent to the army , in charge of provisioning the army , policing and finances ; they would supervise accountants , providers , merchants , and generals , and attend war councils and tribunals for military crimes ."
sent_0317,The main reason for this adoption over mainline gimp was its support for high bit depths which can be required for film work .
sent_0318,"This manual for warriors describes the necessity for understanding an opponent 's weaknesses , for using spies , and for striking in moments of weakness ."
sent_0319,"Consistent with systems philosophy , systems thinking concerns an understanding of a system by examining the linkages and interactions between the elements that compose the entirety of the system ."
sent_0320,"Prior to the war , he was a lawyer , public official , and politician in Hillsborough , North Carolina , and was heavily involved in opposing the Regulator movement , an uprising of settlers in the North Carolina piedmont between 1765 and 1771 ."
sent_0321,"At first , she seems happy with this arrangement ."
sent_0322,"Their purpose is to be fair to both parties , disallowing the raising of allegations without a basis in provable fact ."
sent_0323,"After a break of four years , he became a Lord Justice of Appeal ."
sent_0324,It was only incidentally that economic issues appeared in nationalist political forms .
sent_0325,Other people that can be classified using this title include the Vice President and Cabinet secretaries .
sent_0326,"In 2010 , popular internet reviewers RedLetterMedia delivered a scathing video critique of the film , drawing negative comparisons to The Three Stooges , Looney Tunes , and `` Home Alone '' ."
sent_0327,"Wild radish seeds contain up to 48 % oil content , and while not suitable for human consumption , this oil is a potential source of biofuel ."
sent_0328,"Korean villagers hiding resistance fighters were dealt with harshly , often with summary execution , rape , forced labour , and looting ."
sent_0329,This led morning show host Ryan Cameron to lobby for a frequency change for WHTA by putting together a petition from listeners at the risk of losing his job under Radio One 's management .
sent_0330,"The Library Board is charged with reviewing the strategic plans of the Harvard Library and assessing its progress in meeting those plans , reviewing system-wide policies and standards and overseeing the progress of the central services ."
sent_0331,"The exhibit premiered at the Helmut Newton Foundation in Berlin and combined the work of all three with personal snapshots , contact sheets , and letters from their time with Helmut ."
sent_0332,"The Lletty Shenkin explosion of 1849 , in particular , led to demands the local middle classes in Aberdare , for improved safety in the mines ."
sent_0333,On 1 July 1955 he was made an Officer of the Order of St John .
sent_0334,Ballast tanks are equipped to change a ship 's trim and modify its stability .
sent_0335,"While the infantry based part of the doctrine demanded `` powerful tanks '' and `` tankettes '' , the shock Army demanded `` manoeuvre tanks '' used in conjunction with motorized forces and `` mechanized cavalry '' that would operate in depth as `` strategic cavalry '' combined with nascent airborne troops ."
sent_0336,Many young South African artists made their debut on LM Radio through the numerous road shows which toured the country .
sent_0337,Lugo and Lozano were released in 1993 and continue to reside in Venezuela .
sent_0338,In the post - `` Gregg '' era Texas has executed over four times more inmates than Virginia and nearly 37 times more inmates than California .
sent_0339,High Court judges are therefore referred to as the Honourable Mr/Mrs Justice Smith .
sent_0340,Alexander supposedly said after this incident that he had never been so lucky in his entire career .
sent_0341,"In 1984 , KOMO became the first television station to broadcast daily programming in full stereo sound ."
sent_0342,"Joining another fast and mobile carrier task force , `` Hazelwood '' sortied 11 February to protect carriers as they launched heavy air strikes against the Japanese home islands 16 and 17 February ."
sent_0343,"The city 's population boomed , 5 boroughs were formed , the New York City Subway was opened and became a symbol of progress and innovation ."
sent_0344,Pursuit of the routed enemy to the French border was halted on 2 May upon the German surrender in Italy .
sent_0345,"They believe in God as a single entity , not as the Trinity accepted by the vast majority of Christians ."
sent_0346,"Baako 's grandmother Naana , a blind-seer , stands in living contact with the ancestors ."
sent_0347,"It was a notable influence on John Buchan and Ken Follett , who described it as `` an open-air adventure thriller about two young men who stumble upon a German armada preparing to invade England . ''"
sent_0348,"All three had been photography students at The Art Center College of Design in Pasadena , California in 1979 when they became Newton 's longtime assistants , and all three went on to independent careers ."
sent_0349,"Vaccinations against other viral diseases followed , including the successful rabies vaccination by Louis Pasteur in 1886 ."
sent_0350,"The oilseed radish grows well in cool climates and , apart from its industrial use , can be used as a cover crop , grown to increase soil fertility , to scavenge nutrients , suppress weeds , help alleviate soil compaction and prevent winter erosion of the soil ."
sent_0351,"In 1840 , he was appointed to command his regiment , a post he held for nearly fourteen years ."
sent_0352,"During the latter , Springsteen mentioned he did plan to work with the E Street Band again in the future , but was vague about details ."
sent_0353,He left that post to become the second commander of the U.S. Army 's 1st Armored Division .
sent_0354,The town and surrounding villages were hit by two moderate earthquakes within ten years .
sent_0355,"He played 37 times , mainly at right-back , in the 1987-88 season , and scored nine goals - excellent for a player who mainly featured in defence ."
sent_0356,"They held the first Triangle workshop in 1982 for thirty sculptors and painters from the US , the UK and Canada at Pine Plains , New York ."
sent_0357,During the 1730s Britain 's relationship with Spain had slowly declined .
sent_0358,KFI helped to keep the calm during the dark days of World War II by airing President Franklin D. Roosevelt 's `` Fireside Chats . ''
sent_0359,Human behavioral ecologists assume that what might be the most adaptive strategy in one environment might not be the most adaptive strategy in another environment .
sent_0360,"`` My Classical Way '' was released on 21 September 2010 on Marc 's own label , Frazzy Frog Music ."
sent_0361,"The film uses some computer-generated graphics : The northern lights in the scene where Inge walks through the fields to Olaf 's house to take a bath , and , later in the film , the geese flying over Olaf 's house ."
sent_0362,"Adnan Latif was in a car accident in 1994 , during which he suffered significant head injuries , which left him with on-going neurological problems ."
sent_0363,"He accused Maroboduus of hiding in the Hercynian Forest while the other Germans fought for freedom , and accused Maroboduus of being the only king among the Germans ."
sent_0364,These are known as Porter 's three generic strategies and can be applied to any size or form of business .
sent_0365,"A series of councils were held in 657 , 669 , 846 , 850 , 852 , 853 , 862 , 980 , 986 , 996 , 1048 , 1071 and 1080 ."
sent_0366,"Thus , acquisition of quantitative heavy-element spectra can be time-consuming , taking tens of minutes to hours ."
sent_0367,"The show was designed to appear as if the viewer was channel surfing through a multi-channel wasteland , happening upon spoof adverts , short sketches , and recurring show elements ."
sent_0368,Test & official start of the TVN24 HD started on 30 November 2012 .
sent_0369,He served as the first Prime Minister of Australia and became a founding justice of the High Court of Australia .
sent_0370,"The lead single that holds the same name , is a soft melodic song that differs from Tiger JK 's past releases ."
sent_0371,"In 1962 , Salahuddin won from Patharghatti assembly seat as an Independent candidate and later from Charminar constituency in 1967 ."
sent_0372,"Graner handcuffed him to the bars of a cell window and left him there , feet dangling off the floor , for nearly five hours ."
sent_0373,Childers 's biographer Andrew Boyle noted : `` For the next ten years Childers 's book remained the most powerful contribution of any English writer to the debate on Britain 's alleged military unpreparedness '' .
sent_0374,"Like most incarnations , Felicia has a relationship with Spider-Man Noir ."
sent_0375,"Plant communities include creosote and sagebrush at lower altitudes , and bristlecone pine forests at higher ."
sent_0376,Tom McMorran joined the band in 1994 after Mark Portmann left and in August of that year the band released `` Sahara '' .
sent_0377,"Although in Flanders , the Flemish Region assigned all of its powers to the Flemish Community , the Walloon Region remains in principle distinct from and independent from the French Community , and vice-versa ."
sent_0378,Autostereoscopy is any method of displaying stereoscopic images without the use of special headgear or glasses on the part of the viewer .
sent_0379,"The Chapters of Bremen Cathedral and part of the administration were located within the city boundary in a district of immunity and extraterritorial status around the Cathedral of St. Peter , where the city council would refrain to interfere ."
sent_0380,The championship was at the Pinehurst Resort where Stewart won his last major championship only a few months before his death .
sent_0381,"Necro became a regular member of the PWG roster through the majority of 2008 , teaming with Chris Hero to defend the honor of Candice LeRae against the Human Tornado and his allies in Claudio Castagnoli and Eddie Kingston ."
sent_0382,"They have a large range of possible power supplies , and can be 380V , 1000V , or even higher ."
sent_0383,"He played for the Kangaroos in all four matches , including the final , scoring one try ."
sent_0384,"There were 22.2 % of families and 23.8 % of the population living below the poverty line , including 15.8 % of under eighteens and 37.5 % of those over 64 ."
sent_0385,"One major difference between the two models is that the Photographic Model follows more of a step-by-step process in the development of flashbulb accounts , whereas the Comprehensive Model demonstrates an interconnected relationship between the variables ."
sent_0386,The Cathedral and the belfry were thoroughly renovated from 2006 to 2008 .
sent_0387,"Darwin came into residence in Cambridge on 26 January 1828 , and matriculated at the University 's Senate House on 26 February ."
sent_0388,"It was united with the Clitheroe Rural District , as part of the Ribble Valley district in the non-metropolitan county of Lancashire ."
sent_0389,"One of the prisoners , Kasim Mehaddi Hilas , said that one day he asked Graner for the time so that he could pray ."
sent_0390,"Back at the hotel , Taylor went ahead of Lemmy and told him `` Eddie 's left the band '' ."
sent_0391,Ed tries to explain what happened to a skeptical Pete .
sent_0392,32.7 % of all households were made up of individuals and 15.7 % had someone living alone who was 65 years of age or older .
sent_0393,A CEN forms an important but small part of a Local Strategic Partnership .
sent_0394,"A Democrat , he became the youngest mayor in Pittsburgh 's history in September 2006 at the age of 26 ."
sent_0395,"A cafeteria is also located on the sixth floor , a chapel on the 14th floor , and a study hall on the 15th floor ."
sent_0396,"A common name , logo , and programming schedule followed in 1982 , with the establishment of the `` TV8 '' network between the three stations , changed to the `` Southern Cross Network '' seven years later ."
sent_0397,A cooling center is a temporary air-conditioned public space set up by local authorities to deal with the health effects of a heat wave .
sent_0398,"A manifold is `` prime '' if it can not be presented as a connected sum of more than one manifold , none of which is the sphere of the same dimension ."
sent_0399,"A mid-March 2002 court order to stop printing for three months , was evaded by printing under other titles , such as `` Not That Respublika '' ."
sent_0400,"A motorcycle speedway long-track meeting , one of the few held in the UK , was staged at Ammanford ."
sent_0401,A partial list of turbomachinery that may use one or more centrifugal compressors within the machine are listed here .
sent_0402,"A short distance to the east , NC 111 diverges on Greenwood Boulevard ."
sent_0403,"A spectrum from a single FID has a low signal-to-noise ratio , but fortunately it improves readily with averaging of repeated acquisitions ."
sent_0404,"According to Samaritan tradition , however , the Samaritan ethnonym is not derived from the region of Samaria , but from the fact that they were the `` Guardians '' of the true Israelite religion ."
sent_0405,"According to the 2010 census , the population of the town is 2,310 ."
sent_0406,"According to the indictment , Gonzalez is accused of defrauding the West Bronx Neighborhood Association Inc. , a not-for-profit corporation , by using funds donated to the organization in order to pay for over $ 37,000 in personal expenses ."
sent_0407,After 1895 cable hauling ceased and locomotives pulled trains the whole length of the Victoria and Waterloo tunnels .
sent_0408,"After five years of searching , the Colonials found a primitive , lush and vibrant new world and named it Earth ."
sent_0409,"After leaving `` Hex '' , Cole went on to appear as Blanche Ingram in the critically acclaimed `` Jane Eyre '' TV serial for the BBC and guest starred as Lilith in the `` Doctor Who '' episode `` The Shakespeare Code '' ."
sent_0410,"After the battle , Battra rested in the Arctic Ocean , whereas Mothra retired to Infant Island , accompanied by the two Cosmos ."
sent_0411,After this point many of the republicans were arrested in Free State `` round ups '' when they had come out of hiding and returned home .
sent_0412,"Although Knievel broke his arms , he was more distraught over a permanent injury his accident caused to the cameraman ."
sent_0413,"Although under constant attack from kamikazes as well as fighters and dive-bombers , `` Hazelwood '' came through the invasion untouched and on the night of 25 February sank two small enemy freighters with her guns ."
sent_0414,An animal that cares for its young but shows no other sociality traits is said to be `` subsocial '' .
sent_0415,An original limited artist edition of 250 was published in 1989 and was an oversized fine press slip-cased book with stainless steel faced boards and digital clock inset into the front cover .
sent_0416,And ABS has formed a partnership with Habitat for Humanity to give a free Bible to each of its new homeowners in the United States .
sent_0417,And he was in Ali 's army in the Battle of Jamal and later it was Muhammad ibn Abu Bakr who escorted Aisha back to Madina .
sent_0418,"Andrea Bianco 's atlas of 1436 comprises ten leaves of vellum , measuring , in an 18th-century binding ."
sent_0419,"Apartment buildings , shops , medical clinics , cinemas etc. were built in close proximity to the MAZ plant , providing plant workers with local necessities ."
sent_0420,"Applications can use this service to record activity for a production system while implementations of other OSIDs can use the service to record detailed data during development , debugging , or analyzing performance ."
sent_0421,Applying this technique facilitates the connection of the center of the foot with the lower abdomen .
sent_0422,"As Attorney General he clashed with Daniel O'Connell when he insisted , against O'Connell 's wishes , on the appointment of Abraham Brewster as Law Adviser to the Lord Lieutenant of Ireland ."
sent_0423,"As a group , the team was enshrined into the Basketball Hall of Fame in 1959 ."
sent_0424,"As a result , it becomes clear that the microbe can not survive outside a narrow pH range ."
sent_0425,"As a result , the lower river had to be dredged three times in two years ."
sent_0426,"As early as the 15th century , the French kings sent commissioners to the provinces to inspect on royal and administrative affairs and to take necessary action ."
sent_0427,"As in his first novel , Armah contrasts the two worlds of materialism and moral values , corruption and dreams , two worlds of integrity and social pressure ."
sent_0428,"As is true for all sensors , absolute accuracy of a measurement requires a functionality for calibration ."
sent_0429,"As of `` A Wind in the Door '' , Sandy aspires to become a banker , on the grounds that it is practical and lucrative ."
sent_0430,"As part of several efforts to have the Gypsy Horse recognized as a breed outside the Romanichal community , a more descriptive name was sought for it , starting in the 1990s ."
sent_0431,"Assisting in the recording process were Fernando Cabello and two friends of the group , Eva Dalda and Lydia Iovanne ."
sent_0432,"At a presentation in the Toronto Pearson International Airport hangar , Celine Dion helped the newly solvent airline debut its new image ."
sent_0433,"At least 11 villagers disappeared and 8 people were killed in the ensuing tsunami , two of which are prisoners at one of the Permisan prisons ."
sent_0434,"At no cost to the parents , these services are provided in compliance with state and federal law ; and are reasonably calculated to yield meaningful educational benefit and student progress ."
sent_0435,"At one point , Ballard is nearly possessed , but resists when she is given a drug and discovers that the spirits are attacking them as they believe that the humans are invaders and plan to exterminate the humans on Mars ."
sent_0436,"Barbara , however , unable to leave behind her vigilante life , fought a mugger and ultimately miscarried her child ."
sent_0437,"Because Yesler Way marks the boundary between two different plats , the street grid north of Yesler does not line up with the neighborhood 's other streets , so the northern `` border '' of the district zigzags along numerous streets ."
sent_0438,"Because of Muhammad 's role in its formation , the alliance plays a significant role in Islamic ethics ."
sent_0439,"Because of his talents and training , Beast can outperform any Olympic-level athlete , contorting his body and performing aerial feats gracefully ."
sent_0440,Bruce 's Justice Lord counterpart was happily married to Wonder Woman as well until her Justice Lord counterpart killed him .
sent_0441,"Burnham died of heart failure at the age of 86 , on September 1 , 1947 at his home in Santa , Barbara , California ."
sent_0442,"But this practice simply reduces government interest costs rather than truly canceling government debt , and can result in hyperinflation if used unsparingly ."
sent_0443,"By then , she was raising not only her own children but also her nephews , who had been orphaned by the plague ."
sent_0444,"By this point , Simpson had returned to his mansion in Brentwood and had surrendered to police ."
sent_0445,"Byers states that global citizenship is a `` powerful term '' because `` people that invoke it do so to provoke and justify action , '' and encourages the attendees of his lecture to re-appropriate it in order for its meaning to have a positive purpose , based on idealistic values ."
sent_0446,"Carl uses the `` old magic '' to tame the Deep Crow , claiming it is not his `` first time to the rodeo . ''"
sent_0447,Certain fractional quantum Hall phases appear to have the right properties for building a topological quantum computer .
sent_0448,Chevalier fulfilled his promise the following year by erecting a shrine dedicated to the honour of Mary under the title of `` Our Lady of the Sacred Heart '' .
sent_0449,Cis-regulatory elements are sequences that control the transcription of a nearby gene .
sent_0450,Citizens for Responsibility and Ethics in Washington filed an Ethics Committee complaint against Bond over his role in the ouster of Graves .
sent_0451,"Combined with appropriate match pellets these rifles produce a consistent 10 ring performance , so a non-maximal result during the initial phase can be attributed to the participant ."
sent_0452,"Curley was the first classical organist to perform a solo organ recital at the White House , and also played before several European heads of state ."
sent_0453,"DC Comics held a memorial service in Manhattan 's Lower East Side , a neighborhood Eisner often visited in his work , at the Angel Orensanz Foundation on Norfolk Street ."
sent_0454,"Despite the below-freezing temperatures , Beuerlein was red-hot , out-dueling Brett Favre and connecting on 29 of 42 attempts , with 3 TDs and no INTs , and passing for a then franchise-record 373 yards ."
sent_0455,"Dodo was originally intended to have a `` common '' accent , and is portrayed this way at the end of `` The Massacre '' ."
sent_0456,"Dr. Pim played for Ireland against England in 1892 , 1893 , 1894 and 1896 ."
sent_0457,"Due to the opposing nature of the two songs , they can be viewed as a debate on the opposing attitudes on love found throughout the play ."
sent_0458,"Due to the transmitter location being based in Tyrone and a smaller signal wattage , it was barely hearable in the northern portions of Atlanta beyond the downtown area or even the northern reaches of Fulton or DeKalb Counties , as it was a rimshot to the southwest of the city ."
sent_0459,"During the Second World War , the number of Turkish run cafes increased from 20 in 1939 to 200 in 1945 which created a demand for more Turkish Cypriot workers ."
sent_0460,During the morning and evening rush hours some services run direct to/from Paddington and Reading .
sent_0461,"During the off-season the ACT Rugby Union was renamed the ACT and Southern NSW Rugby Union , and the name of the team was changed to Brumbies Rugby ."
sent_0462,Each of the Matoran brought their Toa stone and met each other at the Great Temple .
sent_0463,"Each time Cluemaster escapes or starts some new plan , Stephanie dons her costume again ."
sent_0464,Erotica and pornography involving sex between women have been predominantly produced by men for a male and female audience .
sent_0465,Failure to perform the duty could lead to prosecution at law and re-enslavement .
sent_0466,"Falun Gong 's teachings are compiled from Li 's lectures , and Li holds definitional power in that belief system ."
sent_0467,"Fans reacted to the news of the suspension by canceling their XM Radio subscriptions , with some fans even going as far as smashing their XM units ."
sent_0468,"From 1909 to 1912 , the Miami Canal was dug , bypassing the rapids at the head of the North Fork ."
sent_0469,"From the start of the first semester of 2010 , the University banned smoking on any of its property , including inside and outside buildings in areas that were once designated as smoking areas ."
sent_0470,"Furthermore , knowledge and interest pertaining to the event , as well as the level of importance , contribute to the frequency of rehearsal ."
sent_0471,Gameplay is very basic ; the player must shoot constantly at a continual stream of enemies in order to reach the end of each level .
sent_0472,"Gavin Hood is a South African filmmaker , screenwriter , producer and actor , best known for writing and directing the Academy Award-winning Foreign Language Film `` Tsotsi '' ."
sent_0473,"George Bluth Sr. , patriarch of the Bluth family , is the founder and former CEO of the Bluth Company which markets and builds mini-mansions among many other activities ."
sent_0474,"Godzilla and Battra battled on the ocean floor , until they caused a rift to open between tectonic plates ."
sent_0475,"Good 1H NMR spectra can be acquired with 16 repeats , which takes only minutes ."
sent_0476,"HTB 's aim is for an Alpha course to be accessible to anyone who would like to attend the course , and in this way HTB seeks to spread the teachings of Christianity ."
sent_0477,"Hapoel Lod played in the top division during the 1960s and 1980s , and won the State Cup in 1984 ."
sent_0478,"Having been directed to found a monastery of his order in the United States in 1873 , Fr ."
sent_0479,Hawker Pacific Aerospace is a MRO-Service company which offers landing gear and hydraulic MRO services for all major aircraft types .
sent_0480,He also possesses enhanced senses and can track people for great distances over open terrain and his feet are sensitive enough to detect electronic signals through solid walls and floors .
sent_0481,"He also took 124 wickets , with 7 for 39 and 6 for 44 against Sargodha in 1962-63 his best bowling figures ."
sent_0482,"He appeared in that game alongside his Arsenal midfield colleague Brian Marwood , who had joined them from Sheffield Wednesday eight months earlier ."
sent_0483,"He defines Wild Cards as ` Low Probability , High Impact events that , were they to occur , would severely impact the human condition ' ."
sent_0484,"He finds himself in a desert as a group of Neo Arcadians surround him , ending the game ."
sent_0485,He had spent 11 years in jail despite having been acquitted twice .
sent_0486,"He is idolized , receiving the name of `` God '' ."
sent_0487,"He left his old company , V2 records , wanting to expand his career into something bigger ."
sent_0488,"He left only a small contingent to guard the defile , and took his entire army to destroy the plain that lay ahead of Alexander 's army ."
sent_0489,"He lodged near the hospital at 28 St Thomas 's Street in Southwark , with other medical students , including Henry Stephens who became a famous inventor and ink magnate ."
sent_0490,He played Perker in the 1985 adaptation of `` The Pickwick Papers '' .
sent_0491,"He represented the riding of Nickel Belt in the Sudbury , Ontario area ."
sent_0492,"He talked to McGee about using his name and received permission , which is confirmed by correspondence between McGee and his family ."
sent_0493,"He was a member of the European Convention , which drafted the text of the European Constitution that never entered into force ."
sent_0494,He was buried in the Abbey of the Psalms mausoleum at the Hollywood Forever Cemetery .
sent_0495,"He was subsequently reprieved for a month , and then again for a week ."
sent_0496,"Her image held aloft signifies the Earth , which `` hangs in the air '' ."
sent_0497,"Hilf al-Fudul was a 7th-century alliance created by various Meccans , including the Islamic prophet Muhammad , to establish fair commercial dealing ."
sent_0498,"Historically , Aiseau was a village dedicated to agriculture , logging , but also to the industry ."
sent_0499,"Hoechst 33342 and 33258 are quenched by Bromodeoxyuridine , which is commonly used to detect dividing cells ."
sent_0500,"Hofmann was a below-average high school student , but he had many hobbies including magic , electronics , chemistry , and stamp and coin collecting ."
sent_0501,"However , after pressure campaigns from various human rights groups , BAE Systems recently stated it no longer produces land mines or cluster bombs ."
sent_0502,"However , comic relief sidekick `` Mike McGurk '' bears some resemblance to Tracy 's partner from the strip , Pat Patton ; Tracy 's secretary , Gwen Andrews , provides the same kind of feminine interest as Tess Trueheart ; and FBI Director Clive Anderson is the same kind of avuncular superior as Chief Brandon ."
sent_0503,"However , during his rehearsal , Knievel lost control of the motorcycle and crashed into a cameraman ."
sent_0504,"However , it became far less safe for the Nationals from 1983 onward , and strong population growth over the last three decades has seen it progressively lose its rural territory and reduced it to a more coastal-based and urbanised division ."
sent_0505,"However , when the antigenicities of the seed strains and wild viruses do not match , vaccines fail to protect the vaccinees ."
sent_0506,"If given this data , the Germans would be able to adjust their aim and correct any shortfall ."
sent_0507,"If the second excitation pulse is sent prematurely before the relaxation is complete , the average magnetization vector still points in a nonparallel direction , giving suboptimal absorption and emission of the pulse ."
sent_0508,"In 1005 for example , the governor of the important Adriatic port of Dyrrhachium had surrendered the town to Basil II ."
sent_0509,"In 1866 , he began a second term as Lord Chancellor , which ended with his death in the next year ."
sent_0510,"In 1911 , with Francis La Flesche , she published `` The Omaha Tribe '' ."
sent_0511,"In 1926 , `` The News and Courier '' was bought by the owners of Charleston 's main evening paper , `` The Evening Post . ''"
sent_0512,"In 1954 , a KOMO news photographer discovered a way to develop color film in a new process that took just a few hours instead of days ."
sent_0513,In 1964 Barrie appeared in two episodes of `` Alfred Hitchcock Presents '' .
sent_0514,"In 1972 , he won from Yakutpura and later in 1978 , again from Charminar ."
sent_0515,"In 1972 , researchers found metallic conductivity in the charge-transfer complex TTF-TCNQ ."
sent_0516,In 1975 Barrie was directed by Lee Grant in the television movie `` For The Use Of The Hall '' as `` Charlotte '' .
sent_0517,"In 1977 she appeared in two television films , as the mother of Lesley Ann Warren 's character in `` 79 Park Avenue '' and as Emily McPhail in `` Tell Me My Name '' ."
sent_0518,"In 1987 , Rodan became president of the American Society for Bone and Mineral Research ."
