pred_s,pred_p,pred_o,gt_s,gt_p,gt_o,tier,triple_sim
national party,held,all but six years,national party,held,seat all but six years,tier2_semantic,0.9448
spielberger,belonged,think tank,spielberger,belonged to,think tank,tier2_semantic,0.9444
gideon rodan,switched,merck,gideon rodan,switched over to,merck,tier2_semantic,0.9443
sweden,lived,royal couple,sweden s royal couple,lived,there,tier2_semantic,0.9443
wright,may was surprised by,eamonn andrews,wright,surprised by,eamonn andrews,tier2_semantic,0.9439
comprehensive model,demonstrates,interconnected relationship,comprehensive model,demonstrates,interconnected relationship between variables,tier2_semantic,0.9438
country,embarked,plans modernization,country,embarked on,plans modernization,tier2_semantic,0.9437
he,won,yakutpura,he,won from,yakutpura,tier2_semantic,0.9436
tim hudak,hold,leadership review,leadership review tim hudak,will be held,review,tier2_semantic,0.9435
these tracks,been included,cd reissues album,these tracks,been included on,cd reissues album plan,tier2_semantic,0.9435
wild radish seeds,potential not suitable for,human consumption,wild radish seeds,not suitable for,human consumption,tier2_semantic,0.9429
he,can track,great distances,he,can track for great distances,people,tier2_semantic,0.9428
brumbies,won,front record crowd,brumbies,won in front of,record crowd,tier2_semantic,0.9428
rodan,president of,american society bone mineral research,rodan,became president of,american society bone mineral research,tier2_semantic,0.9426
form violence,occurs,roommate relationships,form violence,occurs in,roommate relationships,tier2_semantic,0.9424
r 11,continued,training ship duties,r 11,continued,her training ship duties,tier2_semantic,0.9421
rsno,performs,perth concert hall,rsno,performs at such venues as,perth concert hall,tier2_semantic,0.942
pillars,style,doric greek,pillars,according to,doric greek style,tier2_semantic,0.9419
central government,sets up,community empowerment networks,community empowerment networks,set up by,central government,tier2_semantic,0.9418
oilseed radish,can grows,cool climates,oilseed radish,grows well in,cool climates,tier2_semantic,0.9417
experiment,found,results,several results,found,end experiment,tier2_semantic,0.9415
she,provided,audio commentary,she,provided,audio commentary episode,tier2_semantic,0.9413
form violence,occurs,daughter mother relationships,form violence,occurs in,daughter mother relationships,tier2_semantic,0.9412
labor progressive party,won,seats,labor progressive party,won on its own,two seats,tier2_semantic,0.9409
first,may occurred,may 26 1994,first,occurred on,may 26 1994,tier2_semantic,0.9408
arad,enrolled,hofstra university,arad,enrolled at,hofstra university,tier2_semantic,0.9407
she,seems,arrangement,she,seems,happy arrangement,tier2_semantic,0.9405
transmitter location,based in,tyrone,transmitter location,being based,tyrone,tier2_semantic,0.9397
neo arcadians,surround,him,group neo arcadians,surround,him,tier2_semantic,0.9395
cable hauling,ceased,1895,cable hauling,ceased,after 1895,tier2_semantic,0.9394
cockpit,protected,firewall,cockpit,protected by,firewall,tier2_semantic,0.9392
historical buildings monuments,located inside,old city,monuments,mainly located in,old city,tier2_semantic,0.9391
charles,studied,divinity books,charles,as well studied,divinity books,tier2_semantic,0.939
hofmann,forged,rare mint mark dime,he,forged,rare mint mark dime,tier2_semantic,0.939
north somerset,owned by,great western railway,north somerset,then owned by,great western railway,tier2_semantic,0.9389
certain fractional quantum hall phases,appear,have right properties building topological quantum,certain fractional quantum hall phases,appear to,right properties building topological quantum computer,tier2_semantic,0.9386
god,desires,jewish precepts,god,desires,man s observance jewish precepts,tier2_semantic,0.9385
knievel,scheduled,major jump,knievel,scheduled for,major jump,tier2_semantic,0.9384
local authorities,set up,cooling center,cooling center,set up by,local authorities,tier2_semantic,0.9384
programs,created,independent producers,programs,created by,other independent producers,tier2_semantic,0.9383
exhibit,premiered,helmut newton foundation berlin,exhibit,premiered at,helmut newton foundation berlin,tier2_semantic,0.9378
tvn24,official start,30 november 2012,official start tvn24 hd,started on,30 november 2012,tier2_semantic,0.9377
street grid,does not line up,neighborhood s other streets,street grid north yesler,does not line up with,neighborhood s other streets,tier2_semantic,0.9376
rsno,performs,glasgow royal concert hall,rsno,performs at such venues as,glasgow royal concert hall,tier2_semantic,0.9369
acoustic mimicry complexes,may,batesian,batesian results,indicate,acoustic mimicry complexes,tier2_semantic,0.9366
chevalier,dedicated,shrine,chevalier,erected,shrine,tier2_semantic,0.9365
he,worked,acting jobs,he,tried to find,acting jobs,tier2_semantic,0.9365
lehi terrorist group,sought,placing zionism under aegis italian fascism,lehi terrorist group,sought to obtain,italian recognition jewish sovereignty palestine exchange placing zionism under aegis italian fascism,tier2_semantic,0.9363
rsno,performs,aberdeen music hall,rsno,performs at such venues as,aberdeen music hall,tier2_semantic,0.9361
it,served with,laksa,it,best served with,laksa,tier2_semantic,0.936
sta,christened,challenger,sta,converted and christened,challenger,tier2_semantic,0.9357
robert charles jack russell,known,football goalkeeping coach,robert charles jack russell mbe,now known for,his abilities football goalkeeping coach,tier2_semantic,0.9354
commissioners,sent,army,commissioners,sent to,army,tier2_semantic,0.9353
fa carlsberg vase,may was won by,spennymoor town f c,spennymoor town f c,won,fa carlsberg vase,tier2_semantic,0.9352
there is,no,certain documentary evidence,no certain documentary evidence,there,of this,tier2_semantic,0.9352
beuerlein,no connecting,3 tds,beuerlein,connecting with,3 tds,tier2_semantic,0.935
race,held in,late february early march,race,usually held in,late february early march,tier2_semantic,0.9348
greenfish,commanded by,comdr r m metcalf,comdr r m metcalf,commanding,greenfish,tier2_semantic,0.9347
company,featured,sales flyer,company,a,sales flyer,tier2_semantic,0.9344
font,contains,many largely recognized shapes gestures,font,contains,many largely recognized gestures,tier2_semantic,0.9344
man,might trembled,thought gods,man,trembled with fear at,thought gods,tier2_semantic,0.9341
pete,suggests takes,blood sample,pete,suggests,taking blood sample check,tier2_semantic,0.934
harford county,served by,harford county public schools,harford county public schools system,serving,residents,tier2_semantic,0.9338
dr jagan,helped,funds,dr jagan,helped to raise,funds across country,tier2_semantic,0.9334
stade bordelais,defeated by,agen,agen,defeated,stade bordelais 11 4,tier2_semantic,0.933
engine,produced,5700 rpm,engine,produced,advertised 5700 rpm torque,tier2_semantic,0.9322
zomercarnaval,originally,antillean carnival,zomercarnaval,originally called,antillean carnival,tier2_semantic,0.9321
participant,can,non maximal result,non maximal result,can be attributed to,participant,tier2_semantic,0.932
form violence,occurs,lesbian relationships,form violence,occurs in,lesbian relationships,tier2_semantic,0.9319
freed slaves,may,duties,continuing duties,specified for,freed slaves,tier2_semantic,0.9318
artificial turf field,to be completed,2011,artificial turf field,to,completed,tier2_semantic,0.9318
brown,ended,contract,brown,ended early,his contract,tier2_semantic,0.9317
they,lost,st albans centurions,they,lost to,st albans centurions,tier2_semantic,0.9314
acoustic mimicry complexes,may,mullerian,mullerian results,indicate,acoustic mimicry complexes,tier2_semantic,0.9314
barrie,directed by,lee grant,barrie,directed by,lee grant television movie,tier2_semantic,0.9312
royals,signed,yost contract extension through 2013 season,royals,signed to a contract extension through the 2013 season,yost,tier2_semantic,0.931
oilseed radish,can be used for,prevent winter erosion soil,oilseed radish,can be grown to help prevent,erosion soil,tier2_semantic,0.9308
redevelopment work,would,obliterate,redevelopment work,would probably obliterate,what remains exist,tier2_semantic,0.9306
video,use,dialogue,video,featured,use dialogue,tier2_semantic,0.9306
william jones,authored,philippine autonomy act 1916,american congressman william jones,authored,philippine autonomy act 1916,tier2_semantic,0.9306
scarpetta,returns,virginia,scarpetta,returns to,virginia,tier2_semantic,0.9305
black water,topping,hot 100,black water,topped,hot 100 itself,tier2_semantic,0.9304
banton,reinstated or created,municipalities,banton,one of,11 new municipalities reinstated created,tier2_semantic,0.9303
shiva lingam,a replica of,above seen,replica shiva lingam,seen,just above,tier2_semantic,0.9302
cargo ships,typically,one more,cargo ships,typically,one more cargo holds,tier2_semantic,0.9301
ballard,delivers,report,ballard,delivers,her report,tier2_semantic,0.93
services,no are provided,no cost parents,these services,provided at no cost to,parents,tier2_semantic,0.93
water,became,icy cold,water,became icy cold,one occasion,tier2_semantic,0.9296
marciano,knocked down,moore,marciano,knocked down five times,moore,tier2_semantic,0.9294
roison candy,established by,roison electronics,roison candy,established by,roison electronics partnership candy group,tier2_semantic,0.9289
tom bradley,joined,london midland scottish railway company,tom bradley,joined the london midland and scottish railway company,junior clerk goods depot,tier2_semantic,0.9289
trip,occurred,september,trip,occurred,june through september 2014,tier2_semantic,0.9289
sukhum,associated with,union treaty,capital union treaty,in,sukhum,tier2_semantic,0.9285
kim,double majored in,english,kim,double majored in,government english,tier2_semantic,0.9283
bears,play,lead up 2000 rugby league world cup,bears,played in the lead up to,2000 rugby league world cup,tier2_semantic,0.9281
passengers,change,twyford,passengers,should change at,twyford,tier2_semantic,0.9279
gorgan wall forts,likely,barrack blocks,barrack blocks,in,gorgan wall forts,tier2_semantic,0.9278
cathedral belfry,thoroughly renovated,2008,cathedral,thoroughly renovated,2006,tier2_semantic,0.9275
mothra,retired,infant island,mothra,retired to,infant island,tier2_semantic,0.9275
all three,went,independent careers,all three,went on to,independent careers,tier2_semantic,0.9273
he,played,right back,he,played mainly at,right back,tier2_semantic,0.9267
richmond,won,1980,most recent victory richmond,in,1980,tier2_semantic,0.9265
somali sultans,controlled,region,various agreements,with,somali sultans then controlled region,tier2_semantic,0.9261
royal concert hall,being constructed,new base,new base,being constructed,within royal concert hall buchanan street,tier2_semantic,0.9259
speakers language,abandon,own language,speakers language,abandon in favor of the other language,their own language,tier2_semantic,0.9259
turkish cypriot workers,created demand for,turkish run cafes,increased number turkish run cafes,created,demand more turkish cypriot workers,tier2_semantic,0.9259
naxalite movement,members,indian,crz,organized by,indian members naxalite movement,tier2_semantic,0.9257
villages,consisted,high quality housing,villages,generally consisted of,relatively high quality housing,tier2_semantic,0.9253
she,published,international journals,she,published research publications including,international journals,tier2_semantic,0.9246
race,held in,mixed eights,race,in,mixed eights,tier2_semantic,0.9245
frank wilson,won,seat,frank wilson,won,seat election,tier2_semantic,0.9242
ex slaves,own,property,ex slaves,able,own property outright,tier2_semantic,0.9237
robin,unable see,ariana,robin ariana,unable to see,each other,tier2_semantic,0.9236
she,used,theatrical flourishes,she,used,theatrical flourishes unique gimmicks,tier2_semantic,0.9236
deaths,results in,unexpected,this,results in,unexpected deaths,tier2_semantic,0.9233
they,win,naia national championships,they,beat to win,naia national championships,tier2_semantic,0.9233
they,applied,national league three,they,applied for,national league three,tier2_semantic,0.923
curley,played,several european heads state,curley,also played before,several european heads state,tier2_semantic,0.9229
laps,would be added,second part race,first five laps,would be added to,second part race,tier2_semantic,0.9228
absolute accuracy,requires,calibration,absolute accuracy measurement,requires a functionality for,calibration,tier2_semantic,0.9226
population,live below the poverty line,23 8,23 8 population,living below,poverty line,tier2_semantic,0.9226
equipment,burned,november 24 1967 shop fire,charles city equipment,to replace,equipment burned november 24 1967 shop fire,tier2_semantic,0.9224
he,became,founding justice,he,became,founding justice high court,tier2_semantic,0.9222
childers,book,writer debate britain s alleged military unpreparedness,childers s book,remained,most powerful contribution any english writer debate britain s alleged military unpreparedness,tier2_semantic,0.9221
robert charles jack russell,known,his abilities artist,robert charles jack russell mbe,now known for,his abilities artist,tier2_semantic,0.922
300 soldiers,reinforce,hotel,300 soldiers 1st ss battalion,able to reinforce,hotel,tier2_semantic,0.9217
hazelwood,sank,two small enemy freighters,hazelwood,sank with her guns,two small enemy freighters,tier2_semantic,0.9213
wonder woman,married to,bruce,bruce s justice lord counterpart,happily married to,wonder woman,tier2_semantic,0.921
jewish belief,will be revealed,cumulation creation,its fulfilment,in jewish belief will be revealed in,cumulation creation,tier2_semantic,0.9207
sweeney,sponsored,legislation,legislation sponsored sweeney,signed into,law,tier2_semantic,0.9207
bears,play,another international,bears,would have to wait to play,another international,tier2_semantic,0.9206
he,play,test rugby league,he,play,rugby union,tier2_semantic,0.9202
deaths,results in,stress induced illness,unexpected deaths,result from,stress induced illness,tier2_semantic,0.9199
prostate,cut,portion,portion prostate,cut into,smaller pieces,tier2_semantic,0.9198
my classical way,released on,marc s own label,my classical way,released on,marc s own label frazzy frog music,tier2_semantic,0.9198
james i,issued,royal charter,royal charter,issued by,british king james i,tier2_semantic,0.9192
she,rebuilt,9 march 1724,she,ordered to be rebuilt on,9 march 1724,tier2_semantic,0.9191
he,started,writing,he,started writing,full time,tier2_semantic,0.919
5th dragoon guards,sent,black sea,5th dragoon guards,sent to,black sea,tier2_semantic,0.9187
his feet,can detect,electronic signals,his feet,sensitive enough to detect,electronic signals,tier2_semantic,0.9185
turkish run cafes,increased,200,number turkish run cafes,increased to,200,tier2_semantic,0.9185
riders,shouting,protests,riders,shouting in general,protests,tier2_semantic,0.9182
gen eleazer wheelock ripley,remembered,siege fort erie,officer gen eleazer wheelock ripley,mainly remembered for,siege fort erie,tier2_semantic,0.918
manual,describes,warriors,manual,for,warriors,tier2_semantic,0.9179
dripping,can be clarified,sliced raw potato,dripping,can be clarified,adding sliced raw potato cooking until potato turns brown,tier2_semantic,0.9176
many young south african artists,made,debut,many young south african artists,made their debut through,numerous road shows which toured country,tier2_semantic,0.9175
colonials,named,earth,colonials,named a new world,earth,tier2_semantic,0.9174
many,removed,surgically,many,surgically removed for,aesthetics,tier2_semantic,0.9164
sidney rice,caught,46 yard pass,sidney rice,caught a 46 yard pass from,russell wilson,tier2_semantic,0.9164
mouse,can jump,bounds,mouse,can jump in bounds of,four feet,tier2_semantic,0.9163
services,run,direct paddington,some services,run direct to from,paddington,tier2_semantic,0.916
he,appointed,chief constable kent,he,appointed,chief constable,tier2_semantic,0.9159
they,beat,grand view,they,beat 3 0,grand view,tier2_semantic,0.9159
omega beam,used by,dark lord,omega beam,depending on the,dark lord s will,tier2_semantic,0.9156
city council,should establish,home poor women,she,unsuccessfully proposed that,city council should establish home poor women,tier2_semantic,0.9154
bae systems,no stated,it no longer produces land mines,bae systems,recently stated it no longer produces,land mines,tier2_semantic,0.9152
turkish run cafes,increased,20,number turkish run cafes,increased from,20,tier2_semantic,0.9151
restrictions,recall,cessation korban tamid,restrictions,recall the cessation of,korban tamid,tier2_semantic,0.9151
rapids,removed,1908,rapids,removed in,1908,tier2_semantic,0.9143
r 11,transferred,key west florida,r 11,transferred to,key west florida,tier2_semantic,0.9142
russia,transformed,constitutional one,russia,officially transformed into,constitutional monarchy act,tier2_semantic,0.914
staff,informed,cease broadcasting,staff,only informed of,decision cease broadcasting,tier2_semantic,0.9139
frank wilson,formerly,member canning,frank wilson,formerly,member,tier2_semantic,0.9138
play,can,opposing attitudes love,opposing attitudes love,found throughout,play,tier2_semantic,0.9138
lady mary wortley montagu,attempted,popularize,lady mary wortley montagu,attempted to popularize,practice,tier2_semantic,0.9137
organization coin collectors,told,hofmann,he,told,organization coin collectors,tier2_semantic,0.9137
these screening activities,include,motor speech language screening,these screening activities,include,motor screening,tier2_semantic,0.9136
dr pim,played,ireland,dr pim,played for,ireland,tier2_semantic,0.9132
walcott,brought,one knee,walcott,brought on one knee,fight,tier2_semantic,0.9131
byrom street cutting,became,trains,byrom street cutting,became,runaway catch point runaway trains,tier2_semantic,0.9128
language,influences,language b,receding language,still influences,language b,tier2_semantic,0.9128
he,known for,aramata collection,he,also known for,his aramata collection,tier2_semantic,0.9128
solid lump,settles,when chilled,solid lump dripping,settles,when chilled,tier2_semantic,0.9128
turbomachinery,may contain,centrifugal compressors,partial list,of,turbomachinery may use one more centrifugal compressors within machine,tier2_semantic,0.9125
pink floyd,could has album,dark side moon,pink floyd,album,dark side moon,tier2_semantic,0.9122
residue,can be used as,ingredient fine beef stock,residue,can be reprocessed for more dripping and strained through a cheesecloth lined sieve as,ingredient fine beef stock,tier2_semantic,0.9118
british railways,renamed,midsomer norton south,s d station,renamed under british railways as,midsomer norton south,tier2_semantic,0.9118
c hp line,used,section,this,used,section c hp line,tier2_semantic,0.9116
germans,can adjust,aim,germans,would be able to adjust their aim if given,data,tier2_semantic,0.9114
philosophical society australasia,planned,museum,establishment museum,first been planned by,philosophical society australasia,tier2_semantic,0.9113
households,made up of,individuals,32 7 all households,made up of,individuals,tier2_semantic,0.9112
high bit depths,can are required,film work,high bit depths,can be required for,film work,tier2_semantic,0.9112
expenditure,to benefit,offspring,expenditure resources,to benefit,one offspring,tier2_semantic,0.9112
us 258,parallel,river,us 258,parallel,river north before diverge,tier2_semantic,0.911
gcc 4 1,inclusion,stack smashing protection,redhat engineers,re implemented,stack smashing protection inclusion gcc 4 1,tier2_semantic,0.911
dam,created,lake,dam creek,created,lake covering,tier2_semantic,0.9109
voorhees,approved,artificial turf field,voorhees,approved a plan for,artificial turf field,tier2_semantic,0.9108
persian contingent,without supposed to,guard,persian contingent,supposed to guard,defile,tier2_semantic,0.9107
beast,can perform,aerial feats,beast,performing gracefully,aerial feats,tier2_semantic,0.9104
attack squadron 725,part of,carrier air wing reserve twenty,attack squadron 725,became part of,carrier air wing reserve twenty,tier2_semantic,0.9104
kevlar,known for,strength,carbon fiber kevlar,known for its,strength,tier2_semantic,0.9101
salahuddin,won,assembly seat,salahuddin,won from,patharghatti assembly seat,tier2_semantic,0.9099
nc 122,parallel,river,nc 122,parallel,river north before diverge,tier2_semantic,0.9098
shrine,dedicated,our lady sacred heart,shrine,dedicated under the title of,our lady sacred heart,tier2_semantic,0.9097
university florida,refused,byx,university florida,refused to recognize,byx,tier2_semantic,0.9096
he,chose,confrontation,he,chose a,path confrontation,tier2_semantic,0.9096
freed slave,could,residual duties,freed slave,could liberate himself from,these residual duties,tier2_semantic,0.9096
mlada,bride,yaromir,mlada,bride of,yaromir,tier2_semantic,0.9095
interest,affects,level personal importance,interest event,specifically affects,level personal importance individual,tier2_semantic,0.9094
alan,suggests behaves,strangely,alan,begins to,behave strangely,tier2_semantic,0.9093
prahran malvern tramways trust,extended,line,prahran malvern tramways trust,opened,line along,tier2_semantic,0.9092
golf tournament,known as,new orleans open,golf tournament beginning 1981,known as,new orleans open,tier2_semantic,0.9091
gypsy horse,sought,name,more descriptive name,sought for,gypsy horse,tier2_semantic,0.9089
act rugby union,changed to,brumbies rugby,name team,changed to,brumbies rugby,tier2_semantic,0.9087
darwin,matriculated,senate house,darwin,matriculated,university s senate house,tier2_semantic,0.9087
mutation,gives,dexterity,mutation,gives him,superhuman dexterity,tier2_semantic,0.9084
line,extended,malvern east,line,extended,darling road malvern east,tier2_semantic,0.9081
squadron,transitioned,4l skyhawk,squadron,transitioned to flying,4l skyhawk,tier2_semantic,0.908
charles city equipment,transferred,mason city,charles city equipment,transferred to,mason city,tier2_semantic,0.9079
pair,running workshops,became triangle arts trust,idea running workshops professional artists,became,triangle arts trust,tier2_semantic,0.9077
he,awoke,smaller meteorite hit earth,he,instead awoke,when smaller meteorite hit earth 1992,tier2_semantic,0.9077
he,opposing,regulator movement,he,heavily involved in opposing,regulator movement,tier2_semantic,0.9075
lakha,live,speakers,speakers lakha,live,north,tier2_semantic,0.9072
piers,signify,tower,very large piers crossing,signify that there,tower,tier2_semantic,0.9072
they,returned,second division,they,returned to,second division first attempt,tier2_semantic,0.9072
attack squadron 725,part of,nartu glenview,attack squadron 725,part of,nartu,tier2_semantic,0.9071
services,run,reading,some services,run direct to from,reading,tier2_semantic,0.9068
reptiles,identified,western brown snakes,reptiles identified during surveys,include,western brown snakes,tier2_semantic,0.9066
car,engine,chevrolet 350 ci v8 racing engine,car,based around,rodeck resleevable modified chevrolet 350 ci v8 racing engine,tier2_semantic,0.9065
willie henderson,produced,singles,willie henderson,produced,big r b singles,tier2_semantic,0.9064
ballast tanks,equipped,its stability,ballast tanks,equipped to modify,ship s stability,tier2_semantic,0.9063
station,closed,1966,station,closed,just after 12 30 am 6 april 1952,tier2_semantic,0.9062
air strikes,against,japanese home islands,carriers,as they launched,heavy air strikes against japanese home islands,tier2_semantic,0.9061
he,became,mayor pittsburgh s history,he,became,youngest mayor pittsburgh s history,tier2_semantic,0.9053
each,influenced,her development person,each these people,influenced,her development person,tier2_semantic,0.9052
16 repeats,can takes,minutes,16 repeats,takes,only minutes,tier2_semantic,0.9051
economic issues,appeared,nationalist political forms,economic issues,appeared only incidentally in,nationalist political forms,tier2_semantic,0.9051
united states high commissioner germany,staff,building,staff united states high commissioner germany,occupied,building,tier2_semantic,0.9051
george h w bush,stayed,aboard,former us president george h w bush,stayed,aboard,tier2_semantic,0.9048
organic compounds,can carry,current,finding,indicated that,organic compounds could carry current,tier2_semantic,0.9047
5th dragoon guards,part of,heavy cavalry brigade,5th dragoon guards,formed part of,heavy cavalry brigade,tier2_semantic,0.9047
reptiles,identified,marbled geckos,reptiles identified during surveys,include,marbled geckos both island groups,tier2_semantic,0.9042
clitheroe rural district,united with,it,it,united with,clitheroe rural district part ribble valley district,tier2_semantic,0.9041
services,no are reasonably calculated,meaningful educational benefit,these services,reasonably calculated to yield,meaningful educational benefit,tier2_semantic,0.9038
electric boat co,launched,greenfish,greenfish,commissioned by,electric boat co,tier2_semantic,0.9033
brumbies,finished,super 12,brumbies,finished at the top of,super 12 table,tier2_semantic,0.9032
descartes,proposes,philosophical analysis,it,standing in contrast to,descartes s philosophical analysis,tier2_semantic,0.9028
mark,made,announcement live,mark marisa,made live,announcement,tier2_semantic,0.9028
mutation,gives,endurance,mutation,gives him,superhuman endurance,tier2_semantic,0.9018
gravestone,erected,1866,large gravestone,erected in,1866,tier2_semantic,0.9016
they,beat,milligan,they,beat 1 0,milligan,tier2_semantic,0.901
1916,the year,authored philippine autonomy act,philippine autonomy act,of,1916,tier2_semantic,0.9009
rcpo,concluded,convictions,rcpo,convictions in,88 cases,tier2_semantic,0.9005
tom mcmorran,joined,band,tom mcmorran,joined,band after mark portmann left,tier2_semantic,0.9002
attorney general,insisted,abraham brewster law adviser lord lieutenant ireland,abraham brewster,appointed as,law adviser lord lieutenant ireland,tier2_semantic,0.8998
he,can possesses,enhanced senses,he,also possesses,enhanced senses,tier2_semantic,0.8997
sir arthur,erected,statue,statue,of,sir arthur,tier2_semantic,0.8991
lugo,released,1993,lugo lozano,released in,1993,tier2_semantic,0.899
arsenal,became,side,thomas,soon became,regular arsenal side,tier2_semantic,0.8988
redhat,identified,problems,redhat engineers,identified problems with,propolice,tier2_semantic,0.8986
she,would become,administrator,she,would become,administrator home poor women,tier2_semantic,0.8985
founder,honour,blessed virgin,founder,pledged himself to honour in a special manner,blessed virgin,tier2_semantic,0.898
langford,kept,walcott,langford,kept with his longer reach,walcott,tier2_semantic,0.8976
johns,appeared as,empire strikes back,johns,also appeared in,1980 star wars sequel empire strikes back,tier2_semantic,0.8975
barrie,starred,second,second,also starred,barrie,tier2_semantic,0.8974
komo,broadcast,full stereo sound,komo,broadcast in full stereo sound,daily programming,tier2_semantic,0.8971
district,provides,recreation leisure services,district,also provides to many non residents of the area on a fee basis,leisure services,tier2_semantic,0.8965
british version,known as,gladiators train 2 win,british version show,developed known as,gladiators train 2 win,tier2_semantic,0.8964
water molecules,releases,some,this,releases,some water molecules,tier2_semantic,0.8961
lake elsinore diamond,the location of,field,field,at,lake elsinore diamond,tier2_semantic,0.8961
ballard,resists,drug,ballard,resists,when she is given drug,tier2_semantic,0.896
she,published,international conferences,she,published research publications including,international conferences,tier2_semantic,0.896
korean villagers,dealt with,harshly,korean villagers hiding resistance fighters,dealt with,harshly,tier2_semantic,0.8959
these screening activities,include,screening,these screening activities,include,vision screening,tier2_semantic,0.8958
henri de saint simon,could,utopian socialist movement,owen french socialist henri de saint simon,the fathers of,utopian socialist movement,tier2_semantic,0.8954
millais,painted,daily,millais,painted,daily winter,tier2_semantic,0.8954
somali sultans,then,controlled,various pacts,with,somali sultans then controlled region,tier2_semantic,0.8954
breathe,could is reprise of,time,time,contains a reprise of,breathe,tier2_semantic,0.895
player,could call,one four available hot routes,player,could only call,one four available hot routes,tier2_semantic,0.8949
keld lodge,reopened,building,youth hostel building,reopened as,keld lodge,tier2_semantic,0.8949
gravestone,erected over,100 years after,large gravestone,erected in,over 100 years after his death,tier2_semantic,0.8949
welsh methodists,established,presbyterian church wales,welsh methodists,established,their own denomination,tier2_semantic,0.894
zero energy building technology,may,require,wide acceptance zero energy building technology,may require,development recognized standards,tier2_semantic,0.894
montgomery blair s science,math,technology academy specializes life science,montgomery blair s science math technology academy,specializes in,life science,tier2_semantic,0.894
they,can,large range possible power supplies,they,a large range of,possible power supplies,tier2_semantic,0.8939
she,published,seminars,she,published research publications including,seminars,tier2_semantic,0.8938
dodo,portrayed,way,dodo,portrayed this way at,end massacre,tier2_semantic,0.893
cotton mather,called,sewer new england,cotton mather,called it,sewer new england,tier2_semantic,0.8929
hank mccoy,retains,basic features,hank mccoy,retains the basic features of,normal human,tier2_semantic,0.8929
his confederates,murdered,john,he,further stated that,john had been murdered his confederates,tier2_semantic,0.8927
latchford viaduct,over,manchester ship canal,latchford viaduct,to carry the london and north western railway s stockport to,warrington line over manchester ship canal,tier2_semantic,0.8926
rev william alfred quayle,alma mater,baker university,rev william alfred quayle,honored by,his alma mater baker university,tier2_semantic,0.8925
fans,reacted,news,fans,reacted,news suspension,tier2_semantic,0.8923
those local governments,operate under,walsh act form municipal governance,commissioner parks public property,heads,one departments those local governments operate under walsh act form municipal governance,tier2_semantic,0.8922
chapters bremen cathedral,located,district,chapters bremen cathedral,located,district immunity status around cathedral st peter,tier2_semantic,0.8918
third sixth floors,can,parking 120 cars,parking 120 cars,can be found,third sixth floors,tier2_semantic,0.8916
makaton,included,oxford english dictionary,oxford english university press,included as a common usage word,makaton,tier2_semantic,0.8905
naana,stands,living contact,naana,stands in living contact,ancestors,tier2_semantic,0.8905
sta,re designated,ov 099,sta,converted and re designated,ov 099,tier2_semantic,0.8903
he,chose,path,he,chose a,path conflict,tier2_semantic,0.8897
brian marwood,joined,arsenal,his arsenal midfield colleague brian marwood,joined,them,tier2_semantic,0.8896
town,population,2 310,population town,according to the 2010 census,2 310,tier2_semantic,0.8896
historical buildings monuments,located,old defensive walls,monuments,mainly located in the old city inside,old defensive walls,tier2_semantic,0.8895
rsno,performs,usher hall,rsno,performs at such venues as,usher hall,tier2_semantic,0.8892
tom bradley,joined,1941,tom bradley,exists,1941,tier2_semantic,0.8891
tate,requested,information,similar requests,made to,tate,tier2_semantic,0.8888
their numbers,increase,each year,their numbers,continued to increase,each year,tier2_semantic,0.8887
americans,introduced,civilian government,civilian government,introduced by,americans,tier2_semantic,0.8886
manual,describes,using spies,manual warriors,describes,necessity using spies,tier2_semantic,0.8884
three generic strategies,can be applied,any size form business,porter s three generic strategies,can be applied to,any form business,tier2_semantic,0.8883
rsno,performs,scotland,rsno,also performs,throughout scotland,tier2_semantic,0.8882
lamps,went,out,lamps,went out,one occasion,tier2_semantic,0.888
haynes street,sometimes called,old route 15,locals,sometimes call haynes street,old route 15,tier2_semantic,0.8873
mutation,gives,agility,mutation,gives him,superhuman agility,tier2_semantic,0.8872
knowledge,affects,level personal importance,knowledge event,specifically affects,level personal importance individual,tier2_semantic,0.887
tsar,accept,new constitution,tsar,chose to accept,draft basis new constitution,tier2_semantic,0.8869
luke robert ravenstahl,served,mayor pittsburgh,luke robert ravenstahl,served as,59th mayor,tier2_semantic,0.8862
keibler,lost,match,keibler,lost,match velocity,tier2_semantic,0.8861
local councils,the power to segregate,african americans white scouts,bsa,gave the power to segregate african americans from white scouts to,local councils,tier2_semantic,0.8859
san francisco,voted,america s best city,bloomberg businessweek,voted as america s best city,san francisco,tier2_semantic,0.8857
environmental factors,contribute,intimate relationships,environmental factors,also understood to,contribute heavily strength intimate relationships,tier2_semantic,0.8856
derek stevens,along with,zane,derek stevens,friend of,zane,tier2_semantic,0.8856
miners,demanded,inspections,miners,demanded that the inspections be carried out by,experienced colliers,tier2_semantic,0.8855
rsno,performs,eden court inverness,rsno,performs at such venues as,eden court inverness,tier2_semantic,0.8846
muhammad,formation,alliance,muhammad,a role in the formation of,alliance,tier2_semantic,0.8843
godzilla,caused,rift,godzilla battra,caused to open,rift,tier2_semantic,0.8839
she,published,national conferences,she,published research publications including,national conferences,tier2_semantic,0.8835
wildstorm,published,robotech,robotech stars,published by,wildstorm,tier2_semantic,0.8834
noh,background,explained,noh s background,explained in,first volume series,tier2_semantic,0.8834
