pred_s,pred_p,pred_o,gt_s,gt_p,gt_o,tier,triple_sim
beast,can do,aerial feats,,,,no_match,0.0
beast,can do,feats,,,,no_match,0.0
beast,can,talents,,,,no_match,0.0
beast,can,training,,,,no_match,0.0
burnham,died,september 1 1947,,,,no_match,0.0
burnham,died,his home,,,,no_match,0.0
burnham,died,santa barbara california,,,,no_match,0.0
people,invoke,it,,,,no_match,0.0
people,do,so provoke justify action,,,,no_match,0.0
byers,encourages,attendees,,,,no_match,0.0
attendees,re appropriate,it,,,,no_match,0.0
certain fractional quantum hall phases,appear,have,,,,no_match,0.0
certain fractional quantum hall phases,appear,have right,,,,no_match,0.0
certain fractional quantum hall phases,the right,properties,,,,no_match,0.0
certain fractional quantum hall phases,appear,right,,,,no_match,0.0
certain fractional quantum hall phases,appear,have right properties,,,,no_match,0.0
certain fractional quantum hall phases,appear,have right properties building,,,,no_match,0.0
certain fractional quantum hall phases,appear,have right properties building topological,,,,no_match,0.0
certain fractional quantum,appear,have,,,,no_match,0.0
certain fractional quantum,appear,have right,,,,no_match,0.0
certain fractional quantum,appear,have right properties,,,,no_match,0.0
certain fractional quantum,appear,have right properties building,,,,no_match,0.0
certain fractional quantum,appear,have right properties building topological,,,,no_match,0.0
certain fractional quantum,appear,have right properties building topological quantum,,,,no_match,0.0
cis regulatory elements,control,transcription,,,,no_match,0.0
cis regulatory elements,control,nearby gene,,,,no_match,0.0
sequences,control,transcription,,,,no_match,0.0
citizens responsibility ethics washington,filed,complaint,,,,no_match,0.0
bond,role,ouster graves,,,,no_match,0.0
rifles,can produce,pellets,,,,no_match,0.0
performance,can,10 ring,,,,no_match,0.0
participant,can attribute,result,,,,no_match,0.0
result,can,non maximal,,,,no_match,0.0
phase,can,initial,,,,no_match,0.0
pellets,can,match,,,,no_match,0.0
curley,played,before,,,,no_match,0.0
dc comics,held,service,,,,no_match,0.0
eisner,often,visited,,,,no_match,0.0
beuerlein,no passing,373 yards,,,,no_match,0.0
dodo,portrayed,common accent,,,,no_match,0.0
massacre,portrayed,way,,,,no_match,0.0
dr pim,played,1892,,,,no_match,0.0
dr pim,played,1893,,,,no_match,0.0
dr pim,played,1894,,,,no_match,0.0
dr pim,played,1896,,,,no_match,0.0
two songs,can,opposing nature,,,,no_match,0.0
two songs,can,opposing,,,,no_match,0.0
two songs,can be viewed,debate,,,,no_match,0.0
play,can,attitudes love,,,,no_match,0.0
two songs,can,opposing attitudes love,,,,no_match,0.0
transmitter,signal wattage,smaller,,,,no_match,0.0
signal,barely hearable,northern reaches fulton,,,,no_match,0.0
transmitter,a rimshot,southwest city,,,,no_match,0.0
second world war,occurred during,1945,,,,no_match,0.0
act rugby union,a name change,act southern nsw rugby union,,,,no_match,0.0
act rugby union,changed its name,act southern nsw rugby union,,,,no_match,0.0
act rugby union,renamed to,act southern nsw rugby union,,,,no_match,0.0
act rugby union,changed to,act southern nsw rugby union,,,,no_match,0.0
act rugby union,known as,act southern nsw rugby union,,,,no_match,0.0
act rugby union,a new name,act southern nsw rugby union,,,,no_match,0.0
act rugby union,a new name,brumbies rugby,,,,no_match,0.0
act rugby union,changed its name to,brumbies rugby,,,,no_match,0.0
each,brought,toa stone,,,,no_match,0.0
each,met,great temple,,,,no_match,0.0
stephanie,dons,costume,,,,no_match,0.0
university,banned,its property including inside outside buildings,,,,no_match,0.0
university,banned,areas were once designated smoking areas,,,,no_match,0.0
university,banned,smoking areas,,,,no_match,0.0
university,banned,areas,,,,no_match,0.0
university,banned,inside outside buildings,,,,no_match,0.0
university,banned,outside buildings,,,,no_match,0.0
university,banned,first semester 2010,,,,no_match,0.0
player,must,shoot,,,,no_match,0.0
player,shoot,continual,,,,no_match,0.0
player,reach,end,,,,no_match,0.0
player,reach,level,,,,no_match,0.0
gavin hood,directing,tsotsi,,,,no_match,0.0
battra,caused,rift,,,,no_match,0.0
hapoel lod,played,1980s,,,,no_match,0.0
hapoel lod,won,1984,,,,no_match,0.0
hawker pacific aerospace,offers,landing gear hydraulic mro services,,,,no_match,0.0
hawker pacific aerospace,offers,mro services,,,,no_match,0.0
he,can track,people,,,,no_match,0.0
he,can track,open terrain,,,,no_match,0.0
he,can,feet,,,,no_match,0.0
his feet,can are sensitive,electronic signals,,,,no_match,0.0
his feet,can detect,solid walls,,,,no_match,0.0
his feet,can detect,floors,,,,no_match,0.0
he,took,wickets,,,,no_match,0.0
he,took,7 39,,,,no_match,0.0
he,took,6 44,,,,no_match,0.0
he,took,against sargodha,,,,no_match,0.0
he,took,1962 63,,,,no_match,0.0
he,took,his best bowling figures,,,,no_match,0.0
he,appeared,alongside,,,,no_match,0.0
wild cards,defines,low probability,,,,no_match,0.0
wild cards,defines,high impact,,,,no_match,0.0
wild cards,would,impact,,,,no_match,0.0
wild cards,would,occur,,,,no_match,0.0
wild cards,would,severely impact,,,,no_match,0.0
he,having,been,,,,no_match,0.0
he,idolized,god,,,,no_match,0.0
he,left,v2 records,,,,no_match,0.0
he,took,army,,,,no_match,0.0
he,lodged,southwark,,,,no_match,0.0
he,represented,riding,,,,no_match,0.0
he,received,permission,,,,no_match,0.0
he,buried,hollywood forever cemetery,,,,no_match,0.0
he,reprieved,week,,,,no_match,0.0
hilf al fudul,created by,various meccans,,,,no_match,0.0
hoechst 33342,quenched by,bromodeoxyuridine,,,,no_match,0.0
bae systems,no produces,land mines,,,,no_match,0.0
bae systems,no produces,cluster bombs,,,,no_match,0.0
bae systems,no stated,it no longer produces land mines cluster bombs,,,,no_match,0.0
mike mcgurk,bears resemblance to,pat patton,,,,no_match,0.0
tracy,partner,pat patton,,,,no_match,0.0
tracy,secretary,gwen andrews,,,,no_match,0.0
tracy,partner,mike mcgurk,,,,no_match,0.0
motorcycle,lost control of,knievel,,,,no_match,0.0
nationals,lose,territory,,,,no_match,0.0
nationals,reduced,division,,,,no_match,0.0
antigenicities,not of,seed strains,,,,no_match,0.0
germans,able to,adjust,,,,no_match,0.0
second term lord chancellor,ended,his death,,,,no_match,0.0
francis la flesche,published with,she,,,,no_match,0.0
she,published,1911,,,,no_match,0.0
news courier,bought,evening post,,,,no_match,0.0
komo news photographer,discovered,way,,,,no_match,0.0
he,later,charminar,,,,no_match,0.0
use hall,directed by,lee grant,,,,no_match,0.0
lee grant,directed,barrie,,,,no_match,0.0
rodan,became,president,,,,no_match,0.0
american society bone mineral research,president,rodan,,,,no_match,0.0
kelsang gyatso,became,outspoken,,,,no_match,0.0
brumbies,finished,top,,,,no_match,0.0
brumbies,finished,2004,,,,no_match,0.0
theuriau,unaware,scam websites,,,,no_match,0.0
vendors,launched,2011,,,,no_match,0.0
bloomberg businessweek,voted,san francisco,,,,no_match,0.0
marcus perperna,bore testimony,behalf,,,,no_match,0.0
droit,can,whole body law,,,,no_match,0.0
dieu et mon droit,can,motto,,,,no_match,0.0
god,can,dieu et mon droit,,,,no_match,0.0
law,can,whole body law,,,,no_match,0.0
law,can,my whole body law,,,,no_match,0.0
jewish belief,will be revealed,era resurrection,,,,no_match,0.0
jewish belief,will be revealed,physical world,,,,no_match,0.0
nasser,pressured,naguib,,,,no_match,0.0
byrom street cutting,a,point,,,,no_match,0.0
september 1941,the month,she joined,,,,no_match,0.0
july 1942,the month,she was promoted,,,,no_match,0.0
holkins,reserved,right,,,,no_match,0.0
holkins,bring,carl,,,,no_match,0.0
krahulik,goes,france,,,,no_match,0.0
language,occupies,territory,,,,no_match,0.0
language,occupies,given territory,,,,no_match,0.0
language b,arrives,same territory,,,,no_match,0.0
truth,get through,germany,,,,no_match,0.0
function,replaces,rifleman position,,,,no_match,0.0
rcpo,concluded,cases,,,,no_match,0.0
rcpo,concluded,six months,,,,no_match,0.0
rcpo,concluded,88,,,,no_match,0.0
it,treated as,subfamily,,,,no_match,0.0
kabul,depended,tourism,,,,no_match,0.0
johns,took,role,,,,no_match,0.0
he,advocated,civil rights,,,,no_match,0.0
he,advocated,rights freed african americans,,,,no_match,0.0
he,advocated,prosecution union war effort,,,,no_match,0.0
he,advocated,union war effort,,,,no_match,0.0
he,advocated,union war,,,,no_match,0.0
he,advocated,war effort,,,,no_match,0.0
he,advocated,effort,,,,no_match,0.0
he,advocated,union,,,,no_match,0.0
5th dragoon guards,formed,part,,,,no_match,0.0
north,inhabitants,speak,,,,no_match,0.0
east,inhabitants,speak,,,,no_match,0.0
man,transforms,dwelling place,,,,no_match,0.0
man,transforms,lowest world,,,,no_match,0.0
he,collaborate,some newspapers,,,,no_match,0.0
it,uses,tail,,,,no_match,0.0
it,chosen,1901,,,,no_match,0.0
gen eleazer wheelock ripley,named,it,,,,no_match,0.0
gen eleazer wheelock ripley,officer,war 1812,,,,no_match,0.0
war 1812,officer,gen eleazer wheelock ripley,,,,no_match,0.0
pgce,could not afford,give up work,,,,no_match,0.0
pgce,could not undertake,traditional method teacher training,,,,no_match,0.0
pgce,could not,traditional method teacher training,,,,no_match,0.0
its cultivation,declined,favour,,,,no_match,0.0
jal,introduced,service,,,,no_match,0.0
jal,introduced,route,,,,no_match,0.0
jal,introduced,1961,,,,no_match,0.0
princeton university,entered,james arthur hogue,,,,no_match,0.0
empire strikes back,appeared,johns,,,,no_match,0.0
keibler,asked,appear,,,,no_match,0.0
kim,double majored in,government,,,,no_match,0.0
speakers language,abandon,language,,,,no_match,0.0
speakers language,favor,language b,,,,no_match,0.0
speakers language,favor,social settings,,,,no_match,0.0
li hongzhi,may taught,falun gong,,,,no_match,0.0
li hongzhi,may taught,across china,,,,no_match,0.0
public teachings falun gong,may started,li hongzhi,,,,no_match,0.0
falun gong,may,li hongzhi,,,,no_match,0.0
falun gong,may,taught falun gong exercises across china,,,,no_match,0.0
bbc content,lampooned,low budget quality,,,,no_match,0.0
satellite television,available,uk,,,,no_match,0.0
luke robert ravenstahl,served as,59th mayor pittsburgh,,,,no_match,0.0
luke robert ravenstahl,served,2006 until 2014,,,,no_match,0.0
males,versus,females,,,,no_match,0.0
many,removed,aesthetics,,,,no_match,0.0
many,removed,relief,,,,no_match,0.0
larger ones,excised,prevention,,,,no_match,0.0
larger ones,excised,benefit,,,,no_match,0.0
many overseas chinese,came from,quanzhou area,,,,no_match,0.0
overseas chinese,speak,home,,,,no_match,0.0
those,ancestors,quanzhou area,,,,no_match,0.0
those,speak,hokkien,,,,no_match,0.0
models,likely taking into account,room number,,,,no_match,0.0
models,likely produce,figures,,,,no_match,0.0
models,likely produce,36 000,,,,no_match,0.0
barrack blocks,likely,size,,,,no_match,0.0
barrack blocks,likely are in,gorgan wall forts,,,,no_match,0.0
marciano,knocked out,moore,,,,no_match,0.0
newhan,hit,308,,,,no_match,0.0
utv,no made,announcement,,,,no_match,0.0
not everyone,not decides,track matoran,,,,no_match,0.0
he,suggest left,continent,,,,no_match,0.0
he,suggest,brought up,,,,no_match,0.0
epilogue,not supplied,too late,,,,no_match,0.0
garbo,requested,information,,,,no_match,0.0
garbo,requested,give,,,,no_match,0.0
garbo,requested,sites,,,,no_match,0.0
garbo,requested,times,,,,no_match,0.0
garbo,requested,v 1 impacts,,,,no_match,0.0
brutus,requested,sites,,,,no_match,0.0
brutus,requested,times,,,,no_match,0.0
brutus,requested,v 1 impacts,,,,no_match,0.0
tate,requested,give,,,,no_match,0.0
tate,requested,sites,,,,no_match,0.0
tate,requested,times,,,,no_match,0.0
tate,requested,v 1 impacts,,,,no_match,0.0
yost,may of,kansas city royals,,,,no_match,0.0
kansas city royals,may,manager,,,,no_match,0.0
opie anthony,may was suspended,30 days,,,,no_match,0.0
one candidate,located at,lake huron,,,,no_match,0.0
one candidate,located near,wreck,,,,no_match,0.0
one candidate,located,western end manitoulin island,,,,no_match,0.0
another wreck,located near,escanaba,,,,no_match,0.0
dark side moon,could has song,time,,,,no_match,0.0
time,could is part of,dark side moon,,,,no_match,0.0
time,could contains,breathe,,,,no_match,0.0
breathe,could is part of,dark side moon,,,,no_match,0.0
parental investment,to benefit,offspring,,,,no_match,0.0
piffaro,performs,concerts,,,,no_match,0.0
piffaro,performs,philadelphia,,,,no_match,0.0
plants,can have been planted,parts,,,,no_match,0.0
plants,can marking,parts,,,,no_match,0.0
foundations,can,parts,,,,no_match,0.0
some,can,positions,,,,no_match,0.0
some,can,be inferred,,,,no_match,0.0
royals,signed,yost,,,,no_match,0.0
prior,could precedes,playmaker tool,,,,no_match,0.0
player,could call,hot routes,,,,no_match,0.0
playmaker tool,could was used for,available hot routes,,,,no_match,0.0
redhat,re implemented,gcc 4 1,,,,no_match,0.0
results,may indicate,these,,,,no_match,0.0
results,may show,acoustic mimicry complexes,,,,no_match,0.0
her,superiors,refuse,,,,no_match,0.0
supreme court,might,expansive interpretation,,,,no_match,0.0
congress,might,power,,,,no_match,0.0
congress,might,power regulate,,,,no_match,0.0
power,might to regulate,interstate commerce,,,,no_match,0.0
power,might to regulate,extended,,,,no_match,0.0
power,might to regulate,extended include,,,,no_match,0.0
power,might to regulate,extended include any,,,,no_match,0.0
power,might to regulate,extended include any activities,,,,no_match,0.0
power,might to regulate,extended include any activities might,,,,no_match,0.0
power,might to regulate,extended include any activities might affect,,,,no_match,0.0
power,might to regulate,extended include any activities might affect commerce,,,,no_match,0.0
power,might to regulate,extended include any activities might affect commerce indirectly,,,,no_match,0.0
new deal,might,during,,,,no_match,0.0
she,provided,series,,,,no_match,0.0
david tennant,alongside,she,,,,no_match,0.0
she,published,research publications,,,,no_match,0.0
she,served,new london,,,,no_match,0.0
she,served,southern new england area,,,,no_match,0.0
she,served,occasionally,,,,no_match,0.0
she,ordered,be rebuilt,,,,no_match,0.0
shea,born,1900,,,,no_match,0.0
shea,born,san francisco,,,,no_match,0.0
shea,born,california,,,,no_match,0.0
shea,born in,california,,,,no_match,0.0
richmond,won,premierships,,,,no_match,0.0
richmond,won,most recent,,,,no_match,0.0
slave,can liberate,himself,,,,no_match,0.0
slave,could specify,payments,,,,no_match,0.0
payments,could specify,residual duties,,,,no_match,0.0
residual duties,could,specified,,,,no_match,0.0
slave,could,freed,,,,no_match,0.0
residual duties,could,liberate,,,,no_match,0.0
spennymoor town f c,may played,may 2013,,,,no_match,0.0
may 2013,may was the time when,spennymoor town f c are,,,,no_match,0.0
sukhum,functioned as,capital,,,,no_match,0.0
sukhum,associated with,abkhaz soviet socialist republic,,,,no_match,0.0
superboy prime,through,anti monitor,,,,no_match,0.0
swinburne,moves,his writing program,,,,no_match,0.0
team,a,nascar craftsman truck series team,,,,no_match,0.0
team,racing,is,,,,no_match,0.0
franco,lose,possessions,,,,no_match,0.0
acrolepiidae,known as,false diamondback moths,,,,no_match,0.0
alarm,formed,1981,,,,no_match,0.0
alarm,formed,rhyl,,,,no_match,0.0
bureau alcohol,tobacco,explosives formed 1886 is federal law enforcement organization,,,,no_match,0.0
bureau alcohol,tobacco,firearms explosives formed 1886 is,,,,no_match,0.0
crz,organized,naxalite movement,,,,no_match,0.0
naxalite movement,meeting,siliguri,,,,no_match,0.0
naxalite movement,meeting,west bengal,,,,no_match,0.0
naxalite movement,meeting,august 2001,,,,no_match,0.0
november 24,1967 shop fire,equipment burned,,,,no_match,0.0
main street tunnel,located in,welland,,,,no_match,0.0
main street tunnel,located in,canada,,,,no_match,0.0
nadvorna dynasty,notable,many its descendants,,,,no_match,0.0
pac bulletins,distributed,these meetings,,,,no_match,0.0
persian contingent,without guard,defile,,,,no_match,0.0
defile,without,supposed guard,,,,no_match,0.0
alexander,without went,through,,,,no_match,0.0
river stour trust,located,sudbury,,,,no_match,0.0
sas,killed,14 provisional irish republican army irish national liberation army members,,,,no_match,0.0
sas,killed,irish national liberation army,,,,no_match,0.0
provisional irish republican army,killed,sas,,,,no_match,0.0
irish national liberation army,killed,sas,,,,no_match,0.0
14 provisional irish republican army irish national liberation army members,killed,sas,,,,no_match,0.0
steinbrenner family,added,september 20 2010,,,,no_match,0.0
summer programs office,runs,camp,,,,no_match,0.0
summer programs office,runs,classes,,,,no_match,0.0
locals,call,haynes street,,,,no_match,0.0
locals,call,mashapaug road,,,,no_match,0.0
charleston courier,merged,1873,,,,no_match,0.0
charleston daily news,merged,charleston courier,,,,no_match,0.0
charleston daily news,merged,1873,,,,no_match,0.0
album,promoted with,american european tours,,,,no_match,0.0
band,released,album,,,,no_match,0.0
canal,dammed,off,,,,no_match,0.0
car,used,band member s car,,,,no_match,0.0
city,named,nordland,,,,no_match,0.0
watson,got,seats,,,,no_match,0.0
diocese,renamed as,prefecture apostolic peng yang,,,,no_match,0.0
prefecture apostolic hpyeng yang,erected,17 march 1927,,,,no_match,0.0
ostrov,based on,food electronic,,,,no_match,0.0
engine,produced,torque,,,,no_match,0.0
university library,can be found,third sixth floors,,,,no_match,0.0
university library,can,extension,,,,no_match,0.0
university library,can,parking,,,,no_match,0.0
university library,can,parking 120 cars,,,,no_match,0.0
third sixth floors,can,parking,,,,no_match,0.0
external gauge,readable,directly,,,,no_match,0.0
external gauge,incorporate,electronic sender,,,,no_match,0.0
external gauge,operate,fuel gauge,,,,no_match,0.0
external gauge,usually,readable,,,,no_match,0.0
external gauge,also,incorporate electronic sender,,,,no_match,0.0
field,named,pete lehr field,,,,no_match,0.0
royal couple,lived,there,,,,no_match,0.0
laps,would be added,overall result,,,,no_match,0.0
second part race,would be decided,overall result,,,,no_match,0.0
group,featured,east asia,,,,no_match,0.0
founder,pledged,himself,,,,no_match,0.0
founder,honour,special manner,,,,no_match,0.0
trip,occurred,june,,,,no_match,0.0
trip,occurred,2014,,,,no_match,0.0
insurer,sponsored,new orleans open,,,,no_match,0.0
new orleans open,beginning in,1981,,,,no_match,0.0
lodge,may,two weeks starting end august,,,,no_match,0.0
lodge,may reserves,two weeks,,,,no_match,0.0
lodge,may reserves,two weeks starting end august,,,,no_match,0.0
lodge,may is reserved for,dartmouth first year trips,,,,no_match,0.0
meenakshi temple madurai tamil nadu,decorations,according,,,,no_match,0.0
residue,can be reprocessed,ingredient fine beef stock,,,,no_match,0.0
residue,can be strained,ingredient fine beef stock,,,,no_match,0.0
restrictions,recall,cessation korban tamid nesach hayayin temple altar,,,,no_match,0.0
riders,began,walking,,,,no_match,0.0
second,named,after former us president george h w bush,,,,no_match,0.0
november 1995,the time,former us president george h w bush stayed aboard,,,,no_match,0.0
second,starred,barrie,,,,no_match,0.0
site,constructed,18th century,,,,no_match,0.0
site,split,between two areas,,,,no_match,0.0
stations,renamed,midsomer norton south,,,,no_match,0.0
stock pot,should,chilled,,,,no_match,0.0
solid lump,should,scraped clean,,,,no_match,0.0
they,conspired,fix prices,,,,no_match,0.0
they,weaken,market,,,,no_match,0.0
third known version,produced,february 1993,,,,no_match,0.0
town,served by,station,,,,no_match,0.0
station,on,somerset dorset railway,,,,no_match,0.0
video,feature,dialogue,,,,no_match,0.0
youth hostel,used to,hotel,,,,no_match,0.0
female householder no husband present,no,11 9 had female householder,,,,no_match,0.0
non families,no,36 4 were,,,,no_match,0.0
female householder no husband present,no,7 50 had female householder,,,,no_match,0.0
non families,no,32 50 were,,,,no_match,0.0
these,supplied,attempts,,,,no_match,0.0
they,beat,webber international,,,,no_match,0.0
they,go,through,,,,no_match,0.0
they,go,period,,,,no_match,0.0
they,go,after,,,,no_match,0.0
they,go,flowering,,,,no_match,0.0
women,become,popular,,,,no_match,0.0
q valued euler characteristic,can is compatible with,euler characteristics graphs,,,,no_match,0.0
q valued euler characteristic,can is compatible with,euler characteristics graphs orbifolds,,,,no_match,0.0
q valued euler characteristic,can is compatible with,euler characteristics,,,,no_match,0.0
change,picked up,huguenot writers,,,,no_match,0.0
huguenot writers,promote,idea,,,,no_match,0.0
catholic writers preachers,responded,fiercely,,,,no_match,0.0
line,extended,darling road,,,,no_match,0.0
line,extended,13 november 1913,,,,no_match,0.0
miners,demanded,colliers,,,,no_match,0.0
michael,asks,tobias,,,,no_match,0.0
michael,asks,maeby,,,,no_match,0.0
god infinite,no,no needs,,,,no_match,0.0
fresh food story,constructed,end,,,,no_match,0.0
r 11,continued,her career,,,,no_match,0.0
r 11,continued,throughout remainder her career,,,,no_match,0.0
trumbull,credited,print,,,,no_match,0.0
nc 222,intersects,us 258,,,,no_match,0.0
company,built,parts,,,,no_match,0.0
each,built,parts,,,,no_match,0.0
watson,elected,november 1998,,,,no_match,0.0
his caucus,elected,november 1998,,,,no_match,0.0
naguib,began showing,signs,,,,no_match,0.0
naguib,drawing closer,brotherhood,,,,no_match,0.0
romblon,introduced,civilian government,,,,no_match,0.0
wide acceptance,may requires,government incentives,,,,no_match,0.0
wide acceptance,may requires,significant increases,,,,no_match,0.0
russia,became,subject debate,,,,no_match,0.0
rules,make,provisions,,,,no_match,0.0
provisions,make,provisions,,,,no_match,0.0
wright,may was surprised by,michael aspel,,,,no_match,0.0
thames television,may has studios,teddington studios,,,,no_match,0.0
black water,became,one few records,,,,no_match,0.0
black water,released,b side,,,,no_match,0.0
before,topping,hot 100,,,,no_match,0.0
greenfish,commissioned,7 june 1946,,,,no_match,0.0
mrs thomas j doyle,sponsored,greenfish,,,,no_match,0.0
7 june 1946,the date of,greenfish was,,,,no_match,0.0
great lakes,hunters,shipwreck,,,,no_match,0.0
shipwreck,hunters,great lakes,,,,no_match,0.0
cure,topped,charts,,,,no_match,0.0
he,without,one only few,,,,no_match,0.0
casting director,wished,he,,,,no_match,0.0
he,wished,he,,,,no_match,0.0
casting director,casting,g i joe,,,,no_match,0.0
