pred_s,pred_p,pred_o,gt_s,gt_p,gt_o,tier,triple_sim
japan,released,dangaioh,,,,no_match,0.0
april 1990,released,dangaioh,,,,no_match,0.0
arp schnitger,built,organ,,,,no_match,0.0
organ,made,arp schnitger,,,,no_match,0.0
baroque period,known,organ makers,,,,no_match,0.0
smaller meteorite,hit,1992,,,,no_match,0.0
he,awoke,in,,,,no_match,0.0
he,awoke,1992,,,,no_match,0.0
sidney rice,caught,russell wilson,,,,no_match,0.0
sidney rice,caught,pass,,,,no_match,0.0
russell wilson,threw,sidney rice,,,,no_match,0.0
russell wilson,threw,pass,,,,no_match,0.0
new england patriots,beaten,sidney rice,,,,no_match,0.0
new england patriots,beaten,russell wilson,,,,no_match,0.0
new england patriots,beaten,46 yard pass,,,,no_match,0.0
sidney rice,beat,new england patriots,,,,no_match,0.0
sidney rice,beat,24 23,,,,no_match,0.0
russell wilson,beat,new england patriots,,,,no_match,0.0
russell wilson,beat,24 23,,,,no_match,0.0
october 14,2012,occurred,,,,no_match,0.0
october 14,2012,is date,,,,no_match,0.0
event,minimizes,surface,,,,no_match,0.0
she,used,unique gimmicks,,,,no_match,0.0
theatrical flourishes,used,stage show,,,,no_match,0.0
unique gimmicks,used,stage show,,,,no_match,0.0
theatrical flourishes,went,beyond,,,,no_match,0.0
theatrical flourishes,went,established burlesque routines,,,,no_match,0.0
unique gimmicks,went,beyond,,,,no_match,0.0
unique gimmicks,went,established burlesque routines,,,,no_match,0.0
theatrical flourishes,and,unique gimmicks,,,,no_match,0.0
theatrical flourishes,and,established burlesque routines,,,,no_match,0.0
unique gimmicks,and,established burlesque routines,,,,no_match,0.0
theatrical flourishes,like,fan dance,,,,no_match,0.0
theatrical flourishes,like,balloon dance,,,,no_match,0.0
unique gimmicks,like,fan dance,,,,no_match,0.0
unique gimmicks,like,balloon dance,,,,no_match,0.0
theatrical flourishes,and,fan dance,,,,no_match,0.0
theatrical flourishes,and,balloon dance,,,,no_match,0.0
unique gimmicks,and,fan dance,,,,no_match,0.0
unique gimmicks,and,balloon dance,,,,no_match,0.0
london north western railway s stockport warrington line,carried by,latchford viaduct,,,,no_match,0.0
manchester ship canal,over which,latchford viaduct,,,,no_match,0.0
roison electronics,established,roison candy,,,,no_match,0.0
roison electronics,partnered with,candy group,,,,no_match,0.0
candy group,partnered with,roison electronics,,,,no_match,0.0
roison candy,established,2008,,,,no_match,0.0
uzbek italian joint venture,established,roison candy,,,,no_match,0.0
weapons,do not influence,all,,,,no_match,0.0
15 january 1999,the date,which,,,,no_match,0.0
school,founded,1851,,,,no_match,0.0
school,founded,by,,,,no_match,0.0
school,founded,group milwaukee german americans,,,,no_match,0.0
school,founded,peter engelmann,,,,no_match,0.0
school,founded,william frankfurth,,,,no_match,0.0
german english academy,founded,1851,,,,no_match,0.0
german english academy,founded,by,,,,no_match,0.0
german english academy,founded,peter engelmann,,,,no_match,0.0
german english academy,founded,william frankfurth,,,,no_match,0.0
group milwaukee german americans,included,peter engelmann,,,,no_match,0.0
group milwaukee german americans,included,william frankfurth,,,,no_match,0.0
sligo,received,royal charter,,,,no_match,0.0
sligo,issued,royal charter,,,,no_match,0.0
sligo,then,became,,,,no_match,0.0
man,trembled,fear,,,,no_match,0.0
man,feared,gods,,,,no_match,0.0
neighborhood,located along,kill van kull,,,,no_match,0.0
neighborhood,located west of,st george,,,,no_match,0.0
department,came under,grant aid scheme,,,,no_match,0.0
department,in,1992,,,,no_match,0.0
department,received,grant aid scheme,,,,no_match,0.0
firewall,ahead,wing center section,,,,no_match,0.0
wing center section,contains,fuel tanks,,,,no_match,0.0
bill bryson,suggests,2010 book,,,,no_match,0.0
bill bryson,author,home,,,,no_match,0.0
siddal,used,fowler s solution,,,,no_match,0.0
fowler s solution,contains,arsenic,,,,no_match,0.0
it,expected,that,,,,no_match,0.0
it,would,redevelopment work,,,,no_match,0.0
what remains,exist,probably,,,,no_match,0.0
muhammad ibn abu bakr,devote,ali,,,,no_match,0.0
shi,believe,usurpers,,,,no_match,0.0
shi,believe,ali,,,,no_match,0.0
two companies,teaming up,again,,,,no_match,0.0
two companies,work,together,,,,no_match,0.0
employees both companies,will,work,,,,no_match,0.0
employees both companies,work,for,,,,no_match,0.0
future vertical lift prototype,sb 1 defiant,is called,,,,no_match,0.0
blanche,of,burnham,,,,no_match,0.0
roderick,pioneered,rhodesia,,,,no_match,0.0
martha burnham burleigh,of,burnham,,,,no_match,0.0
pete ingram,survived,burnham,,,,no_match,0.0
pete ingram,from,montana,,,,no_match,0.0
inductive capacitive elements,interact,in,,,,no_match,0.0
she,refuses,see,,,,no_match,0.0
china,developed,form,,,,no_match,0.0
several thousand years ago,ago,several thousand years,,,,no_match,0.0
several thousand years ago,ago,years,,,,no_match,0.0
water molecules,into,bulk water,,,,no_match,0.0
bulk water,contains,water molecules,,,,no_match,0.0
bears,would have to wait,until 2000,,,,no_match,0.0
france,play,lead up 2000 rugby league world cup,,,,no_match,0.0
historical buildings monuments,located in,meaux,,,,no_match,0.0
old defensive walls,kept,partially,,,,no_match,0.0
old defensive walls,kept,thanks,,,,no_match,0.0
event,occurred,1 200 year event,,,,no_match,0.0
arminius,leader,cherusci,,,,no_match,0.0
kesey,asked,matthew rick,,,,no_match,0.0
matthew rick,put on,40th anniversary,,,,no_match,0.0
he,stated,that,,,,no_match,0.0
zane,announced,kickstarter,,,,no_match,0.0
zane,along with,derek stevens,,,,no_match,0.0
zane,offered,ride,,,,no_match,0.0
kickstarter,used for,funding,,,,no_match,0.0
it,includes,elementary schools,,,,no_match,0.0
it,includes,middle schools,,,,no_match,0.0
it,includes,high schools,,,,no_match,0.0
it,includes,charter school,,,,no_match,0.0
lamps,under,tub,,,,no_match,0.0
tub,to,warm,,,,no_match,0.0
she,alerts,fbi,,,,no_match,0.0
crime master,in league with,otto octavius,,,,no_match,0.0
he,sent,to,,,,no_match,0.0
he,sent,with,,,,no_match,0.0
he,sent,through,,,,no_match,0.0
he,sent,live,,,,no_match,0.0
he,sent,with a,,,,no_match,0.0
he,sent,a,,,,no_match,0.0
he,placed,in,,,,no_match,0.0
he,placed,in a,,,,no_match,0.0
he,placed,cuban,,,,no_match,0.0
language b,influenced by,language,,,,no_match,0.0
american congressman,authored,philippine autonomy act 1916,,,,no_match,0.0
tsar,chose,draft,,,,no_match,0.0
tsar,accept,draft,,,,no_match,0.0
tsar,accept,basis,,,,no_match,0.0
peter kharitonov,deputy state secretary of the state chancellory,has,,,,no_match,0.0
henry letheby,obtained,partly conductive material,,,,no_match,0.0
henry letheby,anodic oxidation,sulfuric acid,,,,no_match,0.0
aniline,anodic oxidized,henry letheby,,,,no_match,0.0
sulfuric acid,used for,anodic oxidation,,,,no_match,0.0
aniline,oxidized,henry letheby,,,,no_match,0.0
sulfuric acid,used,henry letheby,,,,no_match,0.0
partly conductive material,obtained,henry letheby,,,,no_match,0.0
melvins,album,crybaby,,,,no_match,0.0
crybaby,part of,trilogy,,,,no_match,0.0
crybaby,the last part of,trilogy,,,,no_match,0.0
crybaby,preceded by,bootlicker,,,,no_match,0.0
crybaby,preceded by,maggot,,,,no_match,0.0
maggot,part of,trilogy,,,,no_match,0.0
line,from,alcand street st kilda,,,,no_match,0.0
line,to,hawthorn road caulfield north,,,,no_match,0.0
line,along,carlisle street balaclava road,,,,no_match,0.0
12 april 1913,occurred on,opening line,,,,no_match,0.0
erasistratus,diagnoses,antiochus,,,,no_match,0.0
erasistratus,examines,antiochus,,,,no_match,0.0
haile selassie,retained,effective power,,,,no_match,0.0
haile selassie,extended,political participation,,,,no_match,0.0
november 1955,occurred,celebrations,,,,no_match,0.0
lower house parliament,became,elected body,,,,no_match,0.0
edwards,years,re imagined,,,,no_match,0.0
comico,graphic novel,re imagined,,,,no_match,0.0
comico,graphic novel,contains,,,,no_match,0.0
robotech,re imagined,in,,,,no_match,0.0
robotech,from the stars,published,,,,no_match,0.0
body,made of,lightweight carbon fiber,,,,no_match,0.0
lightweight carbon fiber,known for,strength,,,,no_match,0.0
nazis,conduct,clemens krauss,,,,no_match,0.0
clemens krauss,conduct,salzburg,,,,no_match,0.0
clemens krauss,conduct,16 august,,,,no_match,0.0
strauss,hear,dress rehearsal,,,,no_match,0.0
byers,opposes,concept,,,,no_match,0.0
definition,provides,support,,,,no_match,0.0
system,provides,support,,,,no_match,0.0
programs,uses,combination,,,,no_match,0.0
programs,select,grants,,,,no_match,0.0
funding priorities,use,combination,,,,no_match,0.0
geographic requirements,use,combination,,,,no_match,0.0
geographic requirements,select,grants,,,,no_match,0.0
ammanford f c,play,football,,,,no_match,0.0
he,able to,control,,,,no_match,0.0
he,able to,control animal instincts,,,,no_match,0.0
he,able to,control his,,,,no_match,0.0
year later,occurred,he was appointed attorney general ireland,,,,no_match,0.0
privy council ireland,sworn,he,,,,no_match,0.0
academy,moved,1891,,,,no_match,0.0
academy,moved,german english academy building,,,,no_match,0.0
england,placed emphasis on,orientation,,,,no_match,0.0
water,became,cold,,,,no_match,0.0
he,saw,active service,,,,no_match,0.0
he,served,in,,,,no_match,0.0
2005 model,introduced,pathfinder line,,,,no_match,0.0
us 258,crosses,freeway,,,,no_match,0.0
us 64,exits,mutual boulevard,,,,no_match,0.0
us 64,exits,partial interchange,,,,no_match,0.0
us 64,exits,princeville,,,,no_match,0.0
tar river,crossed by,us 258,,,,no_match,0.0
tar river,crossed by,us 64,,,,no_match,0.0
partial interchange,located on,tar river,,,,no_match,0.0
partial interchange,exited by,us 64,,,,no_match,0.0
east side,part of,princeville,,,,no_match,0.0
gravestone,over,100 years,,,,no_match,0.0
death,over,100 years,,,,no_match,0.0
charles,concerns,about,,,,no_match,0.0
charles,believes,dogmas,,,,no_match,0.0
charles,able to,declare,,,,no_match,0.0
charles,studied,hunting,,,,no_match,0.0
charles,studied,fishing,,,,no_match,0.0
use,causes,scandals,,,,no_match,0.0
use,uses,high ranking,,,,no_match,0.0
use,uses,anonymous,,,,no_match,0.0
cases,deals with,fraud,,,,no_match,0.0
one departments,headed by,commissioner parks public property,,,,no_match,0.0
england wales,an,attempt,,,,no_match,0.0
attempted murder,carries,life imprisonment,,,,no_match,0.0
sponsors,off,xm,,,,no_match,0.0
sponsors,protest,suspension,,,,no_match,0.0
advertising,off,xm,,,,no_match,0.0
aramata collection,contains,rare books,,,,no_match,0.0
aramata collection,contains,books,,,,no_match,0.0
hydrophobic particles,come,very close,,,,no_match,0.0
dr jagan,helped,raise,,,,no_match,0.0
dr jagan,helped,strike,,,,no_match,0.0
strike,raise,funds,,,,no_match,0.0
national party,held,division,,,,no_match,0.0
national party,held,it,,,,no_match,0.0
national party,held,division all but six years,,,,no_match,0.0
national party,held,division 1922 2004,,,,no_match,0.0
national party,held,it 1922 2004,,,,no_match,0.0
national party,held it,all but six years,,,,no_match,0.0
national party,held it,1922 2004,,,,no_match,0.0
he,tried,find,,,,no_match,0.0
he,worked,as,,,,no_match,0.0
he,worked,for,,,,no_match,0.0
he,worked,short time,,,,no_match,0.0
new engleberg,located at,conception,,,,no_match,0.0
conception,the location of,new engleberg,,,,no_match,0.0
senai airport interchange,shares,main link,,,,no_match,0.0
senai airport,shares,kilometre zero,,,,no_match,0.0
he,knighted,in,,,,no_match,0.0
he,appointed,queen s birthday honours,,,,no_match,0.0
oxford english university press,included,makaton,,,,no_match,0.0
oxford english dictionary,included,makaton,,,,no_match,0.0
2004,occurred,year,,,,no_match,0.0
oxford english university press,published,oxford english dictionary,,,,no_match,0.0
he,and,friends,,,,no_match,0.0
he,and,friends were said,,,,no_match,0.0
he,and,friends made bombs,,,,no_match,0.0
he,and,friends made,,,,no_match,0.0
he,and,friends made fun,,,,no_match,0.0
he,and,friends made bombs fun,,,,no_match,0.0
he,and,friends outskirts,,,,no_match,0.0
he,and,friends murray,,,,no_match,0.0
he,and,friends utah,,,,no_match,0.0
he,and,friends outskirts murray,,,,no_match,0.0
he,and,friends were said have made bombs,,,,no_match,0.0
he,and,friends were said have made fun,,,,no_match,0.0
he,and,friends were said have made bombs outskirts murray,,,,no_match,0.0
he,and,friends were said have made bombs outskirts utah,,,,no_match,0.0
butters,named,drive,,,,no_match,0.0
drive,in,canberra,,,,no_match,0.0
butters,named,honour,,,,no_match,0.0
he,joined,academy tomorrow,,,,no_match,0.0
he,joined,emma frost s,,,,no_match,0.0
he,joined,school,,,,no_match,0.0
he,joined,a,,,,no_match,0.0
he,joined,for,,,,no_match,0.0
he,joined,gifted beings,,,,no_match,0.0
she,became,severe,,,,no_match,0.0
she,makes,veiled references,,,,no_match,0.0
she,relates,slang use,,,,no_match,0.0
articles,contain,beaver,,,,no_match,0.0
definition dogma immaculate conception b v m,defined,immaculate conception b v m,,,,no_match,0.0
missionaries sacred heart,origin,origin missionaries sacred heart,,,,no_match,0.0
psychology department,at,university south florida,,,,no_match,0.0
university south florida,in,florida,,,,no_match,0.0
hiester,born,july 17 1749,,,,no_match,0.0
hiester,son,catherine shuller hiester,,,,no_match,0.0
hiester,born,pennsylvania,,,,no_match,0.0
daniel,immigrant,germany,,,,no_match,0.0
he,chose,conflict,,,,no_match,0.0
lake,covers,creek,,,,no_match,0.0
she,proposed,home poor women,,,,no_match,0.0
she,proposed,it should establish home poor women,,,,no_match,0.0
1577,the year,proposal,,,,no_match,0.0
depauw university,awarded,degree,,,,no_match,0.0
depauw university,awarded,1892,,,,no_match,0.0
depauw university,awarded,degree 1892,,,,no_match,0.0
depauw university,awarded,doctor divinity 1892,,,,no_match,0.0
rules,coincide,spirit,,,,no_match,0.0
rules,coincide,big gun model warship combat,,,,no_match,0.0
it,proposes,view,,,,no_match,0.0
it,view,holistic manner,,,,no_match,0.0
leigh,born in,world,,,,no_match,0.0
2 10,born,united kingdom,,,,no_match,0.0
0 95,born,european union,,,,no_match,0.0
1 47,born,world,,,,no_match,0.0
wellington,invasion,southern france,,,,no_match,0.0
william stewart,led,2nd division,,,,no_match,0.0
pablo morillo,led,spanish division,,,,no_match,0.0
voorhees,approved,plan,,,,no_match,0.0
voorhees,approved,850 000,,,,no_match,0.0
voorhees,approved,2010,,,,no_match,0.0
voorhees,approved,2011,,,,no_match,0.0
plan,for,artificial turf field,,,,no_match,0.0
plan,for,2011,,,,no_match,0.0
officers,equipped with,less lethal weapons,,,,no_match,0.0
officers,equipped with,weapons,,,,no_match,0.0
less lethal weapons,used,against,,,,no_match,0.0
threats,justify,a,,,,no_match,0.0
davis,collaborated,leo graham,,,,no_match,0.0
leo graham,collaborated,davis,,,,no_match,0.0
they,remained,for,,,,no_match,0.0
they,remained,more 40 years,,,,no_match,0.0
they,married,in,,,,no_match,0.0
stress,induces,illness,,,,no_match,0.0
he,became,code crosser,,,,no_match,0.0
he,play,australia,,,,no_match,0.0
he,play,second time,,,,no_match,0.0
car,based on,rodeck resleevable,,,,no_match,0.0
harford county public schools,serves,harford county,,,,no_match,0.0
fstack protector flag,protects,all functions,,,,no_match,0.0
families,to,switch,,,,no_match,0.0
families,depending,affiliations,,,,no_match,0.0
affiliations,depending,services,,,,no_match,0.0
affiliations,depending,events,,,,no_match,0.0
dartmouth outing club students,help,maintain,,,,no_match,0.0
dartmouth cabins,maintained by,trail crew,,,,no_match,0.0
lodge,located between,hanover itself,,,,no_match,0.0
appalachian trail,located,between hanover lodge,,,,no_match,0.0
european powers,signed,pacts agreements,,,,no_match,0.0
people,influenced,her development person,,,,no_match,0.0
these people,influenced,her,,,,no_match,0.0
perceptible threat resource depletion,exists,unknown,,,,no_match,0.0
resource depletion,a threat,unknown,,,,no_match,0.0
ed,with,intention,,,,no_match,0.0
ed,vents,creature,,,,no_match,0.0
airlock,contains,creature,,,,no_match,0.0
ed,uses,airlock,,,,no_match,0.0
ed,causes,venting,,,,no_match,0.0
1970,occurred,arad moved united states,,,,no_match,0.0
muscles,enlists,five lucky stars,,,,no_match,0.0
muscles,help,catch,,,,no_match,0.0
five lucky stars,travel,japan,,,,no_match,0.0
five lucky stars,help,catch,,,,no_match,0.0
they,must,lick,,,,no_match,0.0
eyeballs,need,licking,,,,no_match,0.0
florence,required,high standards behavior,,,,no_match,0.0
florence,referred to,family,,,,no_match,0.0
grandmother,referred to,family,,,,no_match,0.0
decision,cause,station close,,,,no_match,0.0
tram services,withdraw,6 april 1952,,,,no_match,0.0
ones,equals,one,,,,no_match,0.0
state,cannot occur,zeros,,,,no_match,0.0
commissioners,attend,tribunals,,,,no_match,0.0
manual,describes,necessity,,,,no_match,0.0
manual,describes,striking,,,,no_match,0.0
manual,describes,moments weakness,,,,no_match,0.0
warriors,need,understanding,,,,no_match,0.0
warriors,need,opponent s weaknesses,,,,no_match,0.0
warriors,need,using spies,,,,no_match,0.0
warriors,need,striking,,,,no_match,0.0
warriors,need,moments weakness,,,,no_match,0.0
warriors,use,spies,,,,no_match,0.0
systems thinking,examines,linkages,,,,no_match,0.0
systems thinking,concerns,understanding,,,,no_match,0.0
systems,compose,entirety system,,,,no_match,0.0
he,in,hillsborough,,,,no_match,0.0
she,seems,happy,,,,no_match,0.0
arrangement,seems,happy,,,,no_match,0.0
he,a,break,,,,no_match,0.0
he,took,break,,,,no_match,0.0
economic issues,appeared,nationalist political forms,,,,no_match,0.0
economic issues,appeared,incidentally,,,,no_match,0.0
redlettermedia,delivered,video critique,,,,no_match,0.0
redlettermedia,delivered,review,,,,no_match,0.0
redlettermedia,delivered,critique,,,,no_match,0.0
wild radish seeds,contain,oil,,,,no_match,0.0
ryan cameron,put together,petition,,,,no_match,0.0
ryan cameron,risk,losing his job,,,,no_match,0.0
harvard library,reviewed by,library board,,,,no_match,0.0
exhibit,combined,work all three,,,,no_match,0.0
lletty shenkin explosion,led to,demands,,,,no_match,0.0
local middle classes,for,improved safety,,,,no_match,0.0
local middle classes,in,mines,,,,no_match,0.0
ballast tanks,equipped,change,,,,no_match,0.0
ship,modified,by,,,,no_match,0.0
ship,modified,its stability,,,,no_match,0.0
ship,modified,its trim,,,,no_match,0.0
doctrine,demands,manoeuvre tanks,,,,no_match,0.0
doctrine,demands,mechanized cavalry,,,,no_match,0.0
doctrine,demands,strategic cavalry,,,,no_match,0.0
doctrine,demands,airborne troops,,,,no_match,0.0
shock army,demands,mechanized cavalry,,,,no_match,0.0
shock army,demands,strategic cavalry,,,,no_match,0.0
shock army,demands,airborne troops,,,,no_match,0.0
manoeuvre tanks,operates,depth,,,,no_match,0.0
mechanized cavalry,operates,depth,,,,no_match,0.0
strategic cavalry,combined,with,,,,no_match,0.0
many young south african artists,made,debut,,,,no_match,0.0
many young south african artists,made,their debut,,,,no_match,0.0
many young south african artists,toured,country,,,,no_match,0.0
many young south african artists,made,their debut lm radio,,,,no_match,0.0
many young south african artists,made,debut lm radio,,,,no_match,0.0
many young south african artists,toured,road shows,,,,no_match,0.0
many young south african artists,made,debut through road shows,,,,no_match,0.0
many young south african artists,made,debut through numerous road shows,,,,no_match,0.0
south african artists,made,debut,,,,no_match,0.0
south african artists,made,their debut,,,,no_match,0.0
south african artists,toured,country,,,,no_match,0.0
south african artists,made,debut lm radio,,,,no_match,0.0
south african artists,toured,road shows,,,,no_match,0.0
south african artists,made,debut through road shows,,,,no_match,0.0
south african artists,made,debut through numerous road shows,,,,no_match,0.0
south african artists,made,debut through numerous road shows which toured country,,,,no_match,0.0
lugo,released,1993,,,,no_match,0.0
lugo,resides,venezuela,,,,no_match,0.0
mr mrs justice smith,referred to as,honourable mr mrs justice smith,,,,no_match,0.0
alexander,said,that,,,,no_match,0.0
alexander,said,this,,,,no_match,0.0
komo,broadcast,daily programming,,,,no_match,0.0
komo,broadcast,programming,,,,no_match,0.0
komo,became,first,,,,no_match,0.0
komo,first,television station,,,,no_match,0.0
television station,broadcast,full stereo sound,,,,no_match,0.0
hazelwood,sortied,11 february,,,,no_match,0.0
carriers,launched,heavy air strikes,,,,no_match,0.0
carriers,launched,air strikes,,,,no_match,0.0
another fast mobile carrier task force,tasked,hazelwood,,,,no_match,0.0
hazelwood,sailed,11 february,,,,no_match,0.0
hazelwood,operated,16 17 february,,,,no_match,0.0
hazelwood,operated,during 16 17 february,,,,no_match,0.0
pursuit,directed towards,enemy,,,,no_match,0.0
pursuit,halted,2 may,,,,no_match,0.0
surrender,occurs,2 may,,,,no_match,0.0
they,believe,god,,,,no_match,0.0
they,believe,not,,,,no_match,0.0
they,believe,as,,,,no_match,0.0
they,believe,trinity,,,,no_match,0.0
they,believe,accepted,,,,no_match,0.0
they,believe,by,,,,no_match,0.0
they,believe,vast majority,,,,no_match,0.0
baako,grandmother,naana,,,,no_match,0.0
baako,stands,living contact,,,,no_match,0.0
naana,stands,with,,,,no_match,0.0
baako,stands,with,,,,no_match,0.0
it,described as,about two young men,,,,no_match,0.0
it,described as,about german armada,,,,no_match,0.0
all three,became,newton s longtime assistants,,,,no_match,0.0
vaccinations,followed,other viral diseases,,,,no_match,0.0
louis pasteur,conducted,vaccination,,,,no_match,0.0
oilseed radish,can be used for,industrial use,,,,no_match,0.0
he,held,it nearly fourteen years,,,,no_match,0.0
post,held,him,,,,no_match,0.0
post,held,nearly fourteen years,,,,no_match,0.0
he,held,regiment,,,,no_match,0.0
springsteen,plan,work e street band again,,,,no_match,0.0
springsteen,plan,work e street band,,,,no_match,0.0
he,left,post,,,,no_match,0.0
he,become,second commander,,,,no_match,0.0
he,become,commander u s army s 1st armored division,,,,no_match,0.0
post,left,he,,,,no_match,0.0
town,hit by,two moderate earthquakes,,,,no_match,0.0
town,and,surrounding villages,,,,no_match,0.0
town,and,surrounding villages were,,,,no_match,0.0
town,surrounding villages,were hit,,,,no_match,0.0
town,surrounding villages,were hit two moderate earthquakes within ten years,,,,no_match,0.0
surrounding villages,hit by,two moderate earthquakes,,,,no_match,0.0
surrounding villages,hit by,two moderate earthquakes within ten years,,,,no_match,0.0
he,played,1987 88 season,,,,no_match,0.0
he,featured,defence,,,,no_match,0.0
he,mainly,defence,,,,no_match,0.0
they,held,1982,,,,no_match,0.0
they,held,thirty sculptors painters,,,,no_match,0.0
they,held,sculptors painters,,,,no_match,0.0
they,held,us uk canada,,,,no_match,0.0
they,held,pine plains new york,,,,no_match,0.0
triangle workshop,held,1982,,,,no_match,0.0
triangle workshop,held,us uk canada,,,,no_match,0.0
triangle workshop,held,pine plains new york,,,,no_match,0.0
pine plains,located,new york,,,,no_match,0.0
new york,a state,us,,,,no_match,0.0
thirty sculptors painters,a group,people,,,,no_match,0.0
sculptors painters,a group,people,,,,no_match,0.0
spain,with,britain,,,,no_match,0.0
kfi,helped,keep,,,,no_match,0.0
kfi,aired,fireside chats,,,,no_match,0.0
kfi,kept,calm,,,,no_match,0.0
human behavioral ecologists,assume,what,,,,no_match,0.0
what,might,most adaptive strategy,,,,no_match,0.0
most adaptive strategy,in,one environment,,,,no_match,0.0
one environment,might not,be,,,,no_match,0.0
one environment,in,another environment,,,,no_match,0.0
my classical way,released on,21 september 2010,,,,no_match,0.0
my classical way,released on,frazzy frog music,,,,no_match,0.0
marc,own label,frazzy frog music,,,,no_match,0.0
northern lights,appear,in,,,,no_match,0.0
inge,walks,through,,,,no_match,0.0
inge,goes,to,,,,no_match,0.0
geese,fly,to,,,,no_match,0.0
car accident,occurred,1994,,,,no_match,0.0
he,accused,maroboduus,,,,no_match,0.0
he,accused,hiding,,,,no_match,0.0
he,accused,maroboduus being,,,,no_match,0.0
he,accused,maroboduus being only,,,,no_match,0.0
he,accused,maroboduus being only king,,,,no_match,0.0
he,accused,maroboduus being only king among,,,,no_match,0.0
maroboduus,of,hiding,,,,no_match,0.0
maroboduus,of,being,,,,no_match,0.0
maroboduus,of,being only,,,,no_match,0.0
maroboduus,of,being only king,,,,no_match,0.0
maroboduus,of,being only king among,,,,no_match,0.0
maroboduus,of,being only king among germans,,,,no_match,0.0
acquisition,takes,tens minutes hours,,,,no_match,0.0
acquisition,takes,minutes,,,,no_match,0.0
acquisition,takes,hours,,,,no_match,0.0
spectra,can,be acquired,,,,no_match,0.0
show,designed,appear,,,,no_match,0.0
show,appears,as,,,,no_match,0.0
viewer,happens upon,spoof adverts,,,,no_match,0.0
viewer,happens upon,short sketches,,,,no_match,0.0
viewer,happens upon,recurring show elements,,,,no_match,0.0
show,contains,short sketches,,,,no_match,0.0
show,contains,recurring show elements,,,,no_match,0.0
tvn24,started,30 november 2012,,,,no_match,0.0
tvn24,start,30 november 2012,,,,no_match,0.0
official start,of,tvn24,,,,no_match,0.0
official start,of,tvn24 hd,,,,no_match,0.0
tvn24 hd,started,30 november 2012,,,,no_match,0.0
he,served,prime minister australia,,,,no_match,0.0
he,became,founding justice high court australia,,,,no_match,0.0
he,became,justice high court australia,,,,no_match,0.0
lead single,differs,from,,,,no_match,0.0
salahuddin,won,from,,,,no_match,0.0
salahuddin,won,as,,,,no_match,0.0
salahuddin,won,patharghatti,,,,no_match,0.0
salahuddin,won,an,,,,no_match,0.0
salahuddin,won,in,,,,no_match,0.0
salahuddin,won,1962,,,,no_match,0.0
salahuddin,later,from,,,,no_match,0.0
salahuddin,later,charminar,,,,no_match,0.0
salahuddin,later,in,,,,no_match,0.0
salahuddin,later,1967,,,,no_match,0.0
graner,put,him,,,,no_match,0.0
andrew boyle,noted,childers,,,,no_match,0.0
childers,wrote,book,,,,no_match,0.0
childers,book,remained,,,,no_match,0.0
childers,book,most powerful contribution,,,,no_match,0.0
childers,book,most powerful contribution any english writer,,,,no_match,0.0
childers,book,most powerful contribution debate,,,,no_match,0.0
andrew boyle,noted,quote,,,,no_match,0.0
childers,book,remained ten years,,,,no_match,0.0
andrew boyle,noted,quote childers,,,,no_match,0.0
felicia,a relationship,spider man noir,,,,no_match,0.0
spider man noir,a relationship,felicia,,,,no_match,0.0
lower altitudes,include,sagebrush,,,,no_match,0.0
higher altitudes,include,bristlecone pine forests,,,,no_match,0.0
tom mcmorran,joined,1994,,,,no_match,0.0
band,released,august,,,,no_match,0.0
flanders,assigned,powers,,,,no_match,0.0
flemish region,to,flemish community,,,,no_match,0.0
walloon region,remains,distinct,,,,no_match,0.0
walloon region,remains,independent,,,,no_match,0.0
walloon region,from,french community,,,,no_match,0.0
autostereoscopy,of,displaying,,,,no_match,0.0
special headgear,or,glasses,,,,no_match,0.0
viewer,does,not use,,,,no_match,0.0
chapters bremen cathedral,located,around cathedral st peter,,,,no_match,0.0
administration,located,within city boundary,,,,no_match,0.0
administration,located,district,,,,no_match,0.0
stewart,won,major championship,,,,no_match,0.0
stewart,died,after winning last major championship,,,,no_match,0.0
stewart,died,few months after winning last major championship,,,,no_match,0.0
stewart,won,championship,,,,no_match,0.0
championship,held at,pinehurst resort,,,,no_match,0.0
necro,teamed with,chris hero,,,,no_match,0.0
necro,defended,honor,,,,no_match,0.0
chris hero,defended,honor candice lerae,,,,no_match,0.0
chris hero,defended,honor,,,,no_match,0.0
candice lerae,honor,defended necro chris hero,,,,no_match,0.0
candice lerae,honor,defended,,,,no_match,0.0
claudio castagnoli,allied with,human tornado,,,,no_match,0.0
claudio castagnoli,allied with,eddie kingston,,,,no_match,0.0
eddie kingston,allied with,human tornado,,,,no_match,0.0
eddie kingston,allied with,claudio castagnoli,,,,no_match,0.0
he,played,for,,,,no_match,0.0
he,played,all four matches,,,,no_match,0.0
he,played,final,,,,no_match,0.0
he,scoring,one try,,,,no_match,0.0
families,live below the poverty line,22 2,,,,no_match,0.0
photographic model,follows,step step process,,,,no_match,0.0
comprehensive model,relates,variables,,,,no_match,0.0
cathedral belfry,renovated,2006 2008,,,,no_match,0.0
cathedral belfry,thoroughly renovated,2006 2008,,,,no_match,0.0
cathedral belfry,renovated,2008,,,,no_match,0.0
cathedral belfry,renovated,2006,,,,no_match,0.0
cathedral belfry,thoroughly renovated,2006,,,,no_match,0.0
darwin,matriculated,university,,,,no_match,0.0
darwin,came into residence,26 january 1828,,,,no_match,0.0
