sent_id,Subject,Predicate,Object,sentence,final_decision,pred_has_negation
sent_0236,system,potential not dominates,planet,"Byers does not oppose the concept of global citizenship , however he criticizes potential implications of the term depending on one 's definition of it , such as ones that provide support for the `` ruthlessly capitalist economic system that now dominates the planet . ''",REJECT,True
sent_0246,He,no saw,active service,"He probably saw active service as a soldier for the Scottish forces in The Netherlands in the later 1570s , although there is no certain documentary evidence of this .",REJECT,True
sent_0246,He,no served,Scottish forces,"He probably saw active service as a soldier for the Scottish forces in The Netherlands in the later 1570s , although there is no certain documentary evidence of this .",REJECT,True
sent_0246,He,no had,no certain documentary evidence,"He probably saw active service as a soldier for the Scottish forces in The Netherlands in the later 1570s , although there is no certain documentary evidence of this .",ACCEPT,True
sent_0246,There is,no,certain documentary evidence,"He probably saw active service as a soldier for the Scottish forces in The Netherlands in the later 1570s , although there is no certain documentary evidence of this .",ACCEPT,True
sent_0289,109 individuals,not belong to,another church,"There are 109 individuals who belong to another church , and 20 individuals did not answer the question .",REJECT,True
sent_0289,20 individuals,did not answer,question,"There are 109 individuals who belong to another church , and 20 individuals did not answer the question .",ACCEPT,True
sent_0289,individuals,not are,109,"There are 109 individuals who belong to another church , and 20 individuals did not answer the question .",REJECT,True
sent_0289,individuals,not are,20,"There are 109 individuals who belong to another church , and 20 individuals did not answer the question .",ACCEPT,True
sent_0292,officers,not equipped with,less-lethal weapons,All officers are additionally equipped with less-lethal weapons for use against threats that do not justify a firearms response .,REJECT,True
sent_0292,officers,not are,equipped,All officers are additionally equipped with less-lethal weapons for use against threats that do not justify a firearms response .,REJECT,True
sent_0292,officers,not equipped with,weapons,All officers are additionally equipped with less-lethal weapons for use against threats that do not justify a firearms response .,REJECT,True
sent_0292,less-lethal weapons,not are,use,All officers are additionally equipped with less-lethal weapons for use against threats that do not justify a firearms response .,REJECT,True
sent_0292,less-lethal weapons,not used,against,All officers are additionally equipped with less-lethal weapons for use against threats that do not justify a firearms response .,REJECT,True
sent_0292,threats,do not,justify,All officers are additionally equipped with less-lethal weapons for use against threats that do not justify a firearms response .,REJECT,True
sent_0301,fstack-protector flag,not protects,some vulnerable functions,"This work introduced the - fstack-protector flag , which protects only some vulnerable functions , and the - fstack-protector-all flag , which protects all functions whether they need it or not .",REJECT,True
sent_0301,fstack-protector flag,not protects,all functions,"This work introduced the - fstack-protector flag , which protects only some vulnerable functions , and the - fstack-protector-all flag , which protects all functions whether they need it or not .",REJECT,True
sent_0301,fstack-protector-all flag,not protects,all functions,"This work introduced the - fstack-protector flag , which protects only some vulnerable functions , and the - fstack-protector-all flag , which protects all functions whether they need it or not .",REJECT,True
sent_0315,ones,can not equals,zeros,"The number of ones equals the number of zeros plus one , since the state containing only zeros can not occur .",REJECT,True
sent_0315,ones,can not equals,one,"The number of ones equals the number of zeros plus one , since the state containing only zeros can not occur .",ACCEPT,True
sent_0315,state,can cannot occur,zeros,"The number of ones equals the number of zeros plus one , since the state containing only zeros can not occur .",ACCEPT,True
sent_0322,parties,without is,fair,"Their purpose is to be fair to both parties , disallowing the raising of allegations without a basis in provable fact .",REJECT,True
sent_0322,allegations,without has,basis,"Their purpose is to be fair to both parties , disallowing the raising of allegations without a basis in provable fact .",ACCEPT,True
sent_0322,fact,without is,basis,"Their purpose is to be fair to both parties , disallowing the raising of allegations without a basis in provable fact .",REJECT,True
sent_0322,fact,without is,provable,"Their purpose is to be fair to both parties , disallowing the raising of allegations without a basis in provable fact .",REJECT,True
sent_0327,Wild radish seeds,potential not contain,48 % oil content,"Wild radish seeds contain up to 48 % oil content , and while not suitable for human consumption , this oil is a potential source of biofuel .",REJECT,True
sent_0327,Wild radish seeds,potential not contain,oil,"Wild radish seeds contain up to 48 % oil content , and while not suitable for human consumption , this oil is a potential source of biofuel .",REJECT,True
sent_0327,Wild radish seeds,potential not suitable for,human consumption,"Wild radish seeds contain up to 48 % oil content , and while not suitable for human consumption , this oil is a potential source of biofuel .",ACCEPT,True
sent_0327,Oil,potential not be,a potential source of biofuel,"Wild radish seeds contain up to 48 % oil content , and while not suitable for human consumption , this oil is a potential source of biofuel .",REJECT,True
sent_0340,Alexander,never had,never been so lucky,Alexander supposedly said after this incident that he had never been so lucky in his entire career .,ACCEPT,True
sent_0340,Alexander,never had,entire career,Alexander supposedly said after this incident that he had never been so lucky in his entire career .,REJECT,True
sent_0340,Alexander,never been,so lucky,Alexander supposedly said after this incident that he had never been so lucky in his entire career .,ACCEPT,True
sent_0340,Alexander,never had,incident,Alexander supposedly said after this incident that he had never been so lucky in his entire career .,REJECT,True
sent_0340,Alexander,never said,never,Alexander supposedly said after this incident that he had never been so lucky in his entire career .,REJECT,True
sent_0345,They,not believe,God,"They believe in God as a single entity , not as the Trinity accepted by the vast majority of Christians .",REJECT,True
sent_0345,They,not believe,a single entity,"They believe in God as a single entity , not as the Trinity accepted by the vast majority of Christians .",REJECT,True
sent_0345,They,not believe,not,"They believe in God as a single entity , not as the Trinity accepted by the vast majority of Christians .",ACCEPT,True
sent_0345,They,not believe,the Trinity,"They believe in God as a single entity , not as the Trinity accepted by the vast majority of Christians .",ACCEPT,True
sent_0345,They,not believe,accepted,"They believe in God as a single entity , not as the Trinity accepted by the vast majority of Christians .",ACCEPT,True
sent_0345,They,not believe,the vast majority,"They believe in God as a single entity , not as the Trinity accepted by the vast majority of Christians .",ACCEPT,True
sent_0345,They,not believe,Christians,"They believe in God as a single entity , not as the Trinity accepted by the vast majority of Christians .",ACCEPT,True
sent_0359,Human behavioral ecologists,might not assume,what,Human behavioral ecologists assume that what might be the most adaptive strategy in one environment might not be the most adaptive strategy in another environment .,UNVERIFIED,True
sent_0359,what,not might be,the most adaptive strategy,Human behavioral ecologists assume that what might be the most adaptive strategy in one environment might not be the most adaptive strategy in another environment .,ACCEPT,True
sent_0359,the most adaptive strategy,might not in,one environment,Human behavioral ecologists assume that what might be the most adaptive strategy in one environment might not be the most adaptive strategy in another environment .,ACCEPT,True
sent_0359,one environment,might not,be,Human behavioral ecologists assume that what might be the most adaptive strategy in one environment might not be the most adaptive strategy in another environment .,ACCEPT,True
sent_0359,one environment,might not in,another environment,Human behavioral ecologists assume that what might be the most adaptive strategy in one environment might not be the most adaptive strategy in another environment .,ACCEPT,True
sent_0378,Autostereoscopy,without is,method,Autostereoscopy is any method of displaying stereoscopic images without the use of special headgear or glasses on the part of the viewer .,REJECT,True
sent_0378,Autostereoscopy,without of,displaying,Autostereoscopy is any method of displaying stereoscopic images without the use of special headgear or glasses on the part of the viewer .,REJECT,True
sent_0378,Stereoscopic images,without,use,Autostereoscopy is any method of displaying stereoscopic images without the use of special headgear or glasses on the part of the viewer .,REJECT,True
sent_0378,Special headgear,without is,part,Autostereoscopy is any method of displaying stereoscopic images without the use of special headgear or glasses on the part of the viewer .,UNVERIFIED,True
sent_0378,Special headgear,without or,glasses,Autostereoscopy is any method of displaying stereoscopic images without the use of special headgear or glasses on the part of the viewer .,ACCEPT,True
sent_0378,Glasses,without is,part,Autostereoscopy is any method of displaying stereoscopic images without the use of special headgear or glasses on the part of the viewer .,REJECT,True
sent_0378,Viewer,without has,part,Autostereoscopy is any method of displaying stereoscopic images without the use of special headgear or glasses on the part of the viewer .,ACCEPT,True
sent_0378,Viewer,without does,the use,Autostereoscopy is any method of displaying stereoscopic images without the use of special headgear or glasses on the part of the viewer .,REJECT,True
sent_0398,manifold,not can be presented as,connected sum of more than one manifold,"A manifold is `` prime '' if it can not be presented as a connected sum of more than one manifold , none of which is the sphere of the same dimension .",ACCEPT,True
sent_0398,manifold,can is not,sphere of the same dimension,"A manifold is `` prime '' if it can not be presented as a connected sum of more than one manifold , none of which is the sphere of the same dimension .",ACCEPT,True
sent_0398,manifold,can not be,presented as a connected sum of more than one manifold,"A manifold is `` prime '' if it can not be presented as a connected sum of more than one manifold , none of which is the sphere of the same dimension .",ACCEPT,True
sent_0398,manifold,can not is,prime,"A manifold is `` prime '' if it can not be presented as a connected sum of more than one manifold , none of which is the sphere of the same dimension .",ACCEPT,True
sent_0399,Court order,not causes,stop printing for,"A mid-March 2002 court order to stop printing for three months , was evaded by printing under other titles , such as `` Not That Respublika '' .",ACCEPT,True
sent_0399,Printing,not is evaded,court order,"A mid-March 2002 court order to stop printing for three months , was evaded by printing under other titles , such as `` Not That Respublika '' .",REJECT,True
sent_0399,Printing,not is done under,other titles,"A mid-March 2002 court order to stop printing for three months , was evaded by printing under other titles , such as `` Not That Respublika '' .",ACCEPT,True
sent_0399,Other titles,not are used,printing,"A mid-March 2002 court order to stop printing for three months , was evaded by printing under other titles , such as `` Not That Respublika '' .",ACCEPT,True
sent_0399,Respublika,not is a title,printing,"A mid-March 2002 court order to stop printing for three months , was evaded by printing under other titles , such as `` Not That Respublika '' .",REJECT,True
sent_0399,Not That Respublika,not is a title,printing,"A mid-March 2002 court order to stop printing for three months , was evaded by printing under other titles , such as `` Not That Respublika '' .",ACCEPT,True
sent_0404,Samaritan tradition,not is based on,fact,"According to Samaritan tradition , however , the Samaritan ethnonym is not derived from the region of Samaria , but from the fact that they were the `` Guardians '' of the true Israelite religion .",REJECT,True
sent_0404,Samaritan ethnonym,not is derived from,true Israelite religion,"According to Samaritan tradition , however , the Samaritan ethnonym is not derived from the region of Samaria , but from the fact that they were the `` Guardians '' of the true Israelite religion .",REJECT,True
sent_0404,Samaritan ethnonym,is not derived from,region of Samaria,"According to Samaritan tradition , however , the Samaritan ethnonym is not derived from the region of Samaria , but from the fact that they were the `` Guardians '' of the true Israelite religion .",ACCEPT,True
sent_0414,animal,no cares for,young,An animal that cares for its young but shows no other sociality traits is said to be `` subsocial '' .,REJECT,True
sent_0414,animal,no shows,sociality traits,An animal that cares for its young but shows no other sociality traits is said to be `` subsocial '' .,ACCEPT,True
sent_0414,animal,no is said,subsocial,An animal that cares for its young but shows no other sociality traits is said to be `` subsocial '' .,REJECT,True
sent_0414,subsocial,no is,an animal,An animal that cares for its young but shows no other sociality traits is said to be `` subsocial '' .,ACCEPT,True
sent_0424,microbe,not can survive,narrow pH range,"As a result , it becomes clear that the microbe can not survive outside a narrow pH range .",UNVERIFIED,True
sent_0424,microbe,can not survive,outside,"As a result , it becomes clear that the microbe can not survive outside a narrow pH range .",ACCEPT,True
sent_0424,microbe,can not survive,outside a narrow pH range,"As a result , it becomes clear that the microbe can not survive outside a narrow pH range .",ACCEPT,True
sent_0424,narrow pH range,can not be,pH range,"As a result , it becomes clear that the microbe can not survive outside a narrow pH range .",REJECT,True
sent_0434,services,no are provided,in compliance with,"At no cost to the parents , these services are provided in compliance with state and federal law ; and are reasonably calculated to yield meaningful educational benefit and student progress .",REJECT,True
sent_0434,services,no are provided,state and federal law,"At no cost to the parents , these services are provided in compliance with state and federal law ; and are reasonably calculated to yield meaningful educational benefit and student progress .",REJECT,True
sent_0434,services,no are provided,at no cost to the parents,"At no cost to the parents , these services are provided in compliance with state and federal law ; and are reasonably calculated to yield meaningful educational benefit and student progress .",ACCEPT,True
sent_0434,services,no are reasonably calculated,to yield,"At no cost to the parents , these services are provided in compliance with state and federal law ; and are reasonably calculated to yield meaningful educational benefit and student progress .",ACCEPT,True
sent_0434,services,no are reasonably calculated,meaningful educational benefit,"At no cost to the parents , these services are provided in compliance with state and federal law ; and are reasonably calculated to yield meaningful educational benefit and student progress .",ACCEPT,True
sent_0434,services,no are reasonably calculated,student progress,"At no cost to the parents , these services are provided in compliance with state and federal law ; and are reasonably calculated to yield meaningful educational benefit and student progress .",REJECT,True
sent_0436,Barbara,unable fought,mugger,"Barbara , however , unable to leave behind her vigilante life , fought a mugger and ultimately miscarried her child .",REJECT,True
sent_0436,Barbara,unable miscarried,child,"Barbara , however , unable to leave behind her vigilante life , fought a mugger and ultimately miscarried her child .",REJECT,True
sent_0436,Barbara,unable,leave behind,"Barbara , however , unable to leave behind her vigilante life , fought a mugger and ultimately miscarried her child .",ACCEPT,True
sent_0436,Barbara,unable have,child,"Barbara , however , unable to leave behind her vigilante life , fought a mugger and ultimately miscarried her child .",REJECT,True
sent_0437,Yesler Way,not marks,boundary,"Because Yesler Way marks the boundary between two different plats , the street grid north of Yesler does not line up with the neighborhood 's other streets , so the northern `` border '' of the district zigzags along numerous streets .",REJECT,True
sent_0437,Yesler Way,not separates,two different plats,"Because Yesler Way marks the boundary between two different plats , the street grid north of Yesler does not line up with the neighborhood 's other streets , so the northern `` border '' of the district zigzags along numerous streets .",REJECT,True
sent_0437,The street grid,does not line up,neighborhood's other streets,"Because Yesler Way marks the boundary between two different plats , the street grid north of Yesler does not line up with the neighborhood 's other streets , so the northern `` border '' of the district zigzags along numerous streets .",ACCEPT,True
sent_0437,The northern border,not zigzags,numerous streets,"Because Yesler Way marks the boundary between two different plats , the street grid north of Yesler does not line up with the neighborhood 's other streets , so the northern `` border '' of the district zigzags along numerous streets .",REJECT,True
sent_0443,she,not raising,her own children,"By then , she was raising not only her own children but also her nephews , who had been orphaned by the plague .",REJECT,True
sent_0443,she,not raising,her nephews,"By then , she was raising not only her own children but also her nephews , who had been orphaned by the plague .",REJECT,True
sent_0443,her nephews,not be,orphaned,"By then , she was raising not only her own children but also her nephews , who had been orphaned by the plague .",REJECT,True
sent_0443,the plague,not causes,her nephews who had been orphaned,"By then , she was raising not only her own children but also her nephews , who had been orphaned by the plague .",REJECT,True
sent_0446,Carl,not uses,old magic,"Carl uses the `` old magic '' to tame the Deep Crow , claiming it is not his `` first time to the rodeo . ''",REJECT,True
sent_0446,Carl,not tame,Deep Crow,"Carl uses the `` old magic '' to tame the Deep Crow , claiming it is not his `` first time to the rodeo . ''",REJECT,True
sent_0446,Carl,not claim,it is not his first time to the rodeo,"Carl uses the `` old magic '' to tame the Deep Crow , claiming it is not his `` first time to the rodeo . ''",REJECT,True
sent_0446,Carl,not claim,not his first time to the rodeo,"Carl uses the `` old magic '' to tame the Deep Crow , claiming it is not his `` first time to the rodeo . ''",REJECT,True
sent_0446,Carl,not claim,first time to the rodeo,"Carl uses the `` old magic '' to tame the Deep Crow , claiming it is not his `` first time to the rodeo . ''",REJECT,True
sent_0454,Beuerlein,no was,red-hot,"Despite the below-freezing temperatures , Beuerlein was red-hot , out-dueling Brett Favre and connecting on 29 of 42 attempts , with 3 TDs and no INTs , and passing for a then franchise-record 373 yards .",REJECT,True
sent_0454,Beuerlein,no out dueling,Brett Favre,"Despite the below-freezing temperatures , Beuerlein was red-hot , out-dueling Brett Favre and connecting on 29 of 42 attempts , with 3 TDs and no INTs , and passing for a then franchise-record 373 yards .",REJECT,True
sent_0454,Beuerlein,no connecting,29 of 42 attempts,"Despite the below-freezing temperatures , Beuerlein was red-hot , out-dueling Brett Favre and connecting on 29 of 42 attempts , with 3 TDs and no INTs , and passing for a then franchise-record 373 yards .",ACCEPT,True
sent_0454,Beuerlein,no connecting,3 TDs,"Despite the below-freezing temperatures , Beuerlein was red-hot , out-dueling Brett Favre and connecting on 29 of 42 attempts , with 3 TDs and no INTs , and passing for a then franchise-record 373 yards .",ACCEPT,True
sent_0454,Beuerlein,no connecting,no INTs,"Despite the below-freezing temperatures , Beuerlein was red-hot , out-dueling Brett Favre and connecting on 29 of 42 attempts , with 3 TDs and no INTs , and passing for a then franchise-record 373 yards .",REJECT,True
sent_0454,Beuerlein,no passing,373 yards,"Despite the below-freezing temperatures , Beuerlein was red-hot , out-dueling Brett Favre and connecting on 29 of 42 attempts , with 3 TDs and no INTs , and passing for a then franchise-record 373 yards .",ACCEPT,True
sent_0454,Beuerlein,no passing,a then franchise-record,"Despite the below-freezing temperatures , Beuerlein was red-hot , out-dueling Brett Favre and connecting on 29 of 42 attempts , with 3 TDs and no INTs , and passing for a then franchise-record 373 yards .",REJECT,True
sent_0454,Beuerlein,no passing,373 yards,"Despite the below-freezing temperatures , Beuerlein was red-hot , out-dueling Brett Favre and connecting on 29 of 42 attempts , with 3 TDs and no INTs , and passing for a then franchise-record 373 yards .",ACCEPT,True
sent_0454,Beuerlein,no passing,a then franchise-record 373 yards,"Despite the below-freezing temperatures , Beuerlein was red-hot , out-dueling Brett Favre and connecting on 29 of 42 attempts , with 3 TDs and no INTs , and passing for a then franchise-record 373 yards .",ACCEPT,True
sent_0493,He,never was a member of,European Convention,"He was a member of the European Convention , which drafted the text of the European Constitution that never entered into force .",REJECT,True
sent_0493,European Convention,never drafted,text of the European Constitution,"He was a member of the European Convention , which drafted the text of the European Constitution that never entered into force .",REJECT,True
sent_0493,European Constitution,never was,drafted,"He was a member of the European Convention , which drafted the text of the European Constitution that never entered into force .",REJECT,True
sent_0493,European Constitution,never,entered into force,"He was a member of the European Convention , which drafted the text of the European Constitution that never entered into force .",ACCEPT,True
sent_0501,BAE Systems,no produces,land mines,"However , after pressure campaigns from various human rights groups , BAE Systems recently stated it no longer produces land mines or cluster bombs .",ACCEPT,True
sent_0501,BAE Systems,no produces,cluster bombs,"However , after pressure campaigns from various human rights groups , BAE Systems recently stated it no longer produces land mines or cluster bombs .",ACCEPT,True
sent_0501,human rights groups,no pressure,BAE Systems,"However , after pressure campaigns from various human rights groups , BAE Systems recently stated it no longer produces land mines or cluster bombs .",REJECT,True
sent_0501,BAE Systems,no stated,it no longer produces land mines,"However , after pressure campaigns from various human rights groups , BAE Systems recently stated it no longer produces land mines or cluster bombs .",ACCEPT,True
sent_0501,BAE Systems,no stated,it no longer produces land mines or cluster bombs,"However , after pressure campaigns from various human rights groups , BAE Systems recently stated it no longer produces land mines or cluster bombs .",ACCEPT,True
sent_0505,seed strains,not have,antigenicities,"However , when the antigenicities of the seed strains and wild viruses do not match , vaccines fail to protect the vaccinees .",REJECT,True
sent_0505,seed strains,do not match,wild viruses,"However , when the antigenicities of the seed strains and wild viruses do not match , vaccines fail to protect the vaccinees .",ACCEPT,True
sent_0505,antigenicities,not of,seed strains,"However , when the antigenicities of the seed strains and wild viruses do not match , vaccines fail to protect the vaccinees .",ACCEPT,True
sent_0505,antigenicities,not of,wild viruses,"However , when the antigenicities of the seed strains and wild viruses do not match , vaccines fail to protect the vaccinees .",REJECT,True
sent_0505,vaccines,not fail,protect,"However , when the antigenicities of the seed strains and wild viruses do not match , vaccines fail to protect the vaccinees .",REJECT,True
sent_0505,vaccinees,not are,vaccinees,"However , when the antigenicities of the seed strains and wild viruses do not match , vaccines fail to protect the vaccinees .",REJECT,True
sent_0505,vaccines,not fail,vaccinees,"However , when the antigenicities of the seed strains and wild viruses do not match , vaccines fail to protect the vaccinees .",REJECT,True
sent_0557,his chances,no thought,to be,Initially his chances of surviving were thought to be no better than 50-50 .,ACCEPT,True
sent_0557,his chances,no surviving,50-50,Initially his chances of surviving were thought to be no better than 50-50 .,REJECT,True
sent_0557,his chances,no having,50 50,Initially his chances of surviving were thought to be no better than 50-50 .,REJECT,True
sent_0557,his,no having,50 50,Initially his chances of surviving were thought to be no better than 50-50 .,REJECT,True
sent_0557,his,no chances,no better than 50-50,Initially his chances of surviving were thought to be no better than 50-50 .,ACCEPT,True
sent_0560,it,not must be done,on foot,"It is not really passable , and must be done on foot if attempted .",REJECT,True
sent_0560,it,not be,passable,"It is not really passable , and must be done on foot if attempted .",ACCEPT,True
sent_0560,it,not,passable,"It is not really passable , and must be done on foot if attempted .",ACCEPT,True
sent_0565,mature entrants to the teaching profession,could not aimed at,teacher training,"It was originally aimed at mature entrants to the teaching profession , who could not afford to give up work and undertake a traditional method of teacher training such as the PGCE .",REJECT,True
sent_0565,mature entrants to the teaching profession,could not afford,give up work,"It was originally aimed at mature entrants to the teaching profession , who could not afford to give up work and undertake a traditional method of teacher training such as the PGCE .",ACCEPT,True
sent_0565,mature entrants to the teaching profession,could not afford,undertake a traditional method of teacher training,"It was originally aimed at mature entrants to the teaching profession , who could not afford to give up work and undertake a traditional method of teacher training such as the PGCE .",ACCEPT,True
sent_0565,PGCE,could not afford,give up work,"It was originally aimed at mature entrants to the teaching profession , who could not afford to give up work and undertake a traditional method of teacher training such as the PGCE .",ACCEPT,True
sent_0565,PGCE,could not undertake,traditional method of teacher training,"It was originally aimed at mature entrants to the teaching profession , who could not afford to give up work and undertake a traditional method of teacher training such as the PGCE .",ACCEPT,True
sent_0565,PGCE,could not is,traditional method of teacher training,"It was originally aimed at mature entrants to the teaching profession , who could not afford to give up work and undertake a traditional method of teacher training such as the PGCE .",ACCEPT,True
sent_0569,John Stewart,not brought,New Warworld,"John Stewart and Guy Gardner brought down New Warworld and the Yellow Central Power Battery , which were detonated next to the Anti-Monitor , and contained by a shield created by hundreds of Green Lanterns to contain the explosion ; even this was not enough to kill him .",REJECT,True
sent_0569,John Stewart,not brought,Yellow Central Power Battery,"John Stewart and Guy Gardner brought down New Warworld and the Yellow Central Power Battery , which were detonated next to the Anti-Monitor , and contained by a shield created by hundreds of Green Lanterns to contain the explosion ; even this was not enough to kill him .",REJECT,True
sent_0569,Guy Gardner,not brought,New Warworld,"John Stewart and Guy Gardner brought down New Warworld and the Yellow Central Power Battery , which were detonated next to the Anti-Monitor , and contained by a shield created by hundreds of Green Lanterns to contain the explosion ; even this was not enough to kill him .",REJECT,True
sent_0569,Guy Gardner,not brought,Yellow Central Power Battery,"John Stewart and Guy Gardner brought down New Warworld and the Yellow Central Power Battery , which were detonated next to the Anti-Monitor , and contained by a shield created by hundreds of Green Lanterns to contain the explosion ; even this was not enough to kill him .",REJECT,True
sent_0569,New Warworld,not was,brought down,"John Stewart and Guy Gardner brought down New Warworld and the Yellow Central Power Battery , which were detonated next to the Anti-Monitor , and contained by a shield created by hundreds of Green Lanterns to contain the explosion ; even this was not enough to kill him .",REJECT,True
sent_0569,Yellow Central Power Battery,not was,brought down,"John Stewart and Guy Gardner brought down New Warworld and the Yellow Central Power Battery , which were detonated next to the Anti-Monitor , and contained by a shield created by hundreds of Green Lanterns to contain the explosion ; even this was not enough to kill him .",REJECT,True
sent_0569,New Warworld,not was,detonated,"John Stewart and Guy Gardner brought down New Warworld and the Yellow Central Power Battery , which were detonated next to the Anti-Monitor , and contained by a shield created by hundreds of Green Lanterns to contain the explosion ; even this was not enough to kill him .",REJECT,True
sent_0569,Yellow Central Power Battery,not was,detonated,"John Stewart and Guy Gardner brought down New Warworld and the Yellow Central Power Battery , which were detonated next to the Anti-Monitor , and contained by a shield created by hundreds of Green Lanterns to contain the explosion ; even this was not enough to kill him .",REJECT,True
sent_0569,New Warworld,not was,next to the anti monitor,"John Stewart and Guy Gardner brought down New Warworld and the Yellow Central Power Battery , which were detonated next to the Anti-Monitor , and contained by a shield created by hundreds of Green Lanterns to contain the explosion ; even this was not enough to kill him .",REJECT,True
sent_0569,Yellow Central Power Battery,not was,next to the anti monitor,"John Stewart and Guy Gardner brought down New Warworld and the Yellow Central Power Battery , which were detonated next to the Anti-Monitor , and contained by a shield created by hundreds of Green Lanterns to contain the explosion ; even this was not enough to kill him .",REJECT,True
sent_0569,Anti-Monitor,not was,new warworld,"John Stewart and Guy Gardner brought down New Warworld and the Yellow Central Power Battery , which were detonated next to the Anti-Monitor , and contained by a shield created by hundreds of Green Lanterns to contain the explosion ; even this was not enough to kill him .",REJECT,True
sent_0569,Anti-Monitor,not was,yellow central power battery which were detonated next,"John Stewart and Guy Gardner brought down New Warworld and the Yellow Central Power Battery , which were detonated next to the Anti-Monitor , and contained by a shield created by hundreds of Green Lanterns to contain the explosion ; even this was not enough to kill him .",REJECT,True
sent_0569,New Warworld,not was,contained by a shield,"John Stewart and Guy Gardner brought down New Warworld and the Yellow Central Power Battery , which were detonated next to the Anti-Monitor , and contained by a shield created by hundreds of Green Lanterns to contain the explosion ; even this was not enough to kill him .",REJECT,True
sent_0569,Yellow Central Power Battery,not was,contained by a shield,"John Stewart and Guy Gardner brought down New Warworld and the Yellow Central Power Battery , which were detonated next to the Anti-Monitor , and contained by a shield created by hundreds of Green Lanterns to contain the explosion ; even this was not enough to kill him .",REJECT,True
sent_0569,shield,not was,created by hundreds of green lanterns,"John Stewart and Guy Gardner brought down New Warworld and the Yellow Central Power Battery , which were detonated next to the Anti-Monitor , and contained by a shield created by hundreds of Green Lanterns to contain the explosion ; even this was not enough to kill him .",REJECT,True
sent_0569,shield,not was,created by hundreds of green lanterns,"John Stewart and Guy Gardner brought down New Warworld and the Yellow Central Power Battery , which were detonated next to the Anti-Monitor , and contained by a shield created by hundreds of Green Lanterns to contain the explosion ; even this was not enough to kill him .",REJECT,True
sent_0569,Green Lanterns,not created,shield,"John Stewart and Guy Gardner brought down New Warworld and the Yellow Central Power Battery , which were detonated next to the Anti-Monitor , and contained by a shield created by hundreds of Green Lanterns to contain the explosion ; even this was not enough to kill him .",REJECT,True
sent_0569,hundreds of Green Lanterns,not created,shield,"John Stewart and Guy Gardner brought down New Warworld and the Yellow Central Power Battery , which were detonated next to the Anti-Monitor , and contained by a shield created by hundreds of Green Lanterns to contain the explosion ; even this was not enough to kill him .",REJECT,True
sent_0569,Anti-Monitor,not was,not enough to kill,"John Stewart and Guy Gardner brought down New Warworld and the Yellow Central Power Battery , which were detonated next to the Anti-Monitor , and contained by a shield created by hundreds of Green Lanterns to contain the explosion ; even this was not enough to kill him .",ACCEPT,True
sent_0569,Anti-Monitor,not was,not enough to kill,"John Stewart and Guy Gardner brought down New Warworld and the Yellow Central Power Battery , which were detonated next to the Anti-Monitor , and contained by a shield created by hundreds of Green Lanterns to contain the explosion ; even this was not enough to kill him .",ACCEPT,True
sent_0577,Lemmy,could not believes,if Will Reid Dick had not been there,"Lemmy believes that if Will Reid Dick had not been there , they could have worked through the problems , but ended up exchanging a few words and Clarke left the studio .",REJECT,True
sent_0577,Lemmy,could not believes,they could have worked through the problems,"Lemmy believes that if Will Reid Dick had not been there , they could have worked through the problems , but ended up exchanging a few words and Clarke left the studio .",REJECT,True
sent_0577,Lemmy,could not believes,they could have worked through,"Lemmy believes that if Will Reid Dick had not been there , they could have worked through the problems , but ended up exchanging a few words and Clarke left the studio .",REJECT,True
sent_0577,Lemmy,could not believes,they,"Lemmy believes that if Will Reid Dick had not been there , they could have worked through the problems , but ended up exchanging a few words and Clarke left the studio .",REJECT,True
sent_0577,Lemmy,could not believes,problems,"Lemmy believes that if Will Reid Dick had not been there , they could have worked through the problems , but ended up exchanging a few words and Clarke left the studio .",REJECT,True
sent_0577,Lemmy,could not believes,through,"Lemmy believes that if Will Reid Dick had not been there , they could have worked through the problems , but ended up exchanging a few words and Clarke left the studio .",REJECT,True
sent_0577,Lemmy,could not believes,have,"Lemmy believes that if Will Reid Dick had not been there , they could have worked through the problems , but ended up exchanging a few words and Clarke left the studio .",REJECT,True
sent_0577,Lemmy,could not believes,worked,"Lemmy believes that if Will Reid Dick had not been there , they could have worked through the problems , but ended up exchanging a few words and Clarke left the studio .",UNVERIFIED,True
sent_0577,Lemmy,could not believes,could,"Lemmy believes that if Will Reid Dick had not been there , they could have worked through the problems , but ended up exchanging a few words and Clarke left the studio .",REJECT,True
sent_0577,Lemmy,could not believes,have worked,"Lemmy believes that if Will Reid Dick had not been there , they could have worked through the problems , but ended up exchanging a few words and Clarke left the studio .",REJECT,True
sent_0589,Buddhist ethos,without is,ethos,Modernity has been blended without sacrificing on the traditional Buddhist ethos .,REJECT,True
sent_0592,station,no remains,disused subway,Much of the station remains in the disused subway but there is no public access .,REJECT,True
sent_0592,station,no has,no public access,Much of the station remains in the disused subway but there is no public access .,REJECT,True
sent_0592,subway,no is,disused,Much of the station remains in the disused subway but there is no public access .,REJECT,True
sent_0594,UTV,no made,announcement,No announcement from UTV was made about the decision to close the station earlier than planned .,ACCEPT,True
sent_0594,UTV,no close,station,No announcement from UTV was made about the decision to close the station earlier than planned .,REJECT,True
sent_0594,station,no be,planned,No announcement from UTV was made about the decision to close the station earlier than planned .,REJECT,True
sent_0594,decision,no close,station,No announcement from UTV was made about the decision to close the station earlier than planned .,REJECT,True
