pred_s,pred_p,pred_o,gt_s,gt_p,gt_o,tier,triple_sim
alarm,formed,north wales,alarm,formed,rhyl north wales,tier2_semantic,0.9506
james arthur hogue,entered,princeton university,james arthur hogue,most famously entered,princeton university,tier2_semantic,0.9505
rcpo,concluded,858,rcpo,concluded,858 cases,tier2_semantic,0.9504
shrine,dedicated,mary,shrine,dedicated to the honour of,mary,tier2_semantic,0.9504
they,became,popular alternative rock band,they,became,popular alternative rock band 1980s,tier2_semantic,0.9504
battra,rested,arctic ocean,battra,rested in,arctic ocean,tier2_semantic,0.9501
sequences,control,nearby gene,sequences,control,transcription nearby gene,tier2_semantic,0.95
hiester,born,montgomery county,hiester,born,montgomery county pennsylvania,tier2_semantic,0.95
hazelwood,attacked by,fighters,hazelwood,under constant attack from,fighters,tier2_semantic,0.9497
legislation,signed into law,law,legislation,signed into,law,tier2_semantic,0.9495
rumours,appear,about immigration restrictions,rumours about immigration restrictions,appeared in,much media,tier2_semantic,0.9494
lodge,supports,council run events,lodge,supports,council activities council run events,tier2_semantic,0.9493
she,returned,thames river base,she,returned to,thames river base,tier2_semantic,0.9492
commissioners,attend,military crimes,commissioners,attend,tribunals military crimes,tier2_semantic,0.949
narrator,fled,compartment,narrator,instead has fled,compartment,tier2_semantic,0.9488
he,worked,elvis impersonator,he,worked as,elvis impersonator,tier2_semantic,0.9488
uta,supports,planned trax expansion,uta,ordered to support,planned trax expansion,tier2_semantic,0.9487
community empowerment networks,foster,regeneration local level,community empowerment networks,set up as part of,initiative foster community involvement regeneration local level,tier2_semantic,0.9483
she,served,submarine school,she,served primarily for,submarine school,tier2_semantic,0.9482
royal concert hall,located at,buchanan street,royal concert hall,on,buchanan street,tier2_semantic,0.9482
our lady sacred heart,honoured,shrine,shrine,dedicated under the title of,our lady sacred heart,tier2_semantic,0.948
man,trembled,thought gods,man,trembled with fear at,thought gods,tier2_semantic,0.9479
southern cross network,changed,tv8,tv8 network,changed to the,southern cross network,tier2_semantic,0.9476
he,said,john was actually dead,he,further stated that,john was actually dead,tier2_semantic,0.9476
muncy creek,flows along,shrewsbury township,muncy creek,flows along for several miles,border between shrewsbury township penn township,tier2_semantic,0.9475
three rivers cemetery,contains,martha burnham burleigh,martha burnham burleigh,buried at,three rivers cemetery,tier2_semantic,0.9475
bears,play,france,bears,played,france,tier2_semantic,0.9474
cosmos,expressed concern for,battra,cosmos,expressed concern for,what battra might do,tier2_semantic,0.9473
she,worked as,assistant section officer intelligence duties,she,working as,assistant section officer intelligence duties,tier2_semantic,0.9473
he,started,touring,he,started touring,full time,tier2_semantic,0.9472
casting director,told,scott,casting director time,told,scott,tier2_semantic,0.9471
band,confirmed,album would be self released,band,also confirmed that,album would be self released,tier2_semantic,0.9471
persian contingent,guard,defile,persian contingent,supposed to guard,defile,tier2_semantic,0.947
lens subluxation,includes,mild conjunctival redness,other signs lens subluxation,include,mild conjunctival redness,tier2_semantic,0.947
swinburne,moves,philosophical,swinburne,moves from,philosophical,tier2_semantic,0.9468
team,enshrined,basketball hall fame,team,enshrined into,basketball hall fame,tier2_semantic,0.9467
naxalite movement,members,nepal,crz,organized by,nepal members naxalite movement,tier2_semantic,0.9466
programs,created,community groups,programs,created by,community groups,tier2_semantic,0.946
she,received,ph d degree,she,received,her ph d degree,tier2_semantic,0.946
country,embarked,development scheme,country,embarked on,development scheme,tier2_semantic,0.9459
honourable east india company,responsibility,providing garrison,responsibility providing garrison,will be from,honourable east india company,tier2_semantic,0.9458
nonconformist churches wales,used,welsh language,welsh language,the main language of,nonconformist churches,tier2_semantic,0.9457
lens subluxation,seen,dogs,lens subluxation,also seen in,dogs,tier2_semantic,0.9456
line,pillars,its both sides,pillars,in a line on,its both sides,tier2_semantic,0.9455
she,published,more 15 research publications,she,published more than 15,research publications,tier2_semantic,0.9454
wild cards,would,impact human condition,wild cards,would severely impact,human condition,tier2_semantic,0.9454
hilf al fudul,created by,islamic prophet muhammad,hilf al fudul,created by various meccans,islamic prophet muhammad,tier2_semantic,0.9452
crashes,involve,fatalities,two crashes,involved,fatalities,tier2_semantic,0.945
pair,stayed,new york state,pair,staying,new york state,tier2_semantic,0.945
high bit depths,required,film work,high bit depths,can be required for,film work,tier2_semantic,0.9448
main street tunnel,carrying,highway 7146,main street tunnel,carrying,unsigned designation highway 7146,tier2_semantic,0.9448
his family,assumed,keats would pursue lifelong career medicine,keats s family,assumed he would pursue,lifelong career medicine,tier2_semantic,0.9447
alexander,passed,without any problems,alexander,passed through without any problems,defile,tier2_semantic,0.9445
spielberger,belonged,think tank,spielberger,belonged to,think tank,tier2_semantic,0.9444
these tracks,been included,cd reissues plan,these tracks,been included on,cd reissues album plan,tier2_semantic,0.9444
series,consisted of,three constitutional amendments,series,of,three constitutional amendments,tier2_semantic,0.9444
gideon rodan,switched,merck,gideon rodan,switched over to,merck,tier2_semantic,0.9443
sweden,lived,royal couple,sweden s royal couple,lived,there,tier2_semantic,0.9443
lens subluxation,includes,prolapse vitreous anterior chamber,other signs lens subluxation,include,prolapse vitreous anterior chamber,tier2_semantic,0.944
comprehensive model,demonstrates,interconnected relationship,comprehensive model,demonstrates,interconnected relationship between variables,tier2_semantic,0.9438
country,embarked,plans modernization,country,embarked on,plans modernization,tier2_semantic,0.9437
he,won,yakutpura,he,won from,yakutpura,tier2_semantic,0.9436
tim hudak,hold,leadership review,leadership review tim hudak,will be held,review,tier2_semantic,0.9435
helmut newton foundation,located,berlin,helmut newton foundation,in,berlin,tier2_semantic,0.9431
he,can track,great distances,he,can track for great distances,people,tier2_semantic,0.9428
brumbies,won,front record crowd,brumbies,won in front of,record crowd,tier2_semantic,0.9428
beast,perform,aerial feats,beast,performing gracefully,aerial feats,tier2_semantic,0.9428
pathogenic extraterrestrial microbe,causes,exposure,people,exposed to,pathogenic extraterrestrial microbe,tier2_semantic,0.9427
rodan,president of,american society bone mineral research,rodan,became president of,american society bone mineral research,tier2_semantic,0.9426
form violence,occurs,roommate relationships,form violence,occurs in,roommate relationships,tier2_semantic,0.9424
r 11,continued,training ship duties,r 11,continued,her training ship duties,tier2_semantic,0.9421
rsno,performs,perth concert hall,rsno,performs at such venues as,perth concert hall,tier2_semantic,0.942
pillars,style,doric greek,pillars,according to,doric greek style,tier2_semantic,0.9419
59 3,represents,swiss reformed church,59 3,belonged to,swiss reformed church,tier2_semantic,0.9419
central government,sets up,community empowerment networks,community empowerment networks,set up by,central government,tier2_semantic,0.9418
ostrov,based on,food industry,economy ostrov,based on,food industries,tier2_semantic,0.9416
experiment,found,results,several results,found,end experiment,tier2_semantic,0.9415
three rivers cemetery,contains,pete ingram,pete ingram,buried at,three rivers cemetery,tier2_semantic,0.9414
she,provided,audio commentary,she,provided,audio commentary episode,tier2_semantic,0.9413
form violence,occurs,daughter mother relationships,form violence,occurs in,daughter mother relationships,tier2_semantic,0.9412
epilogue,referred to,castaway,epilogue,referred to in,castaway,tier2_semantic,0.9412
labor progressive party,won,seats,labor progressive party,won on its own,two seats,tier2_semantic,0.9409
department,of,government karnataka,government,of,karnataka,tier2_semantic,0.9408
arad,enrolled,hofstra university,arad,enrolled at,hofstra university,tier2_semantic,0.9407
they,beat,azusa pacific,they,beat 0 0,azusa pacific,tier2_semantic,0.9405
government karnataka,grants,grant aid scheme,department,came under,grant aid scheme government karnataka,tier2_semantic,0.9405
she,seems,arrangement,she,seems,happy arrangement,tier2_semantic,0.9405
yost,replacing,hillman,yost,replacing,trey hillman,tier2_semantic,0.9402
rev william alfred quayle,honored,baker university,rev william alfred quayle,honored by,his alma mater baker university,tier2_semantic,0.9402
jasmine roy,performs,vocalist,jasmine roy,a,vocalists,tier2_semantic,0.9401
siege fort erie,fought by,gen eleazer wheelock ripley,officer gen eleazer wheelock ripley,mainly remembered for,siege fort erie,tier2_semantic,0.94
shock army,demands,manoeuvre tanks,shock army,demanded,manoeuvre tanks,tier2_semantic,0.9397
transmitter location,based in,tyrone,transmitter location,being based,tyrone,tier2_semantic,0.9397
gimp,supports,high bit depths,mainline gimp,no support for,high bit depths,tier2_semantic,0.9395
neo arcadians,surround,him,group neo arcadians,surround,him,tier2_semantic,0.9395
cable hauling,ceased,1895,cable hauling,ceased,after 1895,tier2_semantic,0.9394
cockpit,protected,firewall,cockpit,protected by,firewall,tier2_semantic,0.9392
historical buildings monuments,located inside,old city,monuments,mainly located in,old city,tier2_semantic,0.9391
charles,studied,divinity books,charles,as well studied,divinity books,tier2_semantic,0.939
hofmann,forged,rare mint mark dime,he,forged,rare mint mark dime,tier2_semantic,0.939
north somerset,owned by,great western railway,north somerset,then owned by,great western railway,tier2_semantic,0.9389
project indiana,included,providing open source binary distribution opensolaris project,several goals project indiana,include providing,open source binary distribution opensolaris project,tier2_semantic,0.9387
certain fractional quantum hall phases,appear,have right properties building topological quantum,certain fractional quantum hall phases,appear to,right properties building topological quantum computer,tier2_semantic,0.9386
god,desires,jewish precepts,god,desires,man s observance jewish precepts,tier2_semantic,0.9385
video,utilize,dialogue,video,featured,use dialogue,tier2_semantic,0.9384
knievel,scheduled,major jump,knievel,scheduled for,major jump,tier2_semantic,0.9384
local authorities,set up,cooling center,cooling center,set up by,local authorities,tier2_semantic,0.9384
programs,created,independent producers,programs,created by,other independent producers,tier2_semantic,0.9383
exhibit,premiered,helmut newton foundation berlin,exhibit,premiered at,helmut newton foundation berlin,tier2_semantic,0.9378
tvn24,official start,30 november 2012,official start tvn24 hd,started on,30 november 2012,tier2_semantic,0.9377
street grid,does not line up,neighborhood s other streets,street grid north yesler,does not line up with,neighborhood s other streets,tier2_semantic,0.9376
they,married,2000,they,marry,2000,tier2_semantic,0.9373
rsno,performs,glasgow royal concert hall,rsno,performs at such venues as,glasgow royal concert hall,tier2_semantic,0.9369
he,worked,acting jobs,he,tried to find,acting jobs,tier2_semantic,0.9365
lehi terrorist group,sought,placing zionism under aegis italian fascism,lehi terrorist group,sought to obtain,italian recognition jewish sovereignty palestine exchange placing zionism under aegis italian fascism,tier2_semantic,0.9363
scieszka,pursued,mfa,scieszka,pursuing,his mfa,tier2_semantic,0.9363
rsno,performs,aberdeen music hall,rsno,performs at such venues as,aberdeen music hall,tier2_semantic,0.9361
it,served with,laksa,it,best served with,laksa,tier2_semantic,0.936
john stewart,brought,yellow central power battery,john stewart,brought down,yellow central power battery,tier2_semantic,0.9357
sta,christened,challenger,sta,converted and christened,challenger,tier2_semantic,0.9357
commissioners,sent,army,commissioners,sent to,army,tier2_semantic,0.9353
there is,no,certain documentary evidence,no certain documentary evidence,there,of this,tier2_semantic,0.9352
lozano,released,1993,lugo lozano,released in,1993,tier2_semantic,0.9351
they,qualified,play offs,they,qualifying for,play offs,tier2_semantic,0.9348
race,held in,late february early march,race,usually held in,late february early march,tier2_semantic,0.9348
staff,provides,dinner,staff,provides,family style dinner,tier2_semantic,0.9348
company,featured,sales flyer,company,a,sales flyer,tier2_semantic,0.9344
house stewart,attempted,regain throne,repeated attempts regain throne,by,deposed house stewart,tier2_semantic,0.9342
nationalist political forms,took,economic issues,economic issues,appeared only incidentally in,nationalist political forms,tier2_semantic,0.9339
j b salsberg,member,labor progressive party,j b salsberg,in,labor progressive party,tier2_semantic,0.9339
harford county,served by,harford county public schools,harford county public schools system,serving,residents,tier2_semantic,0.9338
dr jagan,helped,funds,dr jagan,helped to raise,funds across country,tier2_semantic,0.9334
next best team,of,brumbies,brumbies,six points clear of,next best team,tier2_semantic,0.9334
cases,involve,united nations trade sanctions,it,deals with cases involving,united nations trade sanctions,tier2_semantic,0.9332
1908,the year,richmond joined competition,richmond,joined the competition in,1908,tier2_semantic,0.933
stade bordelais,defeated by,agen,agen,defeated,stade bordelais 11 4,tier2_semantic,0.933
tram services,replace,buses,decision,to replace with buses,tram services,tier2_semantic,0.9329
graves,forced out,bond,bond,forced out over a disagreement,graves,tier2_semantic,0.9328
crimean war,caused,british army being overstretched,british army,been shown to be overstretched by,crimean war,tier2_semantic,0.9325
engine,produced,5700 rpm,engine,produced,advertised 5700 rpm torque,tier2_semantic,0.9322
it,recommends,two males,it,recommended to,only two males,tier2_semantic,0.9321
zomercarnaval,originally,antillean carnival,zomercarnaval,originally called,antillean carnival,tier2_semantic,0.9321
he,appears,seven issues,he,appearing in,total seven issues,tier2_semantic,0.932
form violence,occurs,lesbian relationships,form violence,occurs in,lesbian relationships,tier2_semantic,0.9319
artificial turf field,to be completed,2011,artificial turf field,to,completed,tier2_semantic,0.9318
new york city,iconic,americans,new york city,iconic not only for,americans,tier2_semantic,0.9318
toronto pearson international airport hangar,location,presentation,presentation,in,toronto pearson international airport hangar,tier2_semantic,0.9317
brown,ended,contract,brown,ended early,his contract,tier2_semantic,0.9317
these numbers,include,any childminders own children,these numbers,inclusive of,childminders own children,tier2_semantic,0.9316
third tv drama series,featured,mao inoue,third tv drama series,broadcast,featuring mao inoue anmitsu,tier2_semantic,0.9315
xm,offered,free month service,xm,did offer,free month service,tier2_semantic,0.9315
they,lost,st albans centurions,they,lost to,st albans centurions,tier2_semantic,0.9314
barrie,directed by,lee grant,barrie,directed by,lee grant television movie,tier2_semantic,0.9312
royals,signed,yost contract extension through 2013 season,royals,signed to a contract extension through the 2013 season,yost,tier2_semantic,0.931
oilseed radish,can be used for,prevent winter erosion soil,oilseed radish,can be grown to help prevent,erosion soil,tier2_semantic,0.9308
bruce,married to,wonder woman,bruce s justice lord counterpart,happily married to,wonder woman,tier2_semantic,0.9308
she,played the role of,emily mcphail,she,appeared as,emily mcphail,tier2_semantic,0.9307
redevelopment work,would,obliterate,redevelopment work,would probably obliterate,what remains exist,tier2_semantic,0.9306
samaritan ethnonym,derived from,true israelite religion,samaritan ethnonym,according to samaritan tradition is derived from,fact they were guardians true israelite religion,tier2_semantic,0.9306
william jones,authored,philippine autonomy act 1916,american congressman william jones,authored,philippine autonomy act 1916,tier2_semantic,0.9306
requirement creep,cause,problems,factors outside their control,like,requirement creep,tier2_semantic,0.9305
scarpetta,returns,virginia,scarpetta,returns to,virginia,tier2_semantic,0.9305
black water,topping,hot 100,black water,topped,hot 100 itself,tier2_semantic,0.9304
banton,reinstated or created,municipalities,banton,one of,11 new municipalities reinstated created,tier2_semantic,0.9303
shiva lingam,a replica of,above seen,replica shiva lingam,seen,just above,tier2_semantic,0.9302
overseas teams,would not return,russia,overseas teams,would not return to,russia,tier2_semantic,0.9302
cargo ships,typically,one more,cargo ships,typically,one more cargo holds,tier2_semantic,0.9301
ballard,delivers,report,ballard,delivers,her report,tier2_semantic,0.93
water,became,icy cold,water,became icy cold,one occasion,tier2_semantic,0.9296
services,reasonably calculated,meaningful educational benefit,these services,reasonably calculated to yield,meaningful educational benefit,tier2_semantic,0.9296
marciano,knocked down,moore,marciano,knocked down five times,moore,tier2_semantic,0.9294
reptiles,identified,four toed earless skink,reptiles identified during surveys,include,four toed earless skink,tier2_semantic,0.9294
roison candy,established by,roison electronics,roison candy,established by,roison electronics partnership candy group,tier2_semantic,0.9289
tom bradley,joined,london midland scottish railway company,tom bradley,joined the london midland and scottish railway company,junior clerk goods depot,tier2_semantic,0.9289
trip,occurred,september,trip,occurred,june through september 2014,tier2_semantic,0.9289
services,provided,state federal law,these services,provided in compliance with,state law,tier2_semantic,0.9288
5th dragoon guards,went,black sea,5th dragoon guards,sent to,black sea,tier2_semantic,0.9287
last precinct,causes,she resigns,she,resigns,after events last precinct,tier2_semantic,0.9286
j b salsberg,re elected,seat,j b salsberg,won,seat,tier2_semantic,0.9285
sukhum,associated with,union treaty,capital union treaty,in,sukhum,tier2_semantic,0.9285
these orientations,lower,entropy,these orientations,thus lower minimally,entropy,tier2_semantic,0.9284
master shipwright richard stacey,took,hand,she,taken in hand by,master shipwright richard stacey,tier2_semantic,0.9284
kim,double majored in,english,kim,double majored in,government english,tier2_semantic,0.9283
bears,play,lead up 2000 rugby league world cup,bears,played in the lead up to,2000 rugby league world cup,tier2_semantic,0.9281
passengers,change,twyford,passengers,should change at,twyford,tier2_semantic,0.9279
font,contains,many recognized shapes gestures,font,contains,many largely recognized gestures,tier2_semantic,0.9277
cathedral belfry,thoroughly renovated,2008,cathedral,thoroughly renovated,2006,tier2_semantic,0.9275
mothra,retired,infant island,mothra,retired to,infant island,tier2_semantic,0.9275
all three,went,independent careers,all three,went on to,independent careers,tier2_semantic,0.9273
macleod,re elected,seat,macleod,won,seat,tier2_semantic,0.9273
he,played,right back,he,played mainly at,right back,tier2_semantic,0.9267
she,worked,department chief air staff,she,working at,department chief air staff,tier2_semantic,0.9265
richmond,won,1980,most recent victory richmond,in,1980,tier2_semantic,0.9265
breathe,reprise of,time,time,contains a reprise of,breathe,tier2_semantic,0.9263
san francisco,influences,world,san francisco,greatly influenced,world large,tier2_semantic,0.9262
strauss,hear,work performed,strauss,could hear,work performed,tier2_semantic,0.9261
somali sultans,controlled,region,various agreements,with,somali sultans then controlled region,tier2_semantic,0.9261
royal concert hall,being constructed,new base,new base,being constructed,within royal concert hall buchanan street,tier2_semantic,0.9259
speakers language,abandon,own language,speakers language,abandon in favor of the other language,their own language,tier2_semantic,0.9259
turkish cypriot workers,created demand for,turkish run cafes,increased number turkish run cafes,created,demand more turkish cypriot workers,tier2_semantic,0.9259
naxalite movement,members,indian,crz,organized by,indian members naxalite movement,tier2_semantic,0.9257
services,provided,no cost parents,these services,provided at no cost to,parents,tier2_semantic,0.9255
villages,consisted,high quality housing,villages,generally consisted of,relatively high quality housing,tier2_semantic,0.9253
abraham brewster,as,law adviser lord lieutenant ireland,abraham brewster,appointed as,law adviser lord lieutenant ireland,tier2_semantic,0.9252
steinbrenner,honored,monument,monument added monument park,to honor,steinbrenner,tier2_semantic,0.9252
marbled geckos,found,both island groups,reptiles identified during surveys,include,marbled geckos both island groups,tier2_semantic,0.9252
mix,contains,garlic,mix,of,garlic,tier2_semantic,0.9251
byers,says,global citizenship is powerful term,byers,does not oppose,concept global citizenship,tier2_semantic,0.925
guy gardner,brought,yellow central power battery,guy gardner,brought down,yellow central power battery,tier2_semantic,0.9246
she,published,international journals,she,published research publications including,international journals,tier2_semantic,0.9246
race,held in,mixed eights,race,in,mixed eights,tier2_semantic,0.9245
muhammad ibn abu bakr,praise,shi,shi,praise for his devotion to ali,muhammad ibn abu bakr,tier2_semantic,0.9244
frank wilson,won,seat,frank wilson,won,seat election,tier2_semantic,0.9242
oppositionists,formed,minority government,oppositionists,able to form,minority government,tier2_semantic,0.9242
pinehurst resort,located at,championship,championship,at,pinehurst resort,tier2_semantic,0.9242
ex slaves,own,property,ex slaves,able,own property outright,tier2_semantic,0.9237
she,used,theatrical flourishes,she,used,theatrical flourishes unique gimmicks,tier2_semantic,0.9236
deaths,results in,unexpected,this,results in,unexpected deaths,tier2_semantic,0.9233
they,win,naia national championships,they,beat to win,naia national championships,tier2_semantic,0.9233
mix,contains,vinegar,mix,of,vinegar,tier2_semantic,0.9233
level importance,contributes to,frequency rehearsal,level importance pertaining event,contribute to,frequency rehearsal,tier2_semantic,0.9231
they,applied,national league three,they,applied for,national league three,tier2_semantic,0.923
curley,played,several european heads state,curley,also played before,several european heads state,tier2_semantic,0.9229
tsunami,causes,villagers disappear,least 11 villagers,disappeared in,ensuing tsunami,tier2_semantic,0.9229
george leake,led,oppositionists,oppositionists,under,george leake,tier2_semantic,0.9229
man,makes,dwelling place god s essence,man,transforms into an abode for,god s essence,tier2_semantic,0.9229
laps,would be added,second part race,first five laps,would be added to,second part race,tier2_semantic,0.9228
it,recommends,dozen so females,it,recommended to,dozen so females,tier2_semantic,0.9227
tavistock group,acquired,freebirds world burrito,freebirds world burrito,an acquisition by,tavistock group,tier2_semantic,0.9227
absolute accuracy,requires,calibration,absolute accuracy measurement,requires a functionality for,calibration,tier2_semantic,0.9226
population,live below the poverty line,23 8,23 8 population,living below,poverty line,tier2_semantic,0.9226
pete,suggests,blood sample,pete,suggests,taking blood sample check,tier2_semantic,0.9225
equipment,burned,november 24 1967 shop fire,charles city equipment,to replace,equipment burned november 24 1967 shop fire,tier2_semantic,0.9224
he,became,founding justice,he,became,founding justice high court,tier2_semantic,0.9222
robert charles jack russell,known,his abilities artist,robert charles jack russell mbe,now known for,his abilities artist,tier2_semantic,0.922
300 soldiers,reinforce,hotel,300 soldiers 1st ss battalion,able to reinforce,hotel,tier2_semantic,0.9217
porter,known as,three generic strategies,these,known as,porter s three generic strategies,tier2_semantic,0.9216
ostrov,based on,textile industry,economy ostrov,based on,textile industries,tier2_semantic,0.9213
hazelwood,sank,two small enemy freighters,hazelwood,sank with her guns,two small enemy freighters,tier2_semantic,0.9213
ken follett,influenced by,it,it,a notable influence on,ken follett,tier2_semantic,0.9211
jewish belief,will be revealed,cumulation creation,its fulfilment,in jewish belief will be revealed in,cumulation creation,tier2_semantic,0.9207
sweeney,sponsored,legislation,legislation sponsored sweeney,signed into,law,tier2_semantic,0.9207
bears,play,another international,bears,would have to wait to play,another international,tier2_semantic,0.9206
cases,involve,cites,it,deals with cases involving,cites,tier2_semantic,0.9206
bureau alcohol,tobacco,firearms explosives is united states department justice,bureau alcohol tobacco firearms explosives,within,united states department justice,tier2_semantic,0.9203
he,play,test rugby league,he,play,rugby union,tier2_semantic,0.9202
deaths,results in,stress induced illness,unexpected deaths,result from,stress induced illness,tier2_semantic,0.9199
prostate,cut,portion,portion prostate,cut into,smaller pieces,tier2_semantic,0.9198
spennymoor town f c,won,against tunbridge wells,spennymoor town f c,won 2 1 in,final against tunbridge wells,tier2_semantic,0.9198
my classical way,released on,marc s own label,my classical way,released on,marc s own label frazzy frog music,tier2_semantic,0.9198
james i,issued,royal charter,royal charter,issued by,british king james i,tier2_semantic,0.9192
she,rebuilt,9 march 1724,she,ordered to be rebuilt on,9 march 1724,tier2_semantic,0.9191
he,started,writing,he,started writing,full time,tier2_semantic,0.919
station,remains,disused subway,station,remains,disused subway but there is no public access,tier2_semantic,0.9189
clemens krauss,conduct,dress rehearsal,single dress rehearsal,conducted by,clemens krauss,tier2_semantic,0.9188
turkish run cafes,increased,200,number turkish run cafes,increased to,200,tier2_semantic,0.9185
riders,shouting,protests,riders,shouting in general,protests,tier2_semantic,0.9182
macleod,member,labor progressive party,macleod,in,labor progressive party,tier2_semantic,0.9181
manual,describes,warriors,manual,for,warriors,tier2_semantic,0.9179
patients,includes,psychotherapy,protocol,includes,psychotherapy,tier2_semantic,0.9178
dripping,can be clarified,sliced raw potato,dripping,can be clarified,adding sliced raw potato cooking until potato turns brown,tier2_semantic,0.9176
plague,cause,franco leave city,outbreak plague,caused franco to leave,city,tier2_semantic,0.9175
reptiles,identified,bull skinks,reptiles identified during surveys,include,bull skinks,tier2_semantic,0.9174
colonials,named,earth,colonials,named a new world,earth,tier2_semantic,0.9174
latchford viaduct,carries,london north western railway s stockport warrington line,latchford viaduct,opened,carry london north western railway s stockport warrington line over manchester ship canal,tier2_semantic,0.9171
1916,the year,philippine autonomy act was authored,philippine autonomy act,of,1916,tier2_semantic,0.917
muncy creek,exits,davidson township,muncy creek,exits,davidson township sullivan county,tier2_semantic,0.9169
many,removed,surgically,many,surgically removed for,aesthetics,tier2_semantic,0.9164
sidney rice,caught,46 yard pass,sidney rice,caught a 46 yard pass from,russell wilson,tier2_semantic,0.9164
mix,contains,sugar,mix,of,sugar,tier2_semantic,0.9161
national party,held,it all but six years,national party,held,seat all but six years,tier2_semantic,0.916
services,run,direct paddington,some services,run direct to from,paddington,tier2_semantic,0.916
he,appointed,chief constable kent,he,appointed,chief constable,tier2_semantic,0.9159
they,beat,grand view,they,beat 3 0,grand view,tier2_semantic,0.9159
mix,contains,olive oil,mix,of,olive oil,tier2_semantic,0.9158
omega beam,used by,dark lord,omega beam,depending on the,dark lord s will,tier2_semantic,0.9156
city council,should establish,home poor women,she,unsuccessfully proposed that,city council should establish home poor women,tier2_semantic,0.9154
turkish run cafes,increased,20,number turkish run cafes,increased from,20,tier2_semantic,0.9151
restrictions,recall,cessation korban tamid,restrictions,recall the cessation of,korban tamid,tier2_semantic,0.9151
mouse,can jump,four feet,mouse,can jump in bounds of,four feet,tier2_semantic,0.9148
plague,cause,franco lose many her possessions,outbreak plague,caused franco to lose,many her possessions,tier2_semantic,0.9147
dartmouth cabins,located,17,seventeen dartmouth cabins,at,lodge,tier2_semantic,0.9143
rapids,removed,1908,rapids,removed in,1908,tier2_semantic,0.9143
r 11,transferred,key west florida,r 11,transferred to,key west florida,tier2_semantic,0.9142
russia,transformed,constitutional one,russia,officially transformed into,constitutional monarchy act,tier2_semantic,0.914
staff,informed,cease broadcasting,staff,only informed of,decision cease broadcasting,tier2_semantic,0.9139
frank wilson,formerly,member canning,frank wilson,formerly,member,tier2_semantic,0.9138
subscribers,complained,suspension,subscribers,called in,complaints suspension,tier2_semantic,0.9138
lady mary wortley montagu,attempted,popularize,lady mary wortley montagu,attempted to popularize,practice,tier2_semantic,0.9137
organization coin collectors,told,hofmann,he,told,organization coin collectors,tier2_semantic,0.9137
marisa,made,announcement,mark marisa,made live,announcement,tier2_semantic,0.9136
gimp,adopted over,mainline gimp,adoption,over,mainline gimp,tier2_semantic,0.9133
dr pim,played,ireland,dr pim,played for,ireland,tier2_semantic,0.9132
walcott,brought,one knee,walcott,brought on one knee,fight,tier2_semantic,0.9131
subfamily,of,glyphipterigidae,it,often treated as,subfamily glyphipterigidae family,tier2_semantic,0.9129
ones,equals,zeros,number ones,equals,number zeros plus one,tier2_semantic,0.9128
byrom street cutting,became,trains,byrom street cutting,became,runaway catch point runaway trains,tier2_semantic,0.9128
language,influences,language b,receding language,still influences,language b,tier2_semantic,0.9128
resource dependence,depends on,perceptible threat resource depletion,resource depletion,must,perceptible threat,tier2_semantic,0.9128
he,known for,aramata collection,he,also known for,his aramata collection,tier2_semantic,0.9128
building,stayed,united states high commissioner germany,staff united states high commissioner germany,occupied,building,tier2_semantic,0.9128
solid lump,settles,when chilled,solid lump dripping,settles,when chilled,tier2_semantic,0.9128
services,run,direct reading,some services,run direct to from,reading,tier2_semantic,0.9127
residue,can be used as,ingredient fine beef stock,residue,can be reprocessed for more dripping and strained through a cheesecloth lined sieve as,ingredient fine beef stock,tier2_semantic,0.9118
british railways,renamed,midsomer norton south,s d station,renamed under british railways as,midsomer norton south,tier2_semantic,0.9118
c hp line,used,section,this,used,section c hp line,tier2_semantic,0.9116
ostrov,based on,electronic industry,economy ostrov,based on,electronic industries,tier2_semantic,0.9115
turbomachinery,contain,centrifugal compressors,partial list,of,turbomachinery may use one more centrifugal compressors within machine,tier2_semantic,0.9115
germans,can adjust,aim,germans,would be able to adjust their aim if given,data,tier2_semantic,0.9114
cole,appeared as,lilith,cole,guest starred as,lilith,tier2_semantic,0.9113
philosophical society australasia,planned,museum,establishment museum,first been planned by,philosophical society australasia,tier2_semantic,0.9113
lycoming county,located in,pennsylvania,montgomery county,in,pennsylvania,tier2_semantic,0.9112
households,made up of,individuals,32 7 all households,made up of,individuals,tier2_semantic,0.9112
expenditure,to benefit,offspring,expenditure resources,to benefit,one offspring,tier2_semantic,0.9112
apartment buildings,built,maz plant,apartment buildings,built,close proximity maz plant,tier2_semantic,0.9111
us 258,parallel,river,us 258,parallel,river north before diverge,tier2_semantic,0.911
gcc 4 1,inclusion,stack smashing protection,redhat engineers,re implemented,stack smashing protection inclusion gcc 4 1,tier2_semantic,0.911
dam,created,lake,dam creek,created,lake covering,tier2_semantic,0.9109
voorhees,approved,artificial turf field,voorhees,approved a plan for,artificial turf field,tier2_semantic,0.9108
1 individual,belongs to,christian catholic faith,1 individual,belonged to,christian catholic faith,tier2_semantic,0.9107
plague,causes,her nephews being orphaned,her nephews,been orphaned by,plague,tier2_semantic,0.9107
second commander,of,u s army s 1st armored division,he,left to become,second commander u s army s 1st armored division,tier2_semantic,0.9106
