sent_id,sentence,Subject,Predicate,Object,drop_reason
sent_0183,An `` Dangaioh '' adventure game was released for the PC-8801 in Japan in April 1990 .,Dangaioh,was released,in,object_not_grounded
sent_0184,"From 1698 to 1843 the famous organ built by Arp Schnitger , one of the Baroque period 's best known organ makers was the main organ .",organ,made,Arp Schnitger,predicate_not_grounded
sent_0185,"Instead he awoke when a smaller meteorite hit the Earth in 1992 , seven years too early .",he,awoke,in,object_not_grounded
sent_0186,"On October 14 , 2012 , Sidney Rice caught the game winning touchdown from a 46-yard pass from Russell Wilson to beat the New England Patriots 24-23 .",Russell Wilson,threw,a 46-yard pass,predicate_not_grounded
sent_0186,"On October 14 , 2012 , Sidney Rice caught the game winning touchdown from a 46-yard pass from Russell Wilson to beat the New England Patriots 24-23 .",Russell Wilson,threw,to Sidney Rice,predicate_not_grounded
sent_0186,"On October 14 , 2012 , Sidney Rice caught the game winning touchdown from a 46-yard pass from Russell Wilson to beat the New England Patriots 24-23 .",Russell Wilson,threw,a pass,predicate_not_grounded
sent_0186,"On October 14 , 2012 , Sidney Rice caught the game winning touchdown from a 46-yard pass from Russell Wilson to beat the New England Patriots 24-23 .",New England Patriots,were beaten,by Sidney Rice,predicate_not_grounded
sent_0186,"On October 14 , 2012 , Sidney Rice caught the game winning touchdown from a 46-yard pass from Russell Wilson to beat the New England Patriots 24-23 .",New England Patriots,were beaten,by Russell Wilson,predicate_not_grounded
sent_0186,"On October 14 , 2012 , Sidney Rice caught the game winning touchdown from a 46-yard pass from Russell Wilson to beat the New England Patriots 24-23 .",New England Patriots,were beaten,by a 46-yard pass,predicate_not_grounded
sent_0186,"On October 14 , 2012 , Sidney Rice caught the game winning touchdown from a 46-yard pass from Russell Wilson to beat the New England Patriots 24-23 .",New England Patriots,were beaten,by a pass,predicate_not_grounded
sent_0186,"On October 14 , 2012 , Sidney Rice caught the game winning touchdown from a 46-yard pass from Russell Wilson to beat the New England Patriots 24-23 .",New England Patriots,were beaten,24-23,predicate_not_grounded
sent_0186,"On October 14 , 2012 , Sidney Rice caught the game winning touchdown from a 46-yard pass from Russell Wilson to beat the New England Patriots 24-23 .",October 14,2012,"occurred, on",object_ungroundable
sent_0186,"On October 14 , 2012 , Sidney Rice caught the game winning touchdown from a 46-yard pass from Russell Wilson to beat the New England Patriots 24-23 .",October 14,2012,is a date,object_ungroundable
sent_0187,"Thus , any event that would minimize such a surface is entropically favored .",event,minimizes,surface,predicate_not_grounded
sent_0187,"Thus , any event that would minimize such a surface is entropically favored .",surface,has,entropy,object_ungroundable
sent_0188,The theatrical flourishes and unique gimmicks she used in her stage show went beyond established burlesque routines like the fan dance and balloon dance .,Theatrical flourishes,and,unique gimmicks,predicate_not_grounded
sent_0188,The theatrical flourishes and unique gimmicks she used in her stage show went beyond established burlesque routines like the fan dance and balloon dance .,Theatrical flourishes,and,established burlesque routines,predicate_not_grounded
sent_0188,The theatrical flourishes and unique gimmicks she used in her stage show went beyond established burlesque routines like the fan dance and balloon dance .,Unique gimmicks,and,established burlesque routines,predicate_not_grounded
sent_0188,The theatrical flourishes and unique gimmicks she used in her stage show went beyond established burlesque routines like the fan dance and balloon dance .,Theatrical flourishes,and,fan dance,predicate_not_grounded
sent_0188,The theatrical flourishes and unique gimmicks she used in her stage show went beyond established burlesque routines like the fan dance and balloon dance .,Theatrical flourishes,and,balloon dance,predicate_not_grounded
sent_0188,The theatrical flourishes and unique gimmicks she used in her stage show went beyond established burlesque routines like the fan dance and balloon dance .,Unique gimmicks,and,fan dance,predicate_not_grounded
sent_0188,The theatrical flourishes and unique gimmicks she used in her stage show went beyond established burlesque routines like the fan dance and balloon dance .,Unique gimmicks,and,balloon dance,predicate_not_grounded
sent_0189,Latchford viaduct was opened on 8 July 1893 to carry the London and North Western Railway 's Stockport to Warrington line over the Manchester Ship Canal .,Latchford viaduct,carries,London and North Western Railway's Stockport to Warrington line,predicate_not_grounded
sent_0189,Latchford viaduct was opened on 8 July 1893 to carry the London and North Western Railway 's Stockport to Warrington line over the Manchester Ship Canal .,London and North Western Railway's Stockport to Warrington line,is carried by,Latchford viaduct,predicate_not_grounded
sent_0190,At the end of 2008 the Uzbek-Italian Joint Venture Roison-Candy was established by the Uzbek Limited Liability Company Roison Electronics with partnership of Candy Group .,Roison Electronics,partnered with,Candy Group,predicate_not_grounded
sent_0190,At the end of 2008 the Uzbek-Italian Joint Venture Roison-Candy was established by the Uzbek Limited Liability Company Roison Electronics with partnership of Candy Group .,Candy Group,partnered with,Roison Electronics,predicate_not_grounded
sent_0193,"On 15 January 1999 , Senchuk was appointed as governor of the Lviv region ; for some time he combined two posts .",15 January 1999,is the date,on which,object_ungroundable
sent_0193,"On 15 January 1999 , Senchuk was appointed as governor of the Lviv region ; for some time he combined two posts .",Senchuk,has,two posts,predicate_not_grounded
sent_0194,The school was founded in 1851 as the German-English Academy by a group of Milwaukee German Americans that included educationist Peter Engelmann and hardware wholesaler William Frankfurth .,The school,was founded,by,object_not_grounded
sent_0194,The school was founded in 1851 as the German-English Academy by a group of Milwaukee German Americans that included educationist Peter Engelmann and hardware wholesaler William Frankfurth .,German-English Academy,was founded,by,object_not_grounded
sent_0195,Sligo town then became an incorporated municipal borough with a Royal Charter issued by the British King James I in 1613/14 .,Sligo,received,a Royal Charter,predicate_not_grounded
sent_0195,Sligo town then became an incorporated municipal borough with a Royal Charter issued by the British King James I in 1613/14 .,1613/14,is,the year,object_ungroundable
sent_0198,The department came under grant-in-aid scheme of Government of Karnataka in 1992 .,Department,of,Government of Karnataka,predicate_not_grounded
sent_0198,The department came under grant-in-aid scheme of Government of Karnataka in 1992 .,Government of Karnataka,grants,Grant-in-aid scheme,predicate_not_grounded
sent_0198,The department came under grant-in-aid scheme of Government of Karnataka in 1992 .,Department,in,1992,predicate_not_grounded
sent_0198,The department came under grant-in-aid scheme of Government of Karnataka in 1992 .,Department,received,Grant-in-aid scheme,predicate_not_grounded
sent_0199,The cockpit was protected from the engine by a firewall ahead of the wing center section where the fuel tanks were located .,wing center section,contains,fuel tanks,predicate_not_grounded
sent_0201,In 2004 it was expected that redevelopment work in the remaining subway would probably obliterate what remains exist .,it,expected,that,object_not_grounded
sent_0202,The Shi'a praise Muhammad ibn Abu Bakr for his devotion to ` Ali and his resistance to all the other caliphs who the Shi'a believe to be usurpers .,Muhammad ibn Abu Bakr,devote,Ali,predicate_not_grounded
sent_0202,The Shi'a praise Muhammad ibn Abu Bakr for his devotion to ` Ali and his resistance to all the other caliphs who the Shi'a believe to be usurpers .,Muhammad ibn Abu Bakr,resist,caliphs,predicate_not_grounded
sent_0203,"The two companies are teaming up again for the Future Vertical Lift prototype called SB-1 Defiant , where employees from both companies will work together .",Future Vertical Lift prototype,SB-1 Defiant,is,object_ungroundable
sent_0203,"The two companies are teaming up again for the Future Vertical Lift prototype called SB-1 Defiant , where employees from both companies will work together .",employees from both companies,work,for,object_not_grounded
sent_0204,"Also buried at Three Rivers cemetery are his first wife , Blanche , several members of the Blick family who had also pioneered 1890s Rhodesia with Burnham , Roderick , his granddaughter Martha Burnham Burleigh , and `` Pete '' Ingram , the Montana cowboy who had survived the Shangani Patrol massacre along with Burnham .",Blanche,of,Burnham,predicate_not_grounded
sent_0204,"Also buried at Three Rivers cemetery are his first wife , Blanche , several members of the Blick family who had also pioneered 1890s Rhodesia with Burnham , Roderick , his granddaughter Martha Burnham Burleigh , and `` Pete '' Ingram , the Montana cowboy who had survived the Shangani Patrol massacre along with Burnham .",Burnham,is,husband,object_ungroundable
sent_0204,"Also buried at Three Rivers cemetery are his first wife , Blanche , several members of the Blick family who had also pioneered 1890s Rhodesia with Burnham , Roderick , his granddaughter Martha Burnham Burleigh , and `` Pete '' Ingram , the Montana cowboy who had survived the Shangani Patrol massacre along with Burnham .",Martha Burnham Burleigh,of,Burnham,predicate_not_grounded
sent_0204,"Also buried at Three Rivers cemetery are his first wife , Blanche , several members of the Blick family who had also pioneered 1890s Rhodesia with Burnham , Roderick , his granddaughter Martha Burnham Burleigh , and `` Pete '' Ingram , the Montana cowboy who had survived the Shangani Patrol massacre along with Burnham .",Pete Ingram,from,Montana,predicate_not_grounded
sent_0204,"Also buried at Three Rivers cemetery are his first wife , Blanche , several members of the Blick family who had also pioneered 1890s Rhodesia with Burnham , Roderick , his granddaughter Martha Burnham Burleigh , and `` Pete '' Ingram , the Montana cowboy who had survived the Shangani Patrol massacre along with Burnham .",Three Rivers cemetery,contains,Blanche,predicate_not_grounded
sent_0204,"Also buried at Three Rivers cemetery are his first wife , Blanche , several members of the Blick family who had also pioneered 1890s Rhodesia with Burnham , Roderick , his granddaughter Martha Burnham Burleigh , and `` Pete '' Ingram , the Montana cowboy who had survived the Shangani Patrol massacre along with Burnham .",Three Rivers cemetery,contains,Roderick,predicate_not_grounded
sent_0204,"Also buried at Three Rivers cemetery are his first wife , Blanche , several members of the Blick family who had also pioneered 1890s Rhodesia with Burnham , Roderick , his granddaughter Martha Burnham Burleigh , and `` Pete '' Ingram , the Montana cowboy who had survived the Shangani Patrol massacre along with Burnham .",Three Rivers cemetery,contains,Martha Burnham Burleigh,predicate_not_grounded
sent_0204,"Also buried at Three Rivers cemetery are his first wife , Blanche , several members of the Blick family who had also pioneered 1890s Rhodesia with Burnham , Roderick , his granddaughter Martha Burnham Burleigh , and `` Pete '' Ingram , the Montana cowboy who had survived the Shangani Patrol massacre along with Burnham .",Three Rivers cemetery,contains,Pete Ingram,predicate_not_grounded
sent_0205,This is usually caused by interacting inductive and capacitive elements in the oscillator .,inductive and capacitive elements,interact,in,object_not_grounded
sent_0205,This is usually caused by interacting inductive and capacitive elements in the oscillator .,interacting inductive and capacitive elements,cause,oscillator,predicate_not_grounded
sent_0206,"The final panel of the series shows her with a mask similar to Madame Masque , angrily refusing to see Spider-Man since she blames him for her scars .",She,has,mask,predicate_not_grounded
sent_0206,"The final panel of the series shows her with a mask similar to Madame Masque , angrily refusing to see Spider-Man since she blames him for her scars .",She,refuses,see,predicate_not_grounded
sent_0206,"The final panel of the series shows her with a mask similar to Madame Masque , angrily refusing to see Spider-Man since she blames him for her scars .",She,has,scars,predicate_not_grounded
sent_0206,"The final panel of the series shows her with a mask similar to Madame Masque , angrily refusing to see Spider-Man since she blames him for her scars .",Spider-Man,causes,scars,predicate_not_grounded
sent_0206,"The final panel of the series shows her with a mask similar to Madame Masque , angrily refusing to see Spider-Man since she blames him for her scars .",Madame Masque,has,mask,predicate_not_grounded
sent_0208,A very early form of vaccination known as variolation was developed several thousand years ago in China .,China,has,early form,predicate_not_grounded
sent_0208,A very early form of vaccination known as variolation was developed several thousand years ago in China .,China,is,location,object_ungroundable
sent_0208,A very early form of vaccination known as variolation was developed several thousand years ago in China .,China,has,location,object_ungroundable
sent_0208,A very early form of vaccination known as variolation was developed several thousand years ago in China .,China,has,very early form,predicate_not_grounded
sent_0209,Hoechst 33342 exhibits a 10 fold greater cell-permeability than H 33258 .,Hoechst 33342,has,cell-permeability,predicate_not_grounded
sent_0209,Hoechst 33342 exhibits a 10 fold greater cell-permeability than H 33258 .,Hoechst 33342,has,10 fold greater,predicate_not_grounded
sent_0209,Hoechst 33342 exhibits a 10 fold greater cell-permeability than H 33258 .,Hoechst 33342,has,cell-permeability greater than,predicate_not_grounded
sent_0209,Hoechst 33342 exhibits a 10 fold greater cell-permeability than H 33258 .,Hoechst 33342,has,cell-permeability compared to,predicate_not_grounded
sent_0209,Hoechst 33342 exhibits a 10 fold greater cell-permeability than H 33258 .,Hoechst 33342,has,cell-permeability compared with,predicate_not_grounded
sent_0209,Hoechst 33342 exhibits a 10 fold greater cell-permeability than H 33258 .,Hoechst 33342,has,cell-permeability compared to H 33258,predicate_not_grounded
sent_0209,Hoechst 33342 exhibits a 10 fold greater cell-permeability than H 33258 .,Hoechst 33342,has,greater cell-permeability,predicate_not_grounded
sent_0209,Hoechst 33342 exhibits a 10 fold greater cell-permeability than H 33258 .,Hoechst 33342,has,greater cell-permeability than,predicate_not_grounded
sent_0209,Hoechst 33342 exhibits a 10 fold greater cell-permeability than H 33258 .,Hoechst 33342,has,greater cell-permeability than H 33258,predicate_not_grounded
sent_0209,Hoechst 33342 exhibits a 10 fold greater cell-permeability than H 33258 .,H 33258,has,cell-permeability,predicate_not_grounded
sent_0209,Hoechst 33342 exhibits a 10 fold greater cell-permeability than H 33258 .,H 33258,has,cell-permeability compared to,predicate_not_grounded
sent_0209,Hoechst 33342 exhibits a 10 fold greater cell-permeability than H 33258 .,H 33258,has,cell-permeability compared with,predicate_not_grounded
sent_0209,Hoechst 33342 exhibits a 10 fold greater cell-permeability than H 33258 .,H 33258,has,cell-permeability compared to Hoechst 33342,predicate_not_grounded
sent_0210,"This releases some of the water molecules into the bulk of the water , leading to an increase in entropy .",water molecules,into,bulk of the water,predicate_not_grounded
sent_0210,"This releases some of the water molecules into the bulk of the water , leading to an increase in entropy .",bulk of the water,contains,water molecules,predicate_not_grounded
sent_0210,"This releases some of the water molecules into the bulk of the water , leading to an increase in entropy .",increase,in,entropy,predicate_not_grounded
sent_0212,"Historical buildings and monuments in Meaux are mainly located in the old city , inside the old defensive walls , still nowadays partially kept thanks to an important segment of the original surrounding wall from the Gallo-Roman period .",Gallo-Roman period,is a,segment.,predicate_not_grounded
sent_0213,This `` 1-in-200 year event '' flooded major intersections and underpasses and damaged both residential and commercial properties .,This event,occurred,1-in-200 year event,predicate_not_grounded
sent_0215,"Arminius , leader of the Cherusci and allies , now had a free hand .",Arminius,have,free hand,predicate_not_grounded
sent_0216,"In 2005 , Kesey 's son Zane asked a friend , Matthew Rick , also known as Shady Backflash , to put on a 40th anniversary of his father 's Acid Tests .",Kesey,has,son,predicate_not_grounded
sent_0216,"In 2005 , Kesey 's son Zane asked a friend , Matthew Rick , also known as Shady Backflash , to put on a 40th anniversary of his father 's Acid Tests .",Kesey,had,Acid Tests,predicate_not_grounded
sent_0216,"In 2005 , Kesey 's son Zane asked a friend , Matthew Rick , also known as Shady Backflash , to put on a 40th anniversary of his father 's Acid Tests .",Kesey,had,40th anniversary,predicate_not_grounded
sent_0217,He further stated that Hauptmann looked different and that `` John '' was actually dead because he had been murdered by his confederates .,He,stated,that,object_not_grounded
sent_0217,He further stated that Hauptmann looked different and that `` John '' was actually dead because he had been murdered by his confederates .,He,said,Hauptmann looked different,predicate_not_grounded
sent_0217,He further stated that Hauptmann looked different and that `` John '' was actually dead because he had been murdered by his confederates .,He,said,John was actually dead,predicate_not_grounded
sent_0218,"In April 2014 , Zane , along with friend Derek Stevens , announced a Kickstarter to fund a 50th anniversary Furthur Bus Trip , offering donors a chance to ride the famous bus .",Zane,offered,chance,predicate_not_grounded
sent_0218,"In April 2014 , Zane , along with friend Derek Stevens , announced a Kickstarter to fund a 50th anniversary Furthur Bus Trip , offering donors a chance to ride the famous bus .",Zane,offered,ride,predicate_not_grounded
sent_0218,"In April 2014 , Zane , along with friend Derek Stevens , announced a Kickstarter to fund a 50th anniversary Furthur Bus Trip , offering donors a chance to ride the famous bus .",Zane,offered,famous bus,predicate_not_grounded
sent_0218,"In April 2014 , Zane , along with friend Derek Stevens , announced a Kickstarter to fund a 50th anniversary Furthur Bus Trip , offering donors a chance to ride the famous bus .",Kickstarter,is used for,funding,object_ungroundable
sent_0220,Millais painted daily into the winter putting lamps under the tub to warm the water .,Millais,put,lamps,predicate_not_grounded
sent_0220,Millais painted daily into the winter putting lamps under the tub to warm the water .,tub,to,warm,predicate_not_grounded
sent_0221,"Crime Master slashes her when he finds out about this , but before passing out , she alerts the FBI that he is in league with Otto Octavius and his inhumane experiments .",Crime Master,finds out,this,object_not_grounded
sent_0221,"Crime Master slashes her when he finds out about this , but before passing out , she alerts the FBI that he is in league with Otto Octavius and his inhumane experiments .",Otto Octavius,does,inhumane experiments,predicate_not_grounded
sent_0222,He was separated from his family as a young boy during the Cuban Revolution when he was sent to the United States to live with a foster family through an outreach program while his father was placed in a Cuban prison .,He,was separated,from,object_not_grounded
sent_0222,He was separated from his family as a young boy during the Cuban Revolution when he was sent to the United States to live with a foster family through an outreach program while his father was placed in a Cuban prison .,He,was sent,to,object_not_grounded
sent_0222,He was separated from his family as a young boy during the Cuban Revolution when he was sent to the United States to live with a foster family through an outreach program while his father was placed in a Cuban prison .,He,was sent,with,object_not_grounded
sent_0222,He was separated from his family as a young boy during the Cuban Revolution when he was sent to the United States to live with a foster family through an outreach program while his father was placed in a Cuban prison .,He,was sent,with a,object_not_grounded
sent_0222,He was separated from his family as a young boy during the Cuban Revolution when he was sent to the United States to live with a foster family through an outreach program while his father was placed in a Cuban prison .,He,was sent,a,object_not_grounded
sent_0222,He was separated from his family as a young boy during the Cuban Revolution when he was sent to the United States to live with a foster family through an outreach program while his father was placed in a Cuban prison .,He,was placed,in,object_not_grounded
sent_0222,He was separated from his family as a young boy during the Cuban Revolution when he was sent to the United States to live with a foster family through an outreach program while his father was placed in a Cuban prison .,He,was placed,in a,object_not_grounded
sent_0222,He was separated from his family as a young boy during the Cuban Revolution when he was sent to the United States to live with a foster family through an outreach program while his father was placed in a Cuban prison .,His father,was,in,object_not_grounded
sent_0222,He was separated from his family as a young boy during the Cuban Revolution when he was sent to the United States to live with a foster family through an outreach program while his father was placed in a Cuban prison .,His father,was,in a,object_not_grounded
sent_0223,"During the language shift , however , the receding language A still influences language B .",language B,is influenced by,language A,predicate_not_grounded
sent_0225,"The Tsar chose to accept the draft authored by Peter Kharitonov , Deputy State Secretary of the State Chancellory , as the basis for the new constitution .",Peter Kharitonov,Deputy State Secretary of the State Chancellory,has,object_ungroundable
sent_0226,"In 1862 , Henry Letheby obtained a partly conductive material by anodic oxidation of aniline in sulfuric acid .",sulfuric acid,was used for,anodic oxidation,predicate_not_grounded
sent_0226,"In 1862 , Henry Letheby obtained a partly conductive material by anodic oxidation of aniline in sulfuric acid .",aniline,was oxidized,Henry Letheby,predicate_not_grounded
sent_0226,"In 1862 , Henry Letheby obtained a partly conductive material by anodic oxidation of aniline in sulfuric acid .",sulfuric acid,was used,Henry Letheby,predicate_not_grounded
sent_0229,"The Prahran and Malvern Tramways Trust opened a line from Alcand Street , St Kilda to Hawthorn Road , Caulfield North along Carlisle Street/Balaclava Road on 12 April 1913 .",line,from,"Alcand Street, St Kilda",predicate_not_grounded
sent_0229,"The Prahran and Malvern Tramways Trust opened a line from Alcand Street , St Kilda to Hawthorn Road , Caulfield North along Carlisle Street/Balaclava Road on 12 April 1913 .",line,to,"Hawthorn Road, Caulfield North",predicate_not_grounded
sent_0229,"The Prahran and Malvern Tramways Trust opened a line from Alcand Street , St Kilda to Hawthorn Road , Caulfield North along Carlisle Street/Balaclava Road on 12 April 1913 .",12 April 1913,occurred on,opening of line,predicate_not_grounded
sent_0230,"The doctor , Erasistratus , suspects love is behind Antiochus 's suffering .",Antiochus,has,suffering,predicate_not_grounded
sent_0230,"The doctor , Erasistratus , suspects love is behind Antiochus 's suffering .",Erasistratus,diagnoses,Antiochus,predicate_not_grounded
sent_0230,"The doctor , Erasistratus , suspects love is behind Antiochus 's suffering .",Antiochus,is,patient,object_ungroundable
sent_0230,"The doctor , Erasistratus , suspects love is behind Antiochus 's suffering .",Erasistratus,examines,Antiochus,predicate_not_grounded
sent_0231,"During the celebrations of his Silver Jubilee in November 1955 , Haile Selassie introduced a revised constitution , whereby he retained effective power , while extending political participation to the people by allowing the lower house of parliament to become an elected body .",Haile Selassie,extended,political participation,predicate_not_grounded
sent_0231,"During the celebrations of his Silver Jubilee in November 1955 , Haile Selassie introduced a revised constitution , whereby he retained effective power , while extending political participation to the people by allowing the lower house of parliament to become an elected body .",Haile Selassie,allowed,lower house of parliament to become an elected body,predicate_not_grounded
sent_0231,"During the celebrations of his Silver Jubilee in November 1955 , Haile Selassie introduced a revised constitution , whereby he retained effective power , while extending political participation to the people by allowing the lower house of parliament to become an elected body .",November 1955,occurred,celebrations,predicate_not_grounded
sent_0231,"During the celebrations of his Silver Jubilee in November 1955 , Haile Selassie introduced a revised constitution , whereby he retained effective power , while extending political participation to the people by allowing the lower house of parliament to become an elected body .",Silver Jubilee,was,celebrated,object_ungroundable
sent_0231,"During the celebrations of his Silver Jubilee in November 1955 , Haile Selassie introduced a revised constitution , whereby he retained effective power , while extending political participation to the people by allowing the lower house of parliament to become an elected body .",Lower house of parliament,became,elected body,predicate_not_grounded
sent_0232,"As a result , environmental factors are also understood to contribute heavily to the strength of intimate relationships .",intimate relationships,have,strength,predicate_not_grounded
sent_0233,"In line this with , Edwards 's early years , as seen in Comico 's graphic novel , were re-imagined in the comic book mini-series , `` Robotech : From the Stars '' , published WildStorm .",Edwards,had,early years,predicate_not_grounded
sent_0233,"In line this with , Edwards 's early years , as seen in Comico 's graphic novel , were re-imagined in the comic book mini-series , `` Robotech : From the Stars '' , published WildStorm .",Comico,graphic novel,contains,object_ungroundable
sent_0233,"In line this with , Edwards 's early years , as seen in Comico 's graphic novel , were re-imagined in the comic book mini-series , `` Robotech : From the Stars '' , published WildStorm .",Robotech,re-imagined,in,object_not_grounded
sent_0237,"Each of the programs uses a combination of funding priorities and geographic requirements to select grants , described on the foundation 's web site .",Funding priorities,use,combination,predicate_not_grounded
sent_0237,"Each of the programs uses a combination of funding priorities and geographic requirements to select grants , described on the foundation 's web site .",Geographic requirements,use,combination,predicate_not_grounded
sent_0237,"Each of the programs uses a combination of funding priorities and geographic requirements to select grants , described on the foundation 's web site .",Foundation,has,web site,predicate_not_grounded
sent_0239,He was also able to more easily control his animal instincts after this second mutation .,He,have,animal instincts,predicate_not_grounded
sent_0239,He was also able to more easily control his animal instincts after this second mutation .,He,have,second mutation,predicate_not_grounded
sent_0240,"A year later , he was appointed Attorney-General for Ireland and on this occasion was sworn of the Privy Council of Ireland .",a year later,occurred,he was appointed Attorney-General for Ireland,predicate_not_grounded
sent_0244,"In England , emphasis was placed on the orientation of the chapels to the east .",England,has,chapels,predicate_not_grounded
sent_0244,"In England , emphasis was placed on the orientation of the chapels to the east .",Chapels,are oriented to,east,predicate_not_grounded
sent_0246,"He probably saw active service as a soldier for the Scottish forces in The Netherlands in the later 1570s , although there is no certain documentary evidence of this .",He,served,in,object_not_grounded
sent_0246,"He probably saw active service as a soldier for the Scottish forces in The Netherlands in the later 1570s , although there is no certain documentary evidence of this .",The Netherlands,was,location,object_ungroundable
sent_0246,"He probably saw active service as a soldier for the Scottish forces in The Netherlands in the later 1570s , although there is no certain documentary evidence of this .",The Netherlands,was,place,object_ungroundable
sent_0246,"He probably saw active service as a soldier for the Scottish forces in The Netherlands in the later 1570s , although there is no certain documentary evidence of this .",The later 1570s,was,time period,object_ungroundable
sent_0247,The 2005 model introduced a third row of seats to the Pathfinder line for the first time .,Pathfinder line,had,first time,predicate_not_grounded
sent_0247,The 2005 model introduced a third row of seats to the Pathfinder line for the first time .,Pathfinder line,had,a third row of seats,predicate_not_grounded
sent_0247,The 2005 model introduced a third row of seats to the Pathfinder line for the first time .,Pathfinder line,had,seats,predicate_not_grounded
sent_0248,"US 258 and the two state highways cross the Tar River on the freeway , then exit US 64 onto Mutual Boulevard at a partial interchange on the east side of the river in Princeville .",US 258,crosses,Tar River,predicate_not_grounded
sent_0248,"US 258 and the two state highways cross the Tar River on the freeway , then exit US 64 onto Mutual Boulevard at a partial interchange on the east side of the river in Princeville .",US 258,crosses,freeway,predicate_not_grounded
sent_0248,"US 258 and the two state highways cross the Tar River on the freeway , then exit US 64 onto Mutual Boulevard at a partial interchange on the east side of the river in Princeville .",US 64,exits,Mutual Boulevard,predicate_not_grounded
sent_0248,"US 258 and the two state highways cross the Tar River on the freeway , then exit US 64 onto Mutual Boulevard at a partial interchange on the east side of the river in Princeville .",US 64,exits,partial interchange,predicate_not_grounded
sent_0248,"US 258 and the two state highways cross the Tar River on the freeway , then exit US 64 onto Mutual Boulevard at a partial interchange on the east side of the river in Princeville .",US 64,exits,Princeville,predicate_not_grounded
sent_0248,"US 258 and the two state highways cross the Tar River on the freeway , then exit US 64 onto Mutual Boulevard at a partial interchange on the east side of the river in Princeville .",Tar River,is crossed by,US 258,predicate_not_grounded
sent_0248,"US 258 and the two state highways cross the Tar River on the freeway , then exit US 64 onto Mutual Boulevard at a partial interchange on the east side of the river in Princeville .",Tar River,is crossed by,US 64,predicate_not_grounded
sent_0248,"US 258 and the two state highways cross the Tar River on the freeway , then exit US 64 onto Mutual Boulevard at a partial interchange on the east side of the river in Princeville .",Freeway,is crossed by,US 258,predicate_not_grounded
sent_0248,"US 258 and the two state highways cross the Tar River on the freeway , then exit US 64 onto Mutual Boulevard at a partial interchange on the east side of the river in Princeville .",Mutual Boulevard,is exited by,US 64,predicate_not_grounded
sent_0248,"US 258 and the two state highways cross the Tar River on the freeway , then exit US 64 onto Mutual Boulevard at a partial interchange on the east side of the river in Princeville .",Princeville,is located in,partial interchange,predicate_not_grounded
sent_0248,"US 258 and the two state highways cross the Tar River on the freeway , then exit US 64 onto Mutual Boulevard at a partial interchange on the east side of the river in Princeville .",Princeville,is located in,east side,predicate_not_grounded
sent_0248,"US 258 and the two state highways cross the Tar River on the freeway , then exit US 64 onto Mutual Boulevard at a partial interchange on the east side of the river in Princeville .",Partial interchange,is located on,Tar River,predicate_not_grounded
sent_0248,"US 258 and the two state highways cross the Tar River on the freeway , then exit US 64 onto Mutual Boulevard at a partial interchange on the east side of the river in Princeville .",Partial interchange,is exited by,US 64,predicate_not_grounded
sent_0248,"US 258 and the two state highways cross the Tar River on the freeway , then exit US 64 onto Mutual Boulevard at a partial interchange on the east side of the river in Princeville .",East side,is part of,Princeville,predicate_not_grounded
sent_0250,"Charles had concerns about being able to declare his belief in all the dogmas of the Church of England , so as well as hunting and fishing , he studied divinity books .",Charles,believes,dogmas,predicate_not_grounded
sent_0250,"Charles had concerns about being able to declare his belief in all the dogmas of the Church of England , so as well as hunting and fishing , he studied divinity books .",Charles,has,belief,predicate_not_grounded
sent_0251,"The use of high ranking , anonymous sources has caused numerous scandals for the Bush Administration , most notably the Plame Affair .",The use,causes,scandals,predicate_not_grounded
sent_0251,"The use of high ranking , anonymous sources has caused numerous scandals for the Bush Administration , most notably the Plame Affair .",The use,uses,high ranking,predicate_not_grounded
sent_0251,"The use of high ranking , anonymous sources has caused numerous scandals for the Bush Administration , most notably the Plame Affair .",The use,uses,anonymous,predicate_not_grounded
sent_0252,"It deals with cases of fraud in relation to direct taxes and indirect taxes , tax credits , drug smuggling , and money laundering , cases involving United Nations trade sanctions , conflict diamonds and CITES .",cases,relate to,direct taxes,predicate_not_grounded
sent_0252,"It deals with cases of fraud in relation to direct taxes and indirect taxes , tax credits , drug smuggling , and money laundering , cases involving United Nations trade sanctions , conflict diamonds and CITES .",cases,relate to,indirect taxes,predicate_not_grounded
sent_0252,"It deals with cases of fraud in relation to direct taxes and indirect taxes , tax credits , drug smuggling , and money laundering , cases involving United Nations trade sanctions , conflict diamonds and CITES .",cases,relate to,tax credits,predicate_not_grounded
sent_0252,"It deals with cases of fraud in relation to direct taxes and indirect taxes , tax credits , drug smuggling , and money laundering , cases involving United Nations trade sanctions , conflict diamonds and CITES .",cases,relate to,drug smuggling,predicate_not_grounded
sent_0252,"It deals with cases of fraud in relation to direct taxes and indirect taxes , tax credits , drug smuggling , and money laundering , cases involving United Nations trade sanctions , conflict diamonds and CITES .",cases,relate to,money laundering,predicate_not_grounded
sent_0252,"It deals with cases of fraud in relation to direct taxes and indirect taxes , tax credits , drug smuggling , and money laundering , cases involving United Nations trade sanctions , conflict diamonds and CITES .",cases,involve,United Nations trade sanctions,predicate_not_grounded
sent_0252,"It deals with cases of fraud in relation to direct taxes and indirect taxes , tax credits , drug smuggling , and money laundering , cases involving United Nations trade sanctions , conflict diamonds and CITES .",cases,involve,conflict diamonds,predicate_not_grounded
