sent_id,Subject,Predicate,Object,reason
sent_0663,The river,was,dammed off,unverified
sent_0669,The Prefecture Apostolic of Peng-yang,was erected,17 March 1929,reject
sent_0670,Ostrov,based on,electronic and,reject
sent_0670,Ostrov,based on,textile industries,reject
sent_0676,1st Armored,deploy,single entity,reject
sent_0676,1st Armored,deploy,Tunisia,reject
sent_0678,Royal Couple,lived,Sweden,reject
sent_0680,The first library in Huntington Beach,has,Central,reject
sent_0680,The first library in Huntington Beach,has,Oak View,reject
sent_0680,The first library in Huntington Beach,has,Helen Murphy,reject
sent_0687,The lodge,may has,two weeks,reject
sent_0689,The permanent members,are,faculty of arts and sciences,reject
sent_0689,The permanent members,are,harvard business school,reject
sent_0689,The permanent members,are,harvard law school,reject
sent_0689,The permanent members,are,harvard medical school,reject
sent_0697,Pierre Dumas,be,the race doctor,reject
sent_0697,Pierre Dumas,be,drinking wine,reject
sent_0697,Pierre Dumas,be,taking aspirin,reject
sent_0699,Jane Waterleigh,named,Barrie,reject
sent_0702,The staff,not provides,a family-style home-cooked dinner,reject
sent_0702,The staff,not provides,dinner,reject
sent_0702,The staff,not provides,every night,reject
sent_0702,The staff,not provides,dinner,reject
sent_0702,Dartmouth students,not attend,a family-style home-cooked dinner,reject
sent_0702,Dartmouth students,not attend,dinner,reject
sent_0702,Dartmouth students,not attend,every night,reject
sent_0702,Dartmouth students,not attend,dinner,reject
sent_0702,Community members,not attend,a family-style home-cooked dinner,reject
sent_0702,Community members,not attend,dinner,reject
sent_0702,Community members,not attend,every night,reject
sent_0702,Community members,not attend,dinner,reject
sent_0702,Appalachian Trail thru-hikers,not attend,a family-style home-cooked dinner,reject
sent_0702,Appalachian Trail thru-hikers,not attend,dinner,reject
sent_0702,Appalachian Trail thru-hikers,not attend,every night,reject
sent_0702,Appalachian Trail thru-hikers,not attend,dinner,reject
sent_0702,Tourists,not attend,a family-style home-cooked dinner,reject
sent_0702,Tourists,not attend,dinner,reject
sent_0702,Tourists,not attend,every night,reject
sent_0702,Tourists,not attend,dinner,reject
sent_0702,Dartmouth professors,not attend,a family-style home-cooked dinner,reject
sent_0702,Dartmouth professors,not attend,dinner,reject
sent_0702,Dartmouth professors,not attend,every night,reject
sent_0702,Dartmouth professors,not attend,dinner,reject
sent_0704,Stations,were renamed,Midsomer Norton Upper,reject
sent_0704,British Railways,renamed,Midsomer Norton Upper,reject
sent_0704,Midsomer Norton Upper,was,renamed,reject
sent_0705,solid lump,is,lump,reject
sent_0706,Amazon.com,is,market,reject
sent_0708,The town,was served by,the Bristol and North Somerset Railway,reject
sent_0710,video,be,first,reject
sent_0716,Households,no had,children under the age of 18 living with them,reject
sent_0716,Households,no had,married couples living together,reject
sent_0716,Households,no had,a female householder with no husband present,reject
sent_0716,Households,no were,non-families,reject
sent_0716,Children under the age of 18 living with them,no were,households out of which 30 1,reject
sent_0716,Married couples living together,no were,49 7 were,reject
sent_0717,Households,no had,children under the age of 18 living with them,reject
sent_0717,Households,no had,married couples living together,reject
sent_0717,Households,no had,a female householder with no husband present,reject
sent_0717,Households,no were,non-families,reject
sent_0717,Children under the age of 18 living with them,no were,households out of which 35 00,reject
sent_0717,Married couples living together,no were,56 30 were,reject
sent_0718,Households,no had,children under the age of 18 living with them,reject
sent_0718,Households,no had,married couples living together,reject
sent_0718,Households,no had,female householder with no husband present,reject
sent_0718,Households,no were,non-families,reject
sent_0718,Children under the age of 18 living with them,no were,households out of which 35 3,reject
sent_0718,Non-families,no were,6 524 households,reject
sent_0725,They,beat,Azusa Pacific,reject
sent_0731,Calvin,was,promote,reject
sent_0733,Welsh language,was,language,reject
sent_0737,inspections,be,carried out by,unverified
sent_0739,Tobias,is,maeby to,reject
sent_0740,Medieval school of Jewish Philosophy,no framed,Judaism,reject
sent_0740,Medieval school of Jewish Philosophy,no framed,Greek thought,reject
sent_0740,Medieval school of Jewish Philosophy,no framed,human intellect,reject
sent_0744,Trumbull,being,special-effects creator,reject
sent_0744,Trumbull,being,sole,reject
sent_0745,Laura Dern,is,mother,reject
sent_0745,Bruce Dern,is,husband,reject
sent_0748,NC 222,intersects,US 258,reject
sent_0750,Uncle Sam,not prefers,small beer,reject
sent_0750,he,not is,a yeoman,reject
sent_0750,he,not prefers,domestic peace,reject
sent_0752,Wakeboarding,is practiced by,men,reject
sent_0752,Wakeboarding,is practiced by,women,reject
sent_0753,Watson,elected,his caucus,reject
sent_0757,Stauffenberg,could no convinced,that no one in the room could have survived,reject
sent_0757,the explosion,could no tore,the hut,reject
sent_0757,the explosion,could no went through,the hut,reject
sent_0757,Stauffenberg,could no thought,that no one in the room could have survived,reject
sent_0760,Cosmos,might no expressed concern for,Battra,unverified
sent_0762,Russia,was transformed,an absolute monarchy,reject
sent_0764,Wright,may was the subject of,This Is Your Life,reject
sent_0764,Wright,may was surprised by,Michael Aspel,unverified
sent_0764,Eamonn Andrews,may surprised,Wright,reject
sent_0764,Michael Aspel,may surprised,Wright,unverified
sent_0768,Le Griffon,shipwreck,Great Lakes,reject
sent_0768,Great Lakes,shipwreck,Le Griffon,reject
sent_0771,he,without gave,recitals,reject
sent_0771,he,without gave,concerts,reject
sent_0771,he,without gave,master classes,reject
sent_0771,he,without was,concert organists,reject
sent_0771,he,without was,worldwide,reject
sent_0772,Scott,told,a casting director,reject
sent_0772,he,met,Scott,reject
sent_0774,Condon,not saw,Hauptmann,reject
sent_0774,Condon,not told,Turrou,reject
sent_0774,Condon,not claimed,John,reject
sent_0774,Condon,not passed,ransom money,unverified
sent_0774,Condon,not passed,money,reject
sent_0774,Condon,not identified,Hauptmann,reject
sent_0774,Turrou,not was,FBI Special Agent,unverified
sent_0774,Hauptmann,not was,in a lineup,reject
sent_0774,Condon,not went,Greenwich Street Station,reject
sent_0774,Hauptmann,not was,in a lineup at,reject
sent_0774,Condon,not went,New York Police Department,reject
