sent_id,Subject,Predicate,Object,stage_a_decision,triggered_retrieval,final_decision,error_type
sent_0142,Americans,not consider,New York City,LOCAL_ACCEPT,False,REJECT,contradiction_or_false
sent_0142,Europeans,not consider,New York City,LOCAL_ACCEPT,False,REJECT,contradiction_or_false
sent_0142,New York City,not has,ethnic groups,LOCAL_ACCEPT,False,REJECT,contradiction_or_false
sent_0142,New York City,not has,neighborhoods,LOCAL_ACCEPT,False,REJECT,contradiction_or_false
sent_0142,New York City,not has,Chinatown,LOCAL_ACCEPT,False,REJECT,contradiction_or_false
sent_0142,New York City,not has,Little Italy,LOCAL_ACCEPT,False,REJECT,contradiction_or_false
sent_0143,University of Florida,refused,BYX,LOCAL_ACCEPT,False,ACCEPT,
sent_0144,Ely Cathedral,never has,wooden ceiling,LOCAL_ACCEPT,False,REJECT,contradiction_or_false
sent_0144,Ely Cathedral,never retains,wooden ceiling,LOCAL_ACCEPT,False,REJECT,contradiction_or_false
sent_0144,Ely Cathedral,never has,nave,LOCAL_ACCEPT,False,REJECT,contradiction_or_false
sent_0144,Ely Cathedral,never,vaulted,LOCAL_ACCEPT,False,ACCEPT,
sent_0145,His body,was laid to rest,St. Gwynno Church,LOCAL_ACCEPT,False,ACCEPT,
sent_0145,His body,was laid to rest,the Llanwynno forestry,LOCAL_ACCEPT,False,ACCEPT,
sent_0146,Alvarez,was reunited with,family,LOCAL_ACCEPT,False,ACCEPT,
sent_0146,Alvarez,was reunited with,his,LOCAL_ACCEPT,False,ACCEPT,
sent_0146,Alvarez,was,New York,LOCAL_ACCEPT,True,ACCEPT,
sent_0146,Alvarez,was,reunited,LOCAL_ACCEPT,False,ACCEPT,
sent_0146,family,was,reunited,LOCAL_ACCEPT,False,ACCEPT,
sent_0146,family,was,Alvarez,LOCAL_ACCEPT,True,ACCEPT,
sent_0146,father,was,able,LOCAL_ACCEPT,False,ACCEPT,
sent_0146,father,was,start,LOCAL_ACCEPT,True,REJECT,low_support
sent_0146,father,was,business,LOCAL_ACCEPT,False,ACCEPT,
sent_0146,father,was,Hoboken,LOCAL_ACCEPT,True,REJECT,low_support
sent_0146,father,was,New Jersey,LOCAL_ACCEPT,True,REJECT,low_support
sent_0146,business,was,start,LOCAL_ACCEPT,False,ACCEPT,
sent_0146,business,was,father,LOCAL_ACCEPT,True,ACCEPT,
sent_0146,business,was,Hoboken,LOCAL_ACCEPT,False,ACCEPT,
sent_0146,business,was,New Jersey,LOCAL_ACCEPT,True,REJECT,low_support
sent_0147,This church,is,of medieval origin,LOCAL_ACCEPT,False,ACCEPT,
sent_0147,This church,has,building,LOCAL_ACCEPT,False,ACCEPT,
sent_0147,building,undergone,transformation,LOCAL_ACCEPT,False,ACCEPT,
sent_0147,building,has,undergone a radical transformation in 1885,LOCAL_ACCEPT,False,ACCEPT,
sent_0147,building,has,undergone a radical transformation,LOCAL_ACCEPT,False,ACCEPT,
sent_0147,building,transformation,in 1885,LOCAL_ACCEPT,False,ACCEPT,
sent_0148,El Camino High School,offers,A-G courses,LOCAL_ACCEPT,False,ACCEPT,
sent_0148,El Camino High School,offers,recommended a g courses,LOCAL_ACCEPT,False,ACCEPT,
sent_0148,University of California,illustrates,minimum level of academic preparation,LOCAL_ACCEPT,False,ACCEPT,
sent_0148,University of California,illustrates,level of academic preparation,LOCAL_ACCEPT,False,ACCEPT,
sent_0148,students,ought to achieve,minimum level of academic preparation,LOCAL_ACCEPT,False,ACCEPT,
sent_0148,students,ought to achieve,level of academic preparation,LOCAL_ACCEPT,False,ACCEPT,
sent_0148,students,undertake,university level work,LOCAL_ACCEPT,True,ACCEPT,
sent_0149,Syria,regained,Mount Hermon,LOCAL_ACCEPT,True,REJECT,low_support
sent_0149,October 6,1973,first day,LOCAL_ACCEPT,False,ACCEPT,
sent_0149,October 6,1973,first day,LOCAL_ACCEPT,False,ACCEPT,
sent_0150,decision,receive,praise,LOCAL_ACCEPT,False,ACCEPT,
sent_0150,pilot,be,Japanese,LOCAL_ACCEPT,True,REJECT,low_support
sent_0152,he,was chosen,Chief Justice,LOCAL_ACCEPT,False,ACCEPT,
sent_0152,he,was,Chief Justice,LOCAL_ACCEPT,False,ACCEPT,
sent_0152,he,was,of the Court,LOCAL_ACCEPT,False,ACCEPT,
sent_0152,he,was,of the Court of Queen's Bench,LOCAL_ACCEPT,False,ACCEPT,
sent_0152,he,was,the court of queen s bench,LOCAL_ACCEPT,False,ACCEPT,
sent_0152,he,was chosen,of the Court of Queen's Bench,LOCAL_ACCEPT,False,ACCEPT,
sent_0152,he,was chosen,of Queen's Bench,LOCAL_ACCEPT,False,ACCEPT,
sent_0152,he,was,in 1845,LOCAL_ACCEPT,False,ACCEPT,
sent_0152,he,was chosen,in 1845,LOCAL_ACCEPT,False,ACCEPT,
sent_0152,he,was,Chief Justice of,LOCAL_ACCEPT,False,ACCEPT,
sent_0152,he,was,Chief Justice of the Court,LOCAL_ACCEPT,False,ACCEPT,
sent_0152,he,was,Chief Justice of the Court of,LOCAL_ACCEPT,False,ACCEPT,
sent_0152,he,was,Chief Justice of the Court of Queen's Bench,LOCAL_ACCEPT,False,ACCEPT,
sent_0152,he,was chosen,Chief Justice of the Court,LOCAL_ACCEPT,False,ACCEPT,
sent_0152,he,was chosen,Chief Justice of the Court of,LOCAL_ACCEPT,False,ACCEPT,
sent_0152,he,was chosen,Chief Justice of the Court of Queen's Bench,LOCAL_ACCEPT,False,ACCEPT,
sent_0153,British,capture,Madrid,LOCAL_ACCEPT,False,ACCEPT,
sent_0153,Hill,have responsibility for,army,LOCAL_ACCEPT,False,ACCEPT,
sent_0154,Attack Squadron 725,based at,NAS Glenview,LOCAL_ACCEPT,False,ACCEPT,
sent_0154,Attack Squadron 725,part of,NARTU Glenview,LOCAL_ACCEPT,False,ACCEPT,
sent_0154,Attack Squadron 725,redesignated as,Attack Squadron 209,LOCAL_ACCEPT,False,ACCEPT,
sent_0154,Attack Squadron 209,part of,Carrier Air Wing Reserve TWENTY,LOCAL_ACCEPT,False,ACCEPT,
sent_0154,Attack Squadron 725,part of,Carrier Air Wing Reserve TWENTY,LOCAL_ACCEPT,False,ACCEPT,
sent_0154,Attack Squadron 725,until,1970,LOCAL_ACCEPT,False,ACCEPT,
sent_0155,Freebirds World Burrito,had,corporate headquarters,LOCAL_ACCEPT,False,ACCEPT,
sent_0155,Freebirds World Burrito,had,College Station,LOCAL_ACCEPT,False,ACCEPT,
sent_0156,Passengers,change,Twyford,LOCAL_ACCEPT,False,ACCEPT,
sent_0156,Passengers,change,during,LOCAL_ACCEPT,False,ACCEPT,
sent_0156,Passengers,change,off peak,LOCAL_ACCEPT,False,ACCEPT,
sent_0157,STA,was converted,flightworthy orbiter,LOCAL_ACCEPT,False,ACCEPT,
sent_0157,STA,was re designated,OV-099,LOCAL_ACCEPT,False,ACCEPT,
sent_0157,STA,was christened,Challenger,LOCAL_ACCEPT,False,ACCEPT,
sent_0158,This font,contains,many largely recognized shapes and gestures,LOCAL_ACCEPT,False,ACCEPT,
sent_0158,This font,contains,some recognized world symbols,LOCAL_ACCEPT,False,ACCEPT,
sent_0158,This font,contains,the Star of David,LOCAL_ACCEPT,False,ACCEPT,
sent_0158,This font,contains,the symbols of the zodiac,LOCAL_ACCEPT,False,ACCEPT,
sent_0158,This font,contains,index or manicle signs,LOCAL_ACCEPT,False,ACCEPT,
sent_0158,This font,contains,manicle signs,LOCAL_ACCEPT,False,ACCEPT,
sent_0158,This font,contains,obscure ampersands,LOCAL_ACCEPT,False,ACCEPT,
sent_0159,Passenger services,terminated,31 December 1954,LOCAL_ACCEPT,False,ACCEPT,
sent_0159,Passenger services,were,terminated,LOCAL_ACCEPT,False,ACCEPT,
sent_0160,Sikorsky,not say,factors,LOCAL_ACCEPT,False,REJECT,contradiction_or_false
sent_0160,Sikorsky,not say,budget cuts,LOCAL_ACCEPT,False,REJECT,contradiction_or_false
sent_0160,Sikorsky,not say,requirement creep,LOCAL_ACCEPT,False,REJECT,contradiction_or_false
sent_0160,Sikorsky,not say,long development period,LOCAL_ACCEPT,False,REJECT,contradiction_or_false
sent_0160,Boeing,not say,factors,LOCAL_ACCEPT,False,REJECT,contradiction_or_false
sent_0160,Boeing,not say,budget cuts,LOCAL_ACCEPT,False,REJECT,contradiction_or_false
sent_0160,Boeing,not say,requirement creep,LOCAL_ACCEPT,False,REJECT,contradiction_or_false
sent_0160,Boeing,not say,long development period,LOCAL_ACCEPT,False,REJECT,contradiction_or_false
sent_0160,factors,not cause,problems,LOCAL_ACCEPT,False,REJECT,contradiction_or_false
sent_0160,requirement creep,not cause,problems,LOCAL_ACCEPT,False,REJECT,contradiction_or_false
sent_0160,long development period,not cause,problems,LOCAL_ACCEPT,False,REJECT,contradiction_or_false
sent_0161,Billboard,ranked,thirty-second,LOCAL_ACCEPT,False,ACCEPT,
sent_0161,Billboard,ranked,twelfth,LOCAL_ACCEPT,False,ACCEPT,
sent_0161,the album,was,ranked,LOCAL_ACCEPT,False,ACCEPT,
sent_0161,the album,was,thirty-second,LOCAL_ACCEPT,False,ACCEPT,
sent_0161,the album,was,twelfth,LOCAL_ACCEPT,False,ACCEPT,
sent_0161,the decade-end recap,ranked,the album,LOCAL_ACCEPT,False,ACCEPT,
sent_0161,the R&B field,was,twelfth,LOCAL_ACCEPT,False,ACCEPT,
sent_0162,Video Concert Hall,ran,daily,LOCAL_ACCEPT,False,ACCEPT,
sent_0162,Video Concert Hall,ran,USA Network,LOCAL_ACCEPT,False,ACCEPT,
sent_0162,Video Concert Hall,ran,1978,LOCAL_ACCEPT,True,ACCEPT,
sent_0162,Video Concert Hall,ran,1981,LOCAL_ACCEPT,True,REJECT,low_support
sent_0163,The district,provides,recreation and leisure services,LOCAL_ACCEPT,False,ACCEPT,
sent_0163,The district,provides,services,LOCAL_ACCEPT,False,ACCEPT,
sent_0163,The district,provides,many non-residents,LOCAL_ACCEPT,False,ACCEPT,
sent_0163,The district,provides,non-residents,LOCAL_ACCEPT,False,ACCEPT,
sent_0163,The district,provides,a fee basis,LOCAL_ACCEPT,False,ACCEPT,
sent_0163,The district,provides,basis,LOCAL_ACCEPT,True,ACCEPT,
sent_0163,The district,provides,fee,LOCAL_ACCEPT,False,ACCEPT,
sent_0163,The district,provides,recreation,LOCAL_ACCEPT,False,ACCEPT,
sent_0163,The district,provides,leisure,LOCAL_ACCEPT,False,ACCEPT,
sent_0163,The district,provides,many,LOCAL_ACCEPT,False,ACCEPT,
sent_0163,The area,provides,recreation and leisure services,LOCAL_ACCEPT,False,ACCEPT,
sent_0163,The area,provides,services,LOCAL_ACCEPT,False,ACCEPT,
sent_0163,The area,provides,non-residents,LOCAL_ACCEPT,False,ACCEPT,
sent_0163,The area,provides,basis,LOCAL_ACCEPT,True,ACCEPT,
sent_0163,The area,provides,fee,LOCAL_ACCEPT,False,ACCEPT,
sent_0163,The area,provides,recreation,LOCAL_ACCEPT,False,ACCEPT,
sent_0163,The area,provides,leisure,LOCAL_ACCEPT,False,ACCEPT,
sent_0164,The lodge,hosts,fellowship events,LOCAL_ACCEPT,False,ACCEPT,
sent_0164,The lodge,hosts,conclaves,LOCAL_ACCEPT,False,ACCEPT,
sent_0164,The lodge,hosts,training events,LOCAL_ACCEPT,False,ACCEPT,
sent_0164,The lodge,hosts,annual family banquet,LOCAL_ACCEPT,False,ACCEPT,
sent_0164,The lodge,supports,council activities,LOCAL_ACCEPT,False,ACCEPT,
sent_0164,The lodge,supports,Council-run events,LOCAL_ACCEPT,False,ACCEPT,
sent_0165,She,is working,full-time,LOCAL_ACCEPT,False,ACCEPT,
sent_0165,Wesley,is working,part-time,LOCAL_ACCEPT,False,ACCEPT,
sent_0166,Brumbies,won,47 to 38,LOCAL_ACCEPT,False,ACCEPT,
sent_0166,Brumbies,won,in front of a record crowd,LOCAL_ACCEPT,False,ACCEPT,
sent_0167,Dangaioh,has characters,characters,LOCAL_ACCEPT,False,ACCEPT,
sent_0167,Dangaioh,has mecha,mecha,LOCAL_ACCEPT,False,ACCEPT,
sent_0167,Dangaioh,has storyline elements,storyline elements,LOCAL_ACCEPT,False,ACCEPT,
sent_0169,Porter,wrote,1980,LOCAL_ACCEPT,False,ACCEPT,
sent_0169,Porter,wrote,strategy,LOCAL_ACCEPT,False,ACCEPT,
sent_0169,Porter,wrote,that strategy,LOCAL_ACCEPT,False,ACCEPT,
sent_0169,strategy,target,cost leadership,LOCAL_ACCEPT,False,ACCEPT,
sent_0169,strategy,target,differentiation,LOCAL_ACCEPT,False,ACCEPT,
sent_0169,strategy,target,focus,LOCAL_ACCEPT,False,ACCEPT,
sent_0170,algorithm,is,Smith-Waterman,LOCAL_ACCEPT,False,ACCEPT,
sent_0170,Smith-Waterman,is,alternative,LOCAL_ACCEPT,False,ACCEPT,
sent_0170,results,are,best,LOCAL_ACCEPT,True,REJECT,low_support
sent_0170,results,are,possible,LOCAL_ACCEPT,False,ACCEPT,
sent_0171,Tuqiri,named,Australian squad,LOCAL_ACCEPT,True,REJECT,low_support
sent_0173,Maoists of Nepal,have,linkages,LOCAL_ACCEPT,False,ACCEPT,
sent_0173,Maoists of Nepal,have,well-established linkages,LOCAL_ACCEPT,False,ACCEPT,
sent_0173,Maoists of Nepal,have,linkages with,LOCAL_ACCEPT,False,ACCEPT,
sent_0173,Maoists of Nepal,have,linkages with Indian revolutionary communist organizations,LOCAL_ACCEPT,False,ACCEPT,
sent_0173,Maoists of Nepal,have,the communist party of india,LOCAL_ACCEPT,False,ACCEPT,
sent_0173,Indian revolutionary communist organizations,have,linkages with,LOCAL_ACCEPT,True,ACCEPT,
sent_0173,Indian revolutionary communist organizations,have,the maoists of nepal,LOCAL_ACCEPT,True,ACCEPT,
sent_0173,Indian revolutionary communist organizations,have,the communist party of india,LOCAL_ACCEPT,False,ACCEPT,
sent_0173,Communist Party of India,have,linkages with,LOCAL_ACCEPT,True,REJECT,low_support
sent_0173,Communist Party of India,have,the maoists of nepal,LOCAL_ACCEPT,False,ACCEPT,
sent_0173,Communist Party of India,have,linkages with Indian revolutionary communist organizations,LOCAL_ACCEPT,True,ACCEPT,
sent_0173,Communist Party of India,is,leading,LOCAL_ACCEPT,False,ACCEPT,
sent_0173,Communist Party of India,is,leading a protracted people's war,LOCAL_ACCEPT,False,ACCEPT,
sent_0173,Communist Party of India,is,leading a protracted people's war throughout the subcontinent,LOCAL_ACCEPT,False,ACCEPT,
sent_0174,Continuous Capacity Building,is for,enhancement of skills,LOCAL_ACCEPT,False,ACCEPT,
sent_0174,Continuous Capacity Building,is for,competitive strength,LOCAL_ACCEPT,False,ACCEPT,
sent_0175,Peter Bywaters,not offers,personal English as a second language tuition,LOCAL_ACCEPT,False,REJECT,contradiction_or_false
sent_0175,Peter Bywaters,not offers,live-in basis,LOCAL_ACCEPT,False,REJECT,contradiction_or_false
sent_0175,Peter Bywaters,not offers,tuition,LOCAL_ACCEPT,False,REJECT,contradiction_or_false
sent_0175,Peter Bywaters,not offers,at his home,LOCAL_ACCEPT,False,REJECT,contradiction_or_false
sent_0175,Peter Bywaters,not offers,in Brighton,LOCAL_ACCEPT,False,REJECT,contradiction_or_false
sent_0175,Peter Bywaters,not offers,at his home in Brighton,LOCAL_ACCEPT,False,REJECT,contradiction_or_false
sent_0175,Peter Bywaters,not offers,personal English as a second language tuition on a live-in basis,LOCAL_ACCEPT,False,REJECT,contradiction_or_false
sent_0175,Peter Bywaters,not offers,personal english as a second language tuition on,LOCAL_ACCEPT,False,REJECT,contradiction_or_false
sent_0175,Peter Bywaters,not offers,personal english as a second language tuition on,LOCAL_ACCEPT,False,REJECT,contradiction_or_false
sent_0175,Peter Bywaters,not offers,personal English as a second language tuition on a live-in basis at his home,LOCAL_ACCEPT,False,REJECT,contradiction_or_false
sent_0175,Peter Bywaters,not offers,personal English as a second language tuition on a live-in basis at his home in Brighton,LOCAL_ACCEPT,False,REJECT,contradiction_or_false
sent_0175,Peter Bywaters,not offers,English as a second language tuition,LOCAL_ACCEPT,False,REJECT,contradiction_or_false
sent_0175,Peter Bywaters,not offers,English as a second language tuition on a live-in basis,LOCAL_ACCEPT,False,REJECT,contradiction_or_false
sent_0175,Peter Bywaters,not offers,english as a second language tuition on,LOCAL_ACCEPT,False,REJECT,contradiction_or_false
sent_0175,Peter Bywaters,not offers,english as a second language tuition on,LOCAL_ACCEPT,False,REJECT,contradiction_or_false
sent_0175,Peter Bywaters,not offers,English as a second language tuition on a live-in basis at his home,LOCAL_ACCEPT,False,REJECT,contradiction_or_false
sent_0175,Peter Bywaters,not offers,English as a second language tuition on a live-in basis at his home in Brighton,LOCAL_ACCEPT,False,REJECT,contradiction_or_false
sent_0175,Peter Bywaters,not offers,second language tuition,LOCAL_ACCEPT,False,REJECT,contradiction_or_false
sent_0175,Peter Bywaters,not offers,second language tuition on a live-in basis,LOCAL_ACCEPT,False,REJECT,contradiction_or_false
sent_0175,Peter Bywaters,not offers,second language tuition on,LOCAL_ACCEPT,False,REJECT,contradiction_or_false
sent_0175,Peter Bywaters,not offers,second language tuition on,LOCAL_ACCEPT,False,REJECT,contradiction_or_false
sent_0175,Peter Bywaters,not offers,second language tuition on a live-in basis at his home,LOCAL_ACCEPT,False,REJECT,contradiction_or_false
sent_0175,Peter Bywaters,not offers,second language tuition on a live-in basis at his home in Brighton,LOCAL_ACCEPT,False,REJECT,contradiction_or_false
sent_0175,Peter Bywaters,not offers,language tuition,LOCAL_ACCEPT,False,REJECT,contradiction_or_false
sent_0175,Peter Bywaters,not offers,language tuition on a live-in basis,LOCAL_ACCEPT,False,REJECT,contradiction_or_false
sent_0175,Peter Bywaters,not offers,language tuition on,LOCAL_ACCEPT,False,REJECT,contradiction_or_false
sent_0175,Peter Bywaters,not offers,at his home in brighton,LOCAL_ACCEPT,False,REJECT,contradiction_or_false
sent_0175,Peter Bywaters,not offers,language tuition on a live-in basis at his home,LOCAL_ACCEPT,False,REJECT,contradiction_or_false
sent_0175,Peter Bywaters,not offers,language tuition on a live-in basis at his home in Brighton,LOCAL_ACCEPT,False,REJECT,contradiction_or_false
sent_0175,Peter Bywaters,not offers,tuition on a live-in basis,LOCAL_ACCEPT,False,REJECT,contradiction_or_false
sent_0175,Peter Bywaters,not offers,at his home,LOCAL_ACCEPT,False,REJECT,contradiction_or_false
sent_0175,Peter Bywaters,not offers,at his home in brighton,LOCAL_ACCEPT,False,REJECT,contradiction_or_false
sent_0175,Peter Bywaters,not offers,tuition on a live-in basis at his home,LOCAL_ACCEPT,False,REJECT,contradiction_or_false
sent_0175,[Peter Bywaters,not offers,tuition on a live-in basis at his home in Brighton,LOCAL_ACCEPT,False,REJECT,contradiction_or_false
sent_0176,Company,suffered,public relations embarrassment,LOCAL_ACCEPT,False,ACCEPT,
sent_0176,Company,featured,sales flyer,LOCAL_ACCEPT,False,ACCEPT,
sent_0176,"Word ""RAPE""",was,spelled out,LOCAL_ACCEPT,False,ACCEPT,
sent_0176,"Word ""RAPE""",was,center of the board,LOCAL_ACCEPT,False,ACCEPT,
sent_0177,Canal de l'Ourcq,not built,1806,LOCAL_ACCEPT,False,REJECT,contradiction_or_false
sent_0177,Canal de l'Ourcq,not built,Napoleonic era,LOCAL_ACCEPT,False,REJECT,contradiction_or_false
sent_0177,Canal de l'Ourcq,not destined,inland navigation,LOCAL_ACCEPT,False,REJECT,contradiction_or_false
sent_0177,Marne river,is not navigable,temporary sandbanks,LOCAL_ACCEPT,False,ACCEPT,
sent_0178,Plan 9,provides,codice_13 file system,LOCAL_ACCEPT,False,ACCEPT,
sent_0179,His main power,is,a form of energy,LOCAL_ACCEPT,False,ACCEPT,
sent_0179,His main power,fires,energy,LOCAL_ACCEPT,False,ACCEPT,
sent_0179,His main power,fires,a concussive force,LOCAL_ACCEPT,False,ACCEPT,
sent_0179,His main power,fires,disintegrating energy,LOCAL_ACCEPT,False,ACCEPT,
sent_0179,Omega Beam,is used by,the dark lord,LOCAL_ACCEPT,True,ACCEPT,
sent_0180,Rockwell,never retroactively re designated,MPTA,LOCAL_ACCEPT,False,REJECT,contradiction_or_false
sent_0180,Rockwell,never re designated,MPTA-098,LOCAL_ACCEPT,False,REJECT,contradiction_or_false
sent_0180,NASA,never retroactively re designated,MPTA,LOCAL_ACCEPT,False,REJECT,contradiction_or_false
sent_0180,NASA,never re designated,MPTA-098,LOCAL_ACCEPT,False,REJECT,contradiction_or_false
sent_0180,MPTA,never was re designated,MPTA-098,LOCAL_ACCEPT,False,REJECT,contradiction_or_false
sent_0181,Maduveya Vayasu,was played,during,LOCAL_ACCEPT,False,ACCEPT,
sent_0181,Maduveya Vayasu,was played,marriages,LOCAL_ACCEPT,False,ACCEPT,
sent_0181,marriages,were played,Maduveya Vayasu,LOCAL_ACCEPT,False,ACCEPT,
sent_0181,many many years,were played,Maduveya Vayasu,LOCAL_ACCEPT,False,ACCEPT,
sent_0181,Kannada,was played,Maduveya Vayasu,LOCAL_ACCEPT,False,ACCEPT,
sent_0182,Kabul,had,textile,LOCAL_ACCEPT,False,ACCEPT,
sent_0182,Kabul,had,cotton production,LOCAL_ACCEPT,False,ACCEPT,
sent_0182,Kabul,had,carpet production,LOCAL_ACCEPT,False,ACCEPT,
sent_0182,Kabul,came,tourism,LOCAL_ACCEPT,False,ACCEPT,
sent_0182,Tourism,came,Kabul,LOCAL_ACCEPT,False,ACCEPT,
sent_0182,Tourism,was,lost,LOCAL_ACCEPT,False,ACCEPT,
sent_0182,Kabul,lost,tourism,LOCAL_ACCEPT,False,ACCEPT,
sent_0183,Dangaioh,was released,game,LOCAL_ACCEPT,False,ACCEPT,
sent_0183,Dangaioh,was released,PC-8801,LOCAL_ACCEPT,False,ACCEPT,
sent_0183,Dangaioh,was released,April 1990,LOCAL_ACCEPT,False,ACCEPT,
sent_0183,PC-8801,was released,Dangaioh,LOCAL_ACCEPT,False,ACCEPT,
sent_0183,Japan,was released,Dangaioh,LOCAL_ACCEPT,False,ACCEPT,
sent_0183,April 1990,was released,Dangaioh,LOCAL_ACCEPT,False,ACCEPT,
sent_0184,Arp Schnitger,built,organ,LOCAL_ACCEPT,False,ACCEPT,
sent_0184,organ,built,1698,LOCAL_ACCEPT,False,ACCEPT,
sent_0184,organ,built,1843,LOCAL_ACCEPT,False,ACCEPT,
sent_0184,organ,main,organ,LOCAL_ACCEPT,False,ACCEPT,
sent_0184,Baroque period,known,organ makers,LOCAL_ACCEPT,False,ACCEPT,
sent_0184,organ,one of,Baroque period's best known organ makers,LOCAL_ACCEPT,False,ACCEPT,
sent_0185,he,awoke,when,LOCAL_ACCEPT,False,ACCEPT,
sent_0185,he,awoke,a smaller meteorite hit the Earth,LOCAL_ACCEPT,False,ACCEPT,
sent_0185,a smaller meteorite,hit,the Earth,LOCAL_ACCEPT,False,ACCEPT,
sent_0185,a smaller meteorite,hit,1992,LOCAL_ACCEPT,False,ACCEPT,
sent_0185,1992,is,years,LOCAL_ACCEPT,True,ACCEPT,
sent_0185,1992,is,years,LOCAL_ACCEPT,True,ACCEPT,
sent_0185,he,awoke,1992,LOCAL_ACCEPT,False,ACCEPT,
sent_0185,1992,is,seven years too early,LOCAL_ACCEPT,False,ACCEPT,
sent_0186,Sidney Rice,caught,the game winning touchdown,LOCAL_ACCEPT,False,ACCEPT,
sent_0186,Sidney Rice,caught,a 46-yard pass,LOCAL_ACCEPT,False,ACCEPT,
sent_0186,Sidney Rice,caught,from Russell Wilson,LOCAL_ACCEPT,False,ACCEPT,
sent_0186,Sidney Rice,caught,pass,LOCAL_ACCEPT,False,ACCEPT,
sent_0186,Sidney Rice,beat,the New England Patriots,LOCAL_ACCEPT,False,ACCEPT,
sent_0186,Sidney Rice,beat,24-23,LOCAL_ACCEPT,False,ACCEPT,
sent_0186,Russell Wilson,beat,the New England Patriots,LOCAL_ACCEPT,False,ACCEPT,
sent_0186,Russell Wilson,beat,24-23,LOCAL_ACCEPT,False,ACCEPT,
sent_0187,event,is,entropically favored,LOCAL_ACCEPT,False,ACCEPT,
sent_0188,She,used,theatrical flourishes,LOCAL_ACCEPT,False,ACCEPT,
sent_0188,She,used,unique gimmicks,LOCAL_ACCEPT,False,ACCEPT,
sent_0188,Theatrical flourishes,used,stage show,LOCAL_ACCEPT,False,ACCEPT,
sent_0188,Unique gimmicks,used,stage show,LOCAL_ACCEPT,False,ACCEPT,
sent_0188,Theatrical flourishes,went,beyond,LOCAL_ACCEPT,False,ACCEPT,
sent_0188,Theatrical flourishes,went,established burlesque routines,LOCAL_ACCEPT,False,ACCEPT,
sent_0188,Unique gimmicks,went,beyond,LOCAL_ACCEPT,False,ACCEPT,
sent_0188,Unique gimmicks,went,established burlesque routines,LOCAL_ACCEPT,False,ACCEPT,
sent_0188,Theatrical flourishes,like,fan dance,LOCAL_ACCEPT,True,REJECT,low_support
sent_0188,Theatrical flourishes,like,balloon dance,LOCAL_ACCEPT,False,ACCEPT,
sent_0188,Unique gimmicks,like,fan dance,LOCAL_ACCEPT,True,REJECT,low_support
sent_0188,Unique gimmicks,like,balloon dance,LOCAL_ACCEPT,False,ACCEPT,
sent_0189,Latchford viaduct,was opened,8 July 1893,LOCAL_ACCEPT,False,ACCEPT,
sent_0189,Latchford viaduct,is over,Manchester Ship Canal,LOCAL_ACCEPT,False,ACCEPT,
sent_0189,Manchester Ship Canal,is over which,Latchford viaduct,LOCAL_ACCEPT,True,REJECT,low_support
sent_0190,Roison Electronics,established,Roison-Candy,LOCAL_ACCEPT,False,ACCEPT,
sent_0190,Roison-Candy,established by,Roison Electronics,LOCAL_ACCEPT,False,ACCEPT,
sent_0190,Roison-Candy,established,2008,LOCAL_ACCEPT,False,ACCEPT,
sent_0190,Uzbek-Italian Joint Venture,established,Roison-Candy,LOCAL_ACCEPT,False,ACCEPT,
sent_0191,The weapons,do not influence,the other racers,LOCAL_ACCEPT,False,ACCEPT,
sent_0191,The other racers,not are,at all,LOCAL_ACCEPT,True,REJECT,low_support
sent_0191,The weapons,do not influence,at all,LOCAL_ACCEPT,False,ACCEPT,
sent_0192,Ram SRT-10,came in,three colors,LOCAL_ACCEPT,False,ACCEPT,
sent_0192,Ram SRT-10,came in,Brilliant Black Crystal Pearl Coat,LOCAL_ACCEPT,False,ACCEPT,
sent_0192,Ram SRT-10,came in,Bright Silver Metallic Clear Coat,LOCAL_ACCEPT,False,ACCEPT,
sent_0192,Ram SRT-10,came in,Flame Red Clear Coat,LOCAL_ACCEPT,False,ACCEPT,
sent_0192,2004-2005 Ram SRT-10,excluding,special editions,LOCAL_ACCEPT,False,ACCEPT,
sent_0192,colors,are,Brilliant Black Crystal Pearl Coat,LOCAL_ACCEPT,True,REJECT,low_support
sent_0192,colors,are,Bright Silver Metallic Clear Coat,LOCAL_ACCEPT,True,REJECT,low_support
sent_0192,colors,are,Flame Red Clear Coat,LOCAL_ACCEPT,True,REJECT,low_support
sent_0193,Senchuk,was appointed as,governor of the Lviv region,LOCAL_ACCEPT,False,ACCEPT,
sent_0193,Senchuk,combined,two posts,LOCAL_ACCEPT,False,ACCEPT,
sent_0193,Senchuk,was,governor of the Lviv region,LOCAL_ACCEPT,False,ACCEPT,
sent_0193,Senchuk,was,appointed,LOCAL_ACCEPT,False,ACCEPT,
sent_0194,The school,was founded,1851,LOCAL_ACCEPT,False,ACCEPT,
sent_0194,The school,was founded,German-English Academy,LOCAL_ACCEPT,False,ACCEPT,
sent_0194,The school,was founded,a group of Milwaukee German Americans,LOCAL_ACCEPT,False,ACCEPT,
sent_0194,The school,was founded,Peter Engelmann,LOCAL_ACCEPT,True,REJECT,low_support
sent_0194,The school,was founded,William Frankfurth,LOCAL_ACCEPT,True,REJECT,low_support
sent_0194,German-English Academy,was founded,1851,LOCAL_ACCEPT,False,ACCEPT,
