sent_id,sentence,Subject,Predicate,Object,error_type
sent_0149,"It was regained by Syria on October 6 , 1973 , the first day of the Yom Kippur War , following the First Battle of Mount Hermon .",Syria,regained,Mount Hermon,low_support
sent_0150,"Callaghan 's decision on the Japanese pilot 's funeral in 1945 would receive praise years later , although a memorial service aboard the `` Missouri '' in April 2001 attracted controversy .",pilot,be,Japanese,low_support
sent_0160,"Sikorsky and Boeing say that factors outside their control , like budget cuts , `` requirement creep , '' and a long development period caused problems with the Comanche and not team dysfunctionality .",Sikorsky,not say,factors,contradiction_or_false
sent_0160,"Sikorsky and Boeing say that factors outside their control , like budget cuts , `` requirement creep , '' and a long development period caused problems with the Comanche and not team dysfunctionality .",Sikorsky,not say,budget cuts,contradiction_or_false
sent_0160,"Sikorsky and Boeing say that factors outside their control , like budget cuts , `` requirement creep , '' and a long development period caused problems with the Comanche and not team dysfunctionality .",Sikorsky,not say,requirement creep,contradiction_or_false
sent_0160,"Sikorsky and Boeing say that factors outside their control , like budget cuts , `` requirement creep , '' and a long development period caused problems with the Comanche and not team dysfunctionality .",Sikorsky,not say,long development period,contradiction_or_false
sent_0160,"Sikorsky and Boeing say that factors outside their control , like budget cuts , `` requirement creep , '' and a long development period caused problems with the Comanche and not team dysfunctionality .",Boeing,not say,factors,contradiction_or_false
sent_0160,"Sikorsky and Boeing say that factors outside their control , like budget cuts , `` requirement creep , '' and a long development period caused problems with the Comanche and not team dysfunctionality .",Boeing,not say,budget cuts,contradiction_or_false
sent_0160,"Sikorsky and Boeing say that factors outside their control , like budget cuts , `` requirement creep , '' and a long development period caused problems with the Comanche and not team dysfunctionality .",Boeing,not say,requirement creep,contradiction_or_false
sent_0160,"Sikorsky and Boeing say that factors outside their control , like budget cuts , `` requirement creep , '' and a long development period caused problems with the Comanche and not team dysfunctionality .",Boeing,not say,long development period,contradiction_or_false
sent_0160,"Sikorsky and Boeing say that factors outside their control , like budget cuts , `` requirement creep , '' and a long development period caused problems with the Comanche and not team dysfunctionality .",factors,not cause,problems,contradiction_or_false
sent_0160,"Sikorsky and Boeing say that factors outside their control , like budget cuts , `` requirement creep , '' and a long development period caused problems with the Comanche and not team dysfunctionality .",requirement creep,not cause,problems,contradiction_or_false
sent_0160,"Sikorsky and Boeing say that factors outside their control , like budget cuts , `` requirement creep , '' and a long development period caused problems with the Comanche and not team dysfunctionality .",long development period,not cause,problems,contradiction_or_false
sent_0162,"`` Video Concert Hall '' ran daily on USA Network from 1978 to 1981 on a seemingly arbitrary schedule , appearing on early morning , daytime , late night , and early evening timeslots alike for durations ranging from one to four hours .",Video Concert Hall,ran,1981,low_support
sent_0170,A better alternative in order to find the best possible results would be to use the Smith-Waterman algorithm .,results,are,best,low_support
sent_0171,"On 19 October 2010 , Tuqiri was officially named in the Australian squad for the Four Nations as a replacement for the injured Jarryd Hayne .",Tuqiri,named,Australian squad,low_support
sent_0173,"According to available information , the Maoists of Nepal have well-established linkages with Indian revolutionary communist organizations , primarily with the Communist Party of India , currently leading a protracted `` people 's war '' throughout the subcontinent .",Communist Party of India,have,linkages with,low_support
sent_0175,"When the band is not touring , Peter Bywaters offers personal English as a second language tuition on a live-in basis at his home in Brighton .",Peter Bywaters,not offers,personal English as a second language tuition,contradiction_or_false
sent_0175,"When the band is not touring , Peter Bywaters offers personal English as a second language tuition on a live-in basis at his home in Brighton .",Peter Bywaters,not offers,live-in basis,contradiction_or_false
sent_0175,"When the band is not touring , Peter Bywaters offers personal English as a second language tuition on a live-in basis at his home in Brighton .",Peter Bywaters,not offers,tuition,contradiction_or_false
sent_0175,"When the band is not touring , Peter Bywaters offers personal English as a second language tuition on a live-in basis at his home in Brighton .",Peter Bywaters,not offers,at his home,contradiction_or_false
sent_0175,"When the band is not touring , Peter Bywaters offers personal English as a second language tuition on a live-in basis at his home in Brighton .",Peter Bywaters,not offers,in Brighton,contradiction_or_false
sent_0175,"When the band is not touring , Peter Bywaters offers personal English as a second language tuition on a live-in basis at his home in Brighton .",Peter Bywaters,not offers,at his home in Brighton,contradiction_or_false
sent_0175,"When the band is not touring , Peter Bywaters offers personal English as a second language tuition on a live-in basis at his home in Brighton .",Peter Bywaters,not offers,personal English as a second language tuition on a live-in basis,contradiction_or_false
sent_0175,"When the band is not touring , Peter Bywaters offers personal English as a second language tuition on a live-in basis at his home in Brighton .",Peter Bywaters,not offers,personal english as a second language tuition on,contradiction_or_false
sent_0175,"When the band is not touring , Peter Bywaters offers personal English as a second language tuition on a live-in basis at his home in Brighton .",Peter Bywaters,not offers,personal english as a second language tuition on,contradiction_or_false
sent_0175,"When the band is not touring , Peter Bywaters offers personal English as a second language tuition on a live-in basis at his home in Brighton .",Peter Bywaters,not offers,personal English as a second language tuition on a live-in basis at his home,contradiction_or_false
sent_0175,"When the band is not touring , Peter Bywaters offers personal English as a second language tuition on a live-in basis at his home in Brighton .",Peter Bywaters,not offers,personal English as a second language tuition on a live-in basis at his home in Brighton,contradiction_or_false
sent_0175,"When the band is not touring , Peter Bywaters offers personal English as a second language tuition on a live-in basis at his home in Brighton .",Peter Bywaters,not offers,English as a second language tuition,contradiction_or_false
sent_0175,"When the band is not touring , Peter Bywaters offers personal English as a second language tuition on a live-in basis at his home in Brighton .",Peter Bywaters,not offers,English as a second language tuition on a live-in basis,contradiction_or_false
sent_0175,"When the band is not touring , Peter Bywaters offers personal English as a second language tuition on a live-in basis at his home in Brighton .",Peter Bywaters,not offers,english as a second language tuition on,contradiction_or_false
sent_0175,"When the band is not touring , Peter Bywaters offers personal English as a second language tuition on a live-in basis at his home in Brighton .",Peter Bywaters,not offers,english as a second language tuition on,contradiction_or_false
sent_0175,"When the band is not touring , Peter Bywaters offers personal English as a second language tuition on a live-in basis at his home in Brighton .",Peter Bywaters,not offers,English as a second language tuition on a live-in basis at his home,contradiction_or_false
sent_0175,"When the band is not touring , Peter Bywaters offers personal English as a second language tuition on a live-in basis at his home in Brighton .",Peter Bywaters,not offers,English as a second language tuition on a live-in basis at his home in Brighton,contradiction_or_false
sent_0175,"When the band is not touring , Peter Bywaters offers personal English as a second language tuition on a live-in basis at his home in Brighton .",Peter Bywaters,not offers,second language tuition,contradiction_or_false
sent_0175,"When the band is not touring , Peter Bywaters offers personal English as a second language tuition on a live-in basis at his home in Brighton .",Peter Bywaters,not offers,second language tuition on a live-in basis,contradiction_or_false
sent_0175,"When the band is not touring , Peter Bywaters offers personal English as a second language tuition on a live-in basis at his home in Brighton .",Peter Bywaters,not offers,second language tuition on,contradiction_or_false
sent_0175,"When the band is not touring , Peter Bywaters offers personal English as a second language tuition on a live-in basis at his home in Brighton .",Peter Bywaters,not offers,second language tuition on,contradiction_or_false
sent_0175,"When the band is not touring , Peter Bywaters offers personal English as a second language tuition on a live-in basis at his home in Brighton .",Peter Bywaters,not offers,second language tuition on a live-in basis at his home,contradiction_or_false
sent_0175,"When the band is not touring , Peter Bywaters offers personal English as a second language tuition on a live-in basis at his home in Brighton .",Peter Bywaters,not offers,second language tuition on a live-in basis at his home in Brighton,contradiction_or_false
sent_0175,"When the band is not touring , Peter Bywaters offers personal English as a second language tuition on a live-in basis at his home in Brighton .",Peter Bywaters,not offers,language tuition,contradiction_or_false
sent_0175,"When the band is not touring , Peter Bywaters offers personal English as a second language tuition on a live-in basis at his home in Brighton .",Peter Bywaters,not offers,language tuition on a live-in basis,contradiction_or_false
sent_0175,"When the band is not touring , Peter Bywaters offers personal English as a second language tuition on a live-in basis at his home in Brighton .",Peter Bywaters,not offers,language tuition on,contradiction_or_false
sent_0175,"When the band is not touring , Peter Bywaters offers personal English as a second language tuition on a live-in basis at his home in Brighton .",Peter Bywaters,not offers,at his home in brighton,contradiction_or_false
sent_0175,"When the band is not touring , Peter Bywaters offers personal English as a second language tuition on a live-in basis at his home in Brighton .",Peter Bywaters,not offers,language tuition on a live-in basis at his home,contradiction_or_false
sent_0175,"When the band is not touring , Peter Bywaters offers personal English as a second language tuition on a live-in basis at his home in Brighton .",Peter Bywaters,not offers,language tuition on a live-in basis at his home in Brighton,contradiction_or_false
sent_0175,"When the band is not touring , Peter Bywaters offers personal English as a second language tuition on a live-in basis at his home in Brighton .",Peter Bywaters,not offers,tuition on a live-in basis,contradiction_or_false
sent_0175,"When the band is not touring , Peter Bywaters offers personal English as a second language tuition on a live-in basis at his home in Brighton .",Peter Bywaters,not offers,at his home,contradiction_or_false
sent_0175,"When the band is not touring , Peter Bywaters offers personal English as a second language tuition on a live-in basis at his home in Brighton .",Peter Bywaters,not offers,at his home in brighton,contradiction_or_false
sent_0175,"When the band is not touring , Peter Bywaters offers personal English as a second language tuition on a live-in basis at his home in Brighton .",Peter Bywaters,not offers,tuition on a live-in basis at his home,contradiction_or_false
sent_0175,"When the band is not touring , Peter Bywaters offers personal English as a second language tuition on a live-in basis at his home in Brighton .",[Peter Bywaters,not offers,tuition on a live-in basis at his home in Brighton,contradiction_or_false
sent_0177,"Centuries later , in 1806 , during the Napoleonic era , was built the Canal de l'Ourcq , destined to the inland navigation when the Marne river is not navigable because of temporary sandbanks .",Canal de l'Ourcq,not built,1806,contradiction_or_false
sent_0177,"Centuries later , in 1806 , during the Napoleonic era , was built the Canal de l'Ourcq , destined to the inland navigation when the Marne river is not navigable because of temporary sandbanks .",Canal de l'Ourcq,not built,Napoleonic era,contradiction_or_false
sent_0177,"Centuries later , in 1806 , during the Napoleonic era , was built the Canal de l'Ourcq , destined to the inland navigation when the Marne river is not navigable because of temporary sandbanks .",Canal de l'Ourcq,not destined,inland navigation,contradiction_or_false
sent_0180,"Rockwell and NASA thus retroactively re-designated the MPTA as MPTA-098 , though it was never christened with a name .",Rockwell,never retroactively re designated,MPTA,contradiction_or_false
sent_0180,"Rockwell and NASA thus retroactively re-designated the MPTA as MPTA-098 , though it was never christened with a name .",Rockwell,never re designated,MPTA-098,contradiction_or_false
sent_0180,"Rockwell and NASA thus retroactively re-designated the MPTA as MPTA-098 , though it was never christened with a name .",NASA,never retroactively re designated,MPTA,contradiction_or_false
sent_0180,"Rockwell and NASA thus retroactively re-designated the MPTA as MPTA-098 , though it was never christened with a name .",NASA,never re designated,MPTA-098,contradiction_or_false
sent_0180,"Rockwell and NASA thus retroactively re-designated the MPTA as MPTA-098 , though it was never christened with a name .",MPTA,never was re designated,MPTA-098,contradiction_or_false
sent_0188,The theatrical flourishes and unique gimmicks she used in her stage show went beyond established burlesque routines like the fan dance and balloon dance .,Theatrical flourishes,like,fan dance,low_support
sent_0188,The theatrical flourishes and unique gimmicks she used in her stage show went beyond established burlesque routines like the fan dance and balloon dance .,Unique gimmicks,like,fan dance,low_support
sent_0189,Latchford viaduct was opened on 8 July 1893 to carry the London and North Western Railway 's Stockport to Warrington line over the Manchester Ship Canal .,Manchester Ship Canal,is over which,Latchford viaduct,low_support
sent_0191,The weapons do not influence the other racers at all .,The other racers,not are,at all,low_support
sent_0192,"Excluding the special editions , the 2004-2005 Ram SRT-10 came in three colors : Brilliant Black Crystal Pearl Coat , Bright Silver Metallic Clear Coat , and Flame Red Clear Coat .",colors,are,Brilliant Black Crystal Pearl Coat,low_support
sent_0192,"Excluding the special editions , the 2004-2005 Ram SRT-10 came in three colors : Brilliant Black Crystal Pearl Coat , Bright Silver Metallic Clear Coat , and Flame Red Clear Coat .",colors,are,Bright Silver Metallic Clear Coat,low_support
sent_0192,"Excluding the special editions , the 2004-2005 Ram SRT-10 came in three colors : Brilliant Black Crystal Pearl Coat , Bright Silver Metallic Clear Coat , and Flame Red Clear Coat .",colors,are,Flame Red Clear Coat,low_support
sent_0194,The school was founded in 1851 as the German-English Academy by a group of Milwaukee German Americans that included educationist Peter Engelmann and hardware wholesaler William Frankfurth .,The school,was founded,Peter Engelmann,low_support
sent_0194,The school was founded in 1851 as the German-English Academy by a group of Milwaukee German Americans that included educationist Peter Engelmann and hardware wholesaler William Frankfurth .,The school,was founded,William Frankfurth,low_support
sent_0194,The school was founded in 1851 as the German-English Academy by a group of Milwaukee German Americans that included educationist Peter Engelmann and hardware wholesaler William Frankfurth .,German-English Academy,was founded,William Frankfurth,low_support
sent_0199,The cockpit was protected from the engine by a firewall ahead of the wing center section where the fuel tanks were located .,cockpit,protected,engine,contradiction_or_false
sent_0200,"In his 2010 book `` At Home '' , author Bill Bryson suggests Siddal may have suffered from poisoning , because she was a `` devoted swallower '' of Fowler 's Solution , a so-called complexion improver made from dilute arsenic .",Bill Bryson,suggests,2010 book,low_support
sent_0202,The Shi'a praise Muhammad ibn Abu Bakr for his devotion to ` Ali and his resistance to all the other caliphs who the Shi'a believe to be usurpers .,Muhammad ibn Abu Bakr,praise,Shi'a,contradiction_or_false
sent_0203,"The two companies are teaming up again for the Future Vertical Lift prototype called SB-1 Defiant , where employees from both companies will work together .",Future Vertical Lift prototype,sb 1 defiant,called,low_support
sent_0204,"Also buried at Three Rivers cemetery are his first wife , Blanche , several members of the Blick family who had also pioneered 1890s Rhodesia with Burnham , Roderick , his granddaughter Martha Burnham Burleigh , and `` Pete '' Ingram , the Montana cowboy who had survived the Shangani Patrol massacre along with Burnham .",Roderick,pioneered,Rhodesia,low_support
sent_0211,"The Bears would have to wait until 2000 to play another international , when they played France in the lead-up to the 2000 Rugby League World Cup .",France,play,in the lead-up to the 2000 Rugby League World Cup,low_support
sent_0212,"Historical buildings and monuments in Meaux are mainly located in the old city , inside the old defensive walls , still nowadays partially kept thanks to an important segment of the original surrounding wall from the Gallo-Roman period .",Old city,is located,Meaux.,low_support
sent_0214,"At this point , the player confronts a boss , who is usually considerably larger and tougher than regular enemies .",boss,is,regular enemies,contradiction_or_false
sent_0216,"In 2005 , Kesey 's son Zane asked a friend , Matthew Rick , also known as Shady Backflash , to put on a 40th anniversary of his father 's Acid Tests .",Kesey,asked,Matthew Rick,low_support
sent_0216,"In 2005 , Kesey 's son Zane asked a friend , Matthew Rick , also known as Shady Backflash , to put on a 40th anniversary of his father 's Acid Tests .",Matthew Rick,is,also known as,low_support
sent_0217,He further stated that Hauptmann looked different and that `` John '' was actually dead because he had been murdered by his confederates .,Hauptmann,was,murdered by,low_support
sent_0218,"In April 2014 , Zane , along with friend Derek Stevens , announced a Kickstarter to fund a 50th anniversary Furthur Bus Trip , offering donors a chance to ride the famous bus .",50th anniversary Furthur Bus Trip,is,anniversary,low_support
sent_0218,"In April 2014 , Zane , along with friend Derek Stevens , announced a Kickstarter to fund a 50th anniversary Furthur Bus Trip , offering donors a chance to ride the famous bus .",Furthur Bus Trip,is,bus,low_support
sent_0222,He was separated from his family as a young boy during the Cuban Revolution when he was sent to the United States to live with a foster family through an outreach program while his father was placed in a Cuban prison .,He,was placed,in a Cuban,coreference_required
sent_0222,He was separated from his family as a young boy during the Cuban Revolution when he was sent to the United States to live with a foster family through an outreach program while his father was placed in a Cuban prison .,He,was placed,in a Cuban prison,coreference_required
sent_0224,"In 1918 , the municipality was renamed Jones in honor of American congressman William Jones , who authored the Philippine Autonomy Act of 1916 that provided for greater autonomy for the Philippines under American colonial rule .",Jones,was renamed,municipality,low_support
sent_0227,"The Crybaby is the twelfth album by Melvins , released in 2000 through Ipecac Recordings , and the last part of a trilogy : `` The Maggot , '' `` The Bootlicker '' and `` The Crybaby . ''",The Crybaby,is preceded by,The Bootlicker,low_support
sent_0227,"The Crybaby is the twelfth album by Melvins , released in 2000 through Ipecac Recordings , and the last part of a trilogy : `` The Maggot , '' `` The Bootlicker '' and `` The Crybaby . ''",The Maggot,is part of,trilogy,low_support
sent_0227,"The Crybaby is the twelfth album by Melvins , released in 2000 through Ipecac Recordings , and the last part of a trilogy : `` The Maggot , '' `` The Bootlicker '' and `` The Crybaby . ''",The Bootlicker,is part of,trilogy,low_support
sent_0233,"In line this with , Edwards 's early years , as seen in Comico 's graphic novel , were re-imagined in the comic book mini-series , `` Robotech : From the Stars '' , published WildStorm .",Comico,graphic novel,re-imagined,low_support
sent_0236,"Byers does not oppose the concept of global citizenship , however he criticizes potential implications of the term depending on one 's definition of it , such as ones that provide support for the `` ruthlessly capitalist economic system that now dominates the planet . ''",Byers,potential not criticizes,implications,contradiction_or_false
sent_0236,"Byers does not oppose the concept of global citizenship , however he criticizes potential implications of the term depending on one 's definition of it , such as ones that provide support for the `` ruthlessly capitalist economic system that now dominates the planet . ''",concept,potential not has,definition,contradiction_or_false
sent_0236,"Byers does not oppose the concept of global citizenship , however he criticizes potential implications of the term depending on one 's definition of it , such as ones that provide support for the `` ruthlessly capitalist economic system that now dominates the planet . ''",definition,potential not provides,support,contradiction_or_false
sent_0236,"Byers does not oppose the concept of global citizenship , however he criticizes potential implications of the term depending on one 's definition of it , such as ones that provide support for the `` ruthlessly capitalist economic system that now dominates the planet . ''",system,potential not provides,support,contradiction_or_false
sent_0236,"Byers does not oppose the concept of global citizenship , however he criticizes potential implications of the term depending on one 's definition of it , such as ones that provide support for the `` ruthlessly capitalist economic system that now dominates the planet . ''",system,potential not dominates,planet,contradiction_or_false
sent_0246,"He probably saw active service as a soldier for the Scottish forces in The Netherlands in the later 1570s , although there is no certain documentary evidence of this .",He,no saw,active service,coreference_required
sent_0246,"He probably saw active service as a soldier for the Scottish forces in The Netherlands in the later 1570s , although there is no certain documentary evidence of this .",He,no served,Scottish forces,coreference_required
sent_0247,The 2005 model introduced a third row of seats to the Pathfinder line for the first time .,2005 model,introduced,Pathfinder line,low_support
sent_0250,"Charles had concerns about being able to declare his belief in all the dogmas of the Church of England , so as well as hunting and fishing , he studied divinity books .",Charles,is able to,declare,contradiction_or_false
sent_0250,"Charles had concerns about being able to declare his belief in all the dogmas of the Church of England , so as well as hunting and fishing , he studied divinity books .",Charles,is,able,contradiction_or_false
sent_0251,"The use of high ranking , anonymous sources has caused numerous scandals for the Bush Administration , most notably the Plame Affair .",The Bush Administration,is,Administration,low_support
sent_0261,"Frowin founded the Benedictine monastery of New Engleberg at Conception , which was erected into an abbey in 1881 .",New Engleberg,was,monastery,low_support
sent_0268,Butters Drive in the Canberra suburb of Phillip is named in his honour .,Butters,named,Drive,low_support
sent_0268,Butters Drive in the Canberra suburb of Phillip is named in his honour .,Butters,named,honour,low_support
sent_0275,"Hiester was born in Montgomery County , Pennsylvania on July 17 , 1749 , the son of German immigrants Daniel and Catherine Shuller Hiester .",Hiester,son,Daniel,low_support
sent_0275,"Hiester was born in Montgomery County , Pennsylvania on July 17 , 1749 , the son of German immigrants Daniel and Catherine Shuller Hiester .",Hiester,son,Catherine Shuller Hiester,low_support
sent_0280,X is revealed to be the leader of Neo Arcadia and Zero confronts X in battle .,Zero,is,zero confronts x,low_support
sent_0285,"The majority of the population of Leigh were born in England ; 2.10 % were born elsewhere within the United Kingdom , 0.95 % within the rest of the European Union , and 1.47 % elsewhere in the world .",Leigh,was born in,European Union,low_support
sent_0285,"The majority of the population of Leigh were born in England ; 2.10 % were born elsewhere within the United Kingdom , 0.95 % within the rest of the European Union , and 1.47 % elsewhere in the world .",Leigh,was born in,world,contradiction_or_false
sent_0287,"At Vitoria and in Wellington 's invasion of southern France , Hill corps usually consisted of William Stewart 's 2nd Division , the Portuguese Division and Pablo Morillo 's Spanish Division .",Vitoria,invasion,southern France,low_support
sent_0289,"There are 109 individuals who belong to another church , and 20 individuals did not answer the question .",109 individuals,not belong to,another church,contradiction_or_false
sent_0289,"There are 109 individuals who belong to another church , and 20 individuals did not answer the question .",individuals,not are,109,low_support
sent_0291,"Voorhees approved a plan in 2010 for an $ 850,000 artificial turf field to be completed by 2011 .",Voorhees,approved,2011,low_support
sent_0292,All officers are additionally equipped with less-lethal weapons for use against threats that do not justify a firearms response .,officers,not equipped with,less-lethal weapons,contradiction_or_false
sent_0292,All officers are additionally equipped with less-lethal weapons for use against threats that do not justify a firearms response .,officers,not are,equipped,contradiction_or_false
sent_0292,All officers are additionally equipped with less-lethal weapons for use against threats that do not justify a firearms response .,officers,not equipped with,weapons,contradiction_or_false
sent_0292,All officers are additionally equipped with less-lethal weapons for use against threats that do not justify a firearms response .,less-lethal weapons,not are,use,contradiction_or_false
sent_0292,All officers are additionally equipped with less-lethal weapons for use against threats that do not justify a firearms response .,less-lethal weapons,not used,against,contradiction_or_false
sent_0292,All officers are additionally equipped with less-lethal weapons for use against threats that do not justify a firearms response .,threats,do not,justify,low_support
sent_0293,"Soon afterwards , Davis switched to the major Columbia record label and recorded seven albums over the next five years with producer Leo Graham and arranger James Mack who had collaborated with him for `` Turning Point '' .",Davis,collaborated,Leo Graham,low_support
sent_0293,"Soon afterwards , Davis switched to the major Columbia record label and recorded seven albums over the next five years with producer Leo Graham and arranger James Mack who had collaborated with him for `` Turning Point '' .",Leo Graham,collaborated,Davis,low_support
sent_0301,"This work introduced the - fstack-protector flag , which protects only some vulnerable functions , and the - fstack-protector-all flag , which protects all functions whether they need it or not .",fstack-protector flag,not protects,some vulnerable functions,contradiction_or_false
sent_0301,"This work introduced the - fstack-protector flag , which protects only some vulnerable functions , and the - fstack-protector-all flag , which protects all functions whether they need it or not .",fstack-protector flag,not protects,all functions,contradiction_or_false
sent_0301,"This work introduced the - fstack-protector flag , which protects only some vulnerable functions , and the - fstack-protector-all flag , which protects all functions whether they need it or not .",fstack-protector-all flag,not protects,all functions,contradiction_or_false
sent_0303,Regulations meant that the original sixth lap would be deleted and the race would be restarted from the beginning of said lap .,Original sixth lap,be,race,low_support
sent_0303,Regulations meant that the original sixth lap would be deleted and the race would be restarted from the beginning of said lap .,Original sixth lap,be,beginning of,low_support
sent_0305,"In Taiwan , the locals speak a version of the Minnan language which is called Taiwanese .",Taiwanese,is,version,low_support
sent_0311,"Undercover cop Muscles enlists his childhood friends , the `` Five Lucky Stars '' , to travel to Japan to help him catch a Yakuza group .",Muscles,travel,Japan,low_support
sent_0311,"Undercover cop Muscles enlists his childhood friends , the `` Five Lucky Stars '' , to travel to Japan to help him catch a Yakuza group .",Muscles,catch,Yakuza group,low_support
sent_0312,They do n't possess eyelids so they must lick their eyeballs clean in order to keep them moist .,They,possess,eyelids,coreference_required
sent_0314,"Following the decision to withdraw tram services in London and replace them with buses , the station closed just after 12.30 am on 6 April 1952 .",Tram services,withdraw,London,low_support
sent_0314,"Following the decision to withdraw tram services in London and replace them with buses , the station closed just after 12.30 am on 6 April 1952 .",Tram services,replace,buses,contradiction_or_false
sent_0315,"The number of ones equals the number of zeros plus one , since the state containing only zeros can not occur .",ones,can not equals,zeros,low_support
sent_0317,The main reason for this adoption over mainline gimp was its support for high bit depths which can be required for film work .,Gimp,can is adopted over,mainline gimp,low_support
sent_0319,"Consistent with systems philosophy , systems thinking concerns an understanding of a system by examining the linkages and interactions between the elements that compose the entirety of the system .",entirety of the system,is,philosophy systems,low_support
sent_0322,"Their purpose is to be fair to both parties , disallowing the raising of allegations without a basis in provable fact .",parties,without is,fair,contradiction_or_false
sent_0322,"Their purpose is to be fair to both parties , disallowing the raising of allegations without a basis in provable fact .",fact,without is,basis,contradiction_or_false
sent_0322,"Their purpose is to be fair to both parties , disallowing the raising of allegations without a basis in provable fact .",fact,without is,provable,contradiction_or_false
sent_0326,"In 2010 , popular internet reviewers RedLetterMedia delivered a scathing video critique of the film , drawing negative comparisons to The Three Stooges , Looney Tunes , and `` Home Alone '' .",The Three Stooges,is,film,low_support
sent_0326,"In 2010 , popular internet reviewers RedLetterMedia delivered a scathing video critique of the film , drawing negative comparisons to The Three Stooges , Looney Tunes , and `` Home Alone '' .",Looney Tunes,is,film,low_support
sent_0326,"In 2010 , popular internet reviewers RedLetterMedia delivered a scathing video critique of the film , drawing negative comparisons to The Three Stooges , Looney Tunes , and `` Home Alone '' .",Home Alone,is,film,low_support
sent_0327,"Wild radish seeds contain up to 48 % oil content , and while not suitable for human consumption , this oil is a potential source of biofuel .",Wild radish seeds,potential not contain,48 % oil content,contradiction_or_false
sent_0327,"Wild radish seeds contain up to 48 % oil content , and while not suitable for human consumption , this oil is a potential source of biofuel .",Wild radish seeds,potential not contain,oil,contradiction_or_false
sent_0327,"Wild radish seeds contain up to 48 % oil content , and while not suitable for human consumption , this oil is a potential source of biofuel .",Oil,potential not be,a potential source of biofuel,contradiction_or_false
sent_0328,"Korean villagers hiding resistance fighters were dealt with harshly , often with summary execution , rape , forced labour , and looting .",resistance fighters,were,forced labour,low_support
sent_0329,This led morning show host Ryan Cameron to lobby for a frequency change for WHTA by putting together a petition from listeners at the risk of losing his job under Radio One 's management .,WHTA,be,under radio one,low_support
sent_0329,This led morning show host Ryan Cameron to lobby for a frequency change for WHTA by putting together a petition from listeners at the risk of losing his job under Radio One 's management .,Ryan Cameron,be,host,low_support
sent_0329,This led morning show host Ryan Cameron to lobby for a frequency change for WHTA by putting together a petition from listeners at the risk of losing his job under Radio One 's management .,Ryan Cameron,be,morning show host,low_support
sent_0329,This led morning show host Ryan Cameron to lobby for a frequency change for WHTA by putting together a petition from listeners at the risk of losing his job under Radio One 's management .,Radio One,be,management,low_support
sent_0337,Lugo and Lozano were released in 1993 and continue to reside in Venezuela .,Lozano,was released,1993,low_support
sent_0338,In the post - `` Gregg '' era Texas has executed over four times more inmates than Virginia and nearly 37 times more inmates than California .,California,has been executed,nearly 37 times more inmates than,contradiction_or_false
sent_0340,Alexander supposedly said after this incident that he had never been so lucky in his entire career .,Alexander,never had,entire career,contradiction_or_false
sent_0340,Alexander supposedly said after this incident that he had never been so lucky in his entire career .,Alexander,never had,incident,contradiction_or_false
sent_0340,Alexander supposedly said after this incident that he had never been so lucky in his entire career .,Alexander,never said,never,contradiction_or_false
sent_0344,Pursuit of the routed enemy to the French border was halted on 2 May upon the German surrender in Italy .,Pursuit,may is halted,French border,low_support
sent_0344,Pursuit of the routed enemy to the French border was halted on 2 May upon the German surrender in Italy .,german,may surrenders,Italy,low_support
sent_0344,Pursuit of the routed enemy to the French border was halted on 2 May upon the German surrender in Italy .,Surrender,may occurs,2 May,low_support
sent_0345,"They believe in God as a single entity , not as the Trinity accepted by the vast majority of Christians .",They,not believe,God,coreference_required
sent_0345,"They believe in God as a single entity , not as the Trinity accepted by the vast majority of Christians .",They,not believe,a single entity,coreference_required
sent_0363,"He accused Maroboduus of hiding in the Hercynian Forest while the other Germans fought for freedom , and accused Maroboduus of being the only king among the Germans .",He,accused,"Maroboduus, of, being, the",coreference_required
sent_0365,"A series of councils were held in 657 , 669 , 846 , 850 , 852 , 853 , 862 , 980 , 986 , 996 , 1048 , 1071 and 1080 .",councils,were held,850,low_support
sent_0367,"The show was designed to appear as if the viewer was channel surfing through a multi-channel wasteland , happening upon spoof adverts , short sketches , and recurring show elements .",The viewer,was,channel surfing,low_support
sent_0372,"Graner handcuffed him to the bars of a cell window and left him there , feet dangling off the floor , for nearly five hours .",him,be,a cell,low_support
sent_0372,"Graner handcuffed him to the bars of a cell window and left him there , feet dangling off the floor , for nearly five hours .",him,be,handcuffed,low_support
sent_0374,"Like most incarnations , Felicia has a relationship with Spider-Man Noir .",Spider-Man Noir,has a relationship,Felicia,low_support
sent_0375,"Plant communities include creosote and sagebrush at lower altitudes , and bristlecone pine forests at higher .",lower altitudes,include,bristlecone pine forests,contradiction_or_false
sent_0378,Autostereoscopy is any method of displaying stereoscopic images without the use of special headgear or glasses on the part of the viewer .,Autostereoscopy,without is,method,low_support
sent_0378,Autostereoscopy is any method of displaying stereoscopic images without the use of special headgear or glasses on the part of the viewer .,Autostereoscopy,without of,displaying,low_support
sent_0378,Autostereoscopy is any method of displaying stereoscopic images without the use of special headgear or glasses on the part of the viewer .,Stereoscopic images,without,use,low_support
sent_0378,Autostereoscopy is any method of displaying stereoscopic images without the use of special headgear or glasses on the part of the viewer .,Glasses,without is,part,low_support
sent_0378,Autostereoscopy is any method of displaying stereoscopic images without the use of special headgear or glasses on the part of the viewer .,Viewer,without does,the use,low_support
