sent_id,sentence,Subject,Predicate,Object
sent_0056,"From 1953 till 1957 Speranskaya worked as chief artist in Kazan Dolls Theatre , since 1957 she worked as stage-artist director in Kazan theatres , also she was invited to other cities of Russian Federation .",Speranskaya,was,invited
sent_0057,"On April 13 , 1987 , the Iowa Terminal Railroad was sold to Dave Johnson and renamed to Iowa Traction Railroad .",Iowa Terminal Railroad,was sold to,Dave Johnson
sent_0057,"On April 13 , 1987 , the Iowa Terminal Railroad was sold to Dave Johnson and renamed to Iowa Traction Railroad .",Iowa Terminal Railroad,was renamed to,Iowa Traction Railroad
sent_0057,"On April 13 , 1987 , the Iowa Terminal Railroad was sold to Dave Johnson and renamed to Iowa Traction Railroad .",April 13,1987,the iowa terminal railroad
sent_0057,"On April 13 , 1987 , the Iowa Terminal Railroad was sold to Dave Johnson and renamed to Iowa Traction Railroad .",Iowa Terminal Railroad,was sold,"on April 13, 1987"
sent_0057,"On April 13 , 1987 , the Iowa Terminal Railroad was sold to Dave Johnson and renamed to Iowa Traction Railroad .",Iowa Terminal Railroad,was renamed,to Iowa Traction Railroad
sent_0058,"His works span a wide range of topics from the occult to natural history , literary criticism , biology , cartography , and iconography .",His works,span,range
sent_0059,"In 1981 , when staying in New York State , the pair developed the idea of running workshops for professional artists , which became the Triangle Arts Trust .",the pair,developed,idea
sent_0059,"In 1981 , when staying in New York State , the pair developed the idea of running workshops for professional artists , which became the Triangle Arts Trust .",the pair,running workshops,became the triangle arts trust
sent_0059,"In 1981 , when staying in New York State , the pair developed the idea of running workshops for professional artists , which became the Triangle Arts Trust .",Triangle Arts Trust,was,developed
sent_0059,"In 1981 , when staying in New York State , the pair developed the idea of running workshops for professional artists , which became the Triangle Arts Trust .",Triangle Arts Trust,was,running workshops
sent_0060,This currently sees the club ranked sixth in terms of premierships won .,club,sees,sixth
sent_0060,This currently sees the club ranked sixth in terms of premierships won .,club,ranked,sixth
sent_0060,This currently sees the club ranked sixth in terms of premierships won .,club,premierships,won
sent_0062,Fishing boats and cargo ships typically have one or more cargo holds .,Fishing boats,have,cargo holds
sent_0062,Fishing boats and cargo ships typically have one or more cargo holds .,Fishing boats,typically,one or more
sent_0062,Fishing boats and cargo ships typically have one or more cargo holds .,Fishing boats,have,one or more
sent_0062,Fishing boats and cargo ships typically have one or more cargo holds .,Cargo ships,have,cargo holds
sent_0062,Fishing boats and cargo ships typically have one or more cargo holds .,Cargo ships,typically,one or more
sent_0062,Fishing boats and cargo ships typically have one or more cargo holds .,Cargo ships,have,one or more
sent_0063,"Furious at being passed over again , Michael secures another job with a rival company and plans on leaving his family behind for good .",Michael,secures,job
sent_0063,"Furious at being passed over again , Michael secures another job with a rival company and plans on leaving his family behind for good .",Michael,plans,leaving
sent_0063,"Furious at being passed over again , Michael secures another job with a rival company and plans on leaving his family behind for good .",Michael,is,furious
sent_0063,"Furious at being passed over again , Michael secures another job with a rival company and plans on leaving his family behind for good .",Michael,is,passed over
sent_0063,"Furious at being passed over again , Michael secures another job with a rival company and plans on leaving his family behind for good .",Michael,secures,another job
sent_0064,"In October 2008 , Bond apologized to former U.S. Attorney Todd Graves , after a U.S. Justice Department report cited Bond for forcing Graves out over a disagreement with Representative Sam Graves .",Bond,apologized,Todd Graves
sent_0064,"In October 2008 , Bond apologized to former U.S. Attorney Todd Graves , after a U.S. Justice Department report cited Bond for forcing Graves out over a disagreement with Representative Sam Graves .",U.S. Justice Department,cited,Bond
sent_0064,"In October 2008 , Bond apologized to former U.S. Attorney Todd Graves , after a U.S. Justice Department report cited Bond for forcing Graves out over a disagreement with Representative Sam Graves .",Bond,had a disagreement,sam graves
sent_0064,"In October 2008 , Bond apologized to former U.S. Attorney Todd Graves , after a U.S. Justice Department report cited Bond for forcing Graves out over a disagreement with Representative Sam Graves .",Sam Graves,was involved in a disagreement,bond
sent_0065,"He toured extensively throughout the world , and earned the marketing nickname `` the Pavarotti of the Organ '' .",He,toured,extensively
sent_0065,"He toured extensively throughout the world , and earned the marketing nickname `` the Pavarotti of the Organ '' .",He,earned,the marketing nickname
sent_0065,"He toured extensively throughout the world , and earned the marketing nickname `` the Pavarotti of the Organ '' .",He,earned,nickname
sent_0065,"He toured extensively throughout the world , and earned the marketing nickname `` the Pavarotti of the Organ '' .",He,is,the Pavarotti of the Organ
sent_0065,"He toured extensively throughout the world , and earned the marketing nickname `` the Pavarotti of the Organ '' .",He,was,the Pavarotti of the Organ
sent_0066,XM did offer a free month of service to subscribers who called in complaints of the suspension .,Subscribers,called,in complaints
sent_0067,"The first , at a severity of Mw 6.0 , occurred on May 26 , 1994 .",The first,may occurred,"on May 26, 1994"
sent_0067,"The first , at a severity of Mw 6.0 , occurred on May 26 , 1994 .",The first,may has severity,Mw 6.0
sent_0067,"The first , at a severity of Mw 6.0 , occurred on May 26 , 1994 .",The first,may occurred,on May 26
sent_0067,"The first , at a severity of Mw 6.0 , occurred on May 26 , 1994 .",The first,may occurred,1994
sent_0067,"The first , at a severity of Mw 6.0 , occurred on May 26 , 1994 .",The first,may has magnitude,6.0
sent_0067,"The first , at a severity of Mw 6.0 , occurred on May 26 , 1994 .",The first,may occurred,may
sent_0068,The Federal Trade Commission began an investigation in late 1995 .,Federal Trade Commission,began,investigation
sent_0069,"Although the Algeciras Conference temporarily solved the First Moroccan Crisis , it only worsened the tensions between the Triple Alliance and Triple Entente that ultimately led to the First World War .",Algeciras Conference,solved,First Moroccan Crisis
sent_0069,"Although the Algeciras Conference temporarily solved the First Moroccan Crisis , it only worsened the tensions between the Triple Alliance and Triple Entente that ultimately led to the First World War .",First Moroccan Crisis,worsened,tensions
sent_0069,"Although the Algeciras Conference temporarily solved the First Moroccan Crisis , it only worsened the tensions between the Triple Alliance and Triple Entente that ultimately led to the First World War .",tensions,existed between,Triple Alliance and Triple Entente
sent_0069,"Although the Algeciras Conference temporarily solved the First Moroccan Crisis , it only worsened the tensions between the Triple Alliance and Triple Entente that ultimately led to the First World War .",Triple Alliance and Triple Entente,led to,First World War
sent_0070,By the end of this experiment several results were found .,experiment,found,results
sent_0070,By the end of this experiment several results were found .,results,were,found
sent_0071,"Blackburne 's statement that he `` would not tolerate a refusal to ratify the appointment '' , is an indication of the influence which could then be wielded by a strong Attorney General .",Blackburne,could not has statement,"""would not tolerate a refusal to ratify the appointment"""
sent_0071,"Blackburne 's statement that he `` would not tolerate a refusal to ratify the appointment '' , is an indication of the influence which could then be wielded by a strong Attorney General .",Blackburne,could would not tolerate,refusal to ratify the appointment
sent_0072,The latter was lifted only as the b-side of `` Keep on Loving Me '' .,The latter,is,b-side
sent_0073,"However , the two sometimes work as partners , and during a point in which Robin and Ariana were unable to see each other , he and Stephanie grow even closer .",Robin,unable see,Ariana
sent_0073,"However , the two sometimes work as partners , and during a point in which Robin and Ariana were unable to see each other , he and Stephanie grow even closer .",Ariana,unable see,Robin
sent_0074,"Agen would have another successful run in the 1940s , beginning with the 1943 season when they defeated Stade Bordelais 11 to 4 to win the Coupe de France .",Stade Bordelais,is defeated by,Agen
sent_0075,"His elder brother , Conte Quinto Mazzolini , served as Italian consul in Jerusalem , and undertook negotiations with Abraham Stern , head of the Lehi terrorist group , which sought to obtain Italian recognition of Jewish sovereignty in Palestine in exchange for placing Zionism under the aegis of Italian fascism .",Conte Quinto Mazzolini,served as,Italian consul in Jerusalem
sent_0075,"His elder brother , Conte Quinto Mazzolini , served as Italian consul in Jerusalem , and undertook negotiations with Abraham Stern , head of the Lehi terrorist group , which sought to obtain Italian recognition of Jewish sovereignty in Palestine in exchange for placing Zionism under the aegis of Italian fascism .",Conte Quinto Mazzolini,undertook,negotiations
sent_0075,"His elder brother , Conte Quinto Mazzolini , served as Italian consul in Jerusalem , and undertook negotiations with Abraham Stern , head of the Lehi terrorist group , which sought to obtain Italian recognition of Jewish sovereignty in Palestine in exchange for placing Zionism under the aegis of Italian fascism .",Conte Quinto Mazzolini,sought,Italian recognition
sent_0075,"His elder brother , Conte Quinto Mazzolini , served as Italian consul in Jerusalem , and undertook negotiations with Abraham Stern , head of the Lehi terrorist group , which sought to obtain Italian recognition of Jewish sovereignty in Palestine in exchange for placing Zionism under the aegis of Italian fascism .",Abraham Stern,head of,Lehi terrorist group
sent_0075,"His elder brother , Conte Quinto Mazzolini , served as Italian consul in Jerusalem , and undertook negotiations with Abraham Stern , head of the Lehi terrorist group , which sought to obtain Italian recognition of Jewish sovereignty in Palestine in exchange for placing Zionism under the aegis of Italian fascism .",Lehi terrorist group,sought,Italian recognition
sent_0075,"His elder brother , Conte Quinto Mazzolini , served as Italian consul in Jerusalem , and undertook negotiations with Abraham Stern , head of the Lehi terrorist group , which sought to obtain Italian recognition of Jewish sovereignty in Palestine in exchange for placing Zionism under the aegis of Italian fascism .",Lehi terrorist group,sought,recognition of Jewish sovereignty in Palestine
sent_0075,"His elder brother , Conte Quinto Mazzolini , served as Italian consul in Jerusalem , and undertook negotiations with Abraham Stern , head of the Lehi terrorist group , which sought to obtain Italian recognition of Jewish sovereignty in Palestine in exchange for placing Zionism under the aegis of Italian fascism .",Lehi terrorist group,sought,placing Zionism under the aegis of Italian fascism
sent_0076,"In the first volume of the series , The Noh 's nature and background is explained .",The Noh,has nature,explained
sent_0076,"In the first volume of the series , The Noh 's nature and background is explained .",The Noh,has background,explained
sent_0077,Plans to artificially oxygenate areas of the Baltic that have experienced eutrophication have been proposed by the University of Gothenburg and Inocean AB .,University of Gothenburg,proposed,plans
sent_0077,Plans to artificially oxygenate areas of the Baltic that have experienced eutrophication have been proposed by the University of Gothenburg and Inocean AB .,University of Gothenburg,plans,artificially oxygenate
sent_0077,Plans to artificially oxygenate areas of the Baltic that have experienced eutrophication have been proposed by the University of Gothenburg and Inocean AB .,Inocean AB,proposed,plans
sent_0077,Plans to artificially oxygenate areas of the Baltic that have experienced eutrophication have been proposed by the University of Gothenburg and Inocean AB .,Inocean AB,plans,artificially oxygenate
sent_0077,Plans to artificially oxygenate areas of the Baltic that have experienced eutrophication have been proposed by the University of Gothenburg and Inocean AB .,Plans,have,eutrophication
sent_0077,Plans to artificially oxygenate areas of the Baltic that have experienced eutrophication have been proposed by the University of Gothenburg and Inocean AB .,Plans,have,areas
sent_0077,Plans to artificially oxygenate areas of the Baltic that have experienced eutrophication have been proposed by the University of Gothenburg and Inocean AB .,Areas,have,eutrophication
sent_0079,"Because of this association , St. Michael was considered to be the patron saint of colonial Maryland , and as such was honored by the river being named for him .",St. Michael,considered,patron saint
sent_0079,"Because of this association , St. Michael was considered to be the patron saint of colonial Maryland , and as such was honored by the river being named for him .",St. Michael,was,patron saint
sent_0079,"Because of this association , St. Michael was considered to be the patron saint of colonial Maryland , and as such was honored by the river being named for him .",St. Michael,was,honored
sent_0079,"Because of this association , St. Michael was considered to be the patron saint of colonial Maryland , and as such was honored by the river being named for him .",St. Michael,was,considered
sent_0079,"Because of this association , St. Michael was considered to be the patron saint of colonial Maryland , and as such was honored by the river being named for him .",colonial Maryland,was,considered
sent_0079,"Because of this association , St. Michael was considered to be the patron saint of colonial Maryland , and as such was honored by the river being named for him .",colonial Maryland,was,honored
sent_0079,"Because of this association , St. Michael was considered to be the patron saint of colonial Maryland , and as such was honored by the river being named for him .",river,was,named
sent_0079,"Because of this association , St. Michael was considered to be the patron saint of colonial Maryland , and as such was honored by the river being named for him .",river,was,named for
sent_0079,"Because of this association , St. Michael was considered to be the patron saint of colonial Maryland , and as such was honored by the river being named for him .",St. Michael,is,patron saint of
sent_0079,"Because of this association , St. Michael was considered to be the patron saint of colonial Maryland , and as such was honored by the river being named for him .",St. Michael,is,honored by
sent_0079,"Because of this association , St. Michael was considered to be the patron saint of colonial Maryland , and as such was honored by the river being named for him .",river,is,named for
sent_0080,He ran for Speaker of the Rhode Island House of Representatives four times .,He,ran,Speaker of the Rhode Island House of Representatives
sent_0080,He ran for Speaker of the Rhode Island House of Representatives four times .,He,ran,four times
sent_0081,"By opening for acts such as U2 and Bob Dylan , they became a popular alternative rock band of the 1980s , retaining a loyal following to the present day .",they,became,a popular alternative rock band
sent_0081,"By opening for acts such as U2 and Bob Dylan , they became a popular alternative rock band of the 1980s , retaining a loyal following to the present day .",they,became,popular
sent_0081,"By opening for acts such as U2 and Bob Dylan , they became a popular alternative rock band of the 1980s , retaining a loyal following to the present day .",they,are,a popular alternative rock band
sent_0083,"Their performance was well received and inspired Ruby Hunter , Archie Roach 's partner , to dub the trio Tiddas , which is Koori English for the word sisters .",performance,was received,well
sent_0083,"Their performance was well received and inspired Ruby Hunter , Archie Roach 's partner , to dub the trio Tiddas , which is Koori English for the word sisters .",performance,inspired,Ruby Hunter
sent_0083,"Their performance was well received and inspired Ruby Hunter , Archie Roach 's partner , to dub the trio Tiddas , which is Koori English for the word sisters .",Ruby Hunter,was,partner
sent_0083,"Their performance was well received and inspired Ruby Hunter , Archie Roach 's partner , to dub the trio Tiddas , which is Koori English for the word sisters .",Tiddas,is,Koori English for the word sisters
sent_0083,"Their performance was well received and inspired Ruby Hunter , Archie Roach 's partner , to dub the trio Tiddas , which is Koori English for the word sisters .",Archie Roach,is,partner
sent_0084,These skills were readily proven when squadrons and personnel were mobilized and recalled back to active duty during the Korean War and the Berlin Crisis .,These skills,were proven,readily
sent_0084,These skills were readily proven when squadrons and personnel were mobilized and recalled back to active duty during the Korean War and the Berlin Crisis .,These skills,were proven,during the Korean War
sent_0084,These skills were readily proven when squadrons and personnel were mobilized and recalled back to active duty during the Korean War and the Berlin Crisis .,These skills,were proven,berlin crisis
sent_0084,These skills were readily proven when squadrons and personnel were mobilized and recalled back to active duty during the Korean War and the Berlin Crisis .,squadrons,were mobilized,back to active duty
sent_0084,These skills were readily proven when squadrons and personnel were mobilized and recalled back to active duty during the Korean War and the Berlin Crisis .,squadrons,were recalled,back to active duty
sent_0084,These skills were readily proven when squadrons and personnel were mobilized and recalled back to active duty during the Korean War and the Berlin Crisis .,personnel,were mobilized,back to active duty
sent_0084,These skills were readily proven when squadrons and personnel were mobilized and recalled back to active duty during the Korean War and the Berlin Crisis .,personnel,were recalled,back to active duty
sent_0085,"Charles prorogued parliament on 25 June , but the army was not disbanded , which worried Shaftesbury .",Charles,not disbanded,the army
sent_0085,"Charles prorogued parliament on 25 June , but the army was not disbanded , which worried Shaftesbury .",the army,not was,not disbanded
sent_0086,"A British version of this show was developed , known as `` Gladiators : Train 2 Win '' .",Gladiators,was developed,British version
sent_0086,"A British version of this show was developed , known as `` Gladiators : Train 2 Win '' .",British version,is known as,Gladiators: Train 2 Win
sent_0087,"The mouse is around nine inches long , and can jump in bounds of four feet when threatened .",mouse,can is,nine inches long
sent_0087,"The mouse is around nine inches long , and can jump in bounds of four feet when threatened .",mouse,can jump,four feet
sent_0087,"The mouse is around nine inches long , and can jump in bounds of four feet when threatened .",mouse,can jump,in bounds
sent_0088,"His son , John Crozier , Jr. , was an early aviation pioneer who began building a human-powered flying machine in the 1890s , but was killed in a feud in Grainger County before he could complete it .",John Crozier Jr.,could was,an early aviation pioneer
sent_0088,"His son , John Crozier , Jr. , was an early aviation pioneer who began building a human-powered flying machine in the 1890s , but was killed in a feud in Grainger County before he could complete it .",John Crozier Jr.,could began,building
sent_0088,"His son , John Crozier , Jr. , was an early aviation pioneer who began building a human-powered flying machine in the 1890s , but was killed in a feud in Grainger County before he could complete it .",John Crozier Jr.,could began,building a
sent_0088,"His son , John Crozier , Jr. , was an early aviation pioneer who began building a human-powered flying machine in the 1890s , but was killed in a feud in Grainger County before he could complete it .",John Crozier Jr.,could in,a feud
sent_0089,"The first single , `` Dreamer , '' features performances by keyboardist Philippe Saisse , and vocalists Jasmine Roy and Rebeca Vega .",Philippe Saisse,features,performances
sent_0089,"The first single , `` Dreamer , '' features performances by keyboardist Philippe Saisse , and vocalists Jasmine Roy and Rebeca Vega .",Dreamer,features,performances
sent_0090,"These screening activities include : review of group-based data ; hearing , vision , motor , and speech/language screening ; and review by the Special Education administration .",These screening activities,include,review of group-based data
sent_0090,"These screening activities include : review of group-based data ; hearing , vision , motor , and speech/language screening ; and review by the Special Education administration .",These screening activities,include,these screening
sent_0090,"These screening activities include : review of group-based data ; hearing , vision , motor , and speech/language screening ; and review by the Special Education administration .",These screening activities,include,screening
sent_0090,"These screening activities include : review of group-based data ; hearing , vision , motor , and speech/language screening ; and review by the Special Education administration .",These screening activities,include,motor and speech language screening
sent_0090,"These screening activities include : review of group-based data ; hearing , vision , motor , and speech/language screening ; and review by the Special Education administration .",These screening activities,include,speech/language screening
sent_0090,"These screening activities include : review of group-based data ; hearing , vision , motor , and speech/language screening ; and review by the Special Education administration .",These screening activities,include,review by the Special Education administration
sent_0091,The fractional quantum Hall effect continues to be influential in theories about topological order .,The fractional quantum Hall effect,continues,to be influential
sent_0091,The fractional quantum Hall effect continues to be influential in theories about topological order .,The fractional quantum Hall effect,be,influential
sent_0091,The fractional quantum Hall effect continues to be influential in theories about topological order .,The fractional quantum Hall effect,is,influential
sent_0091,The fractional quantum Hall effect continues to be influential in theories about topological order .,Theories,be,about
sent_0091,The fractional quantum Hall effect continues to be influential in theories about topological order .,Theories,are,about
sent_0091,The fractional quantum Hall effect continues to be influential in theories about topological order .,The fractional quantum Hall effect,be,about
sent_0091,The fractional quantum Hall effect continues to be influential in theories about topological order .,The fractional quantum Hall effect,is,about
sent_0092,"Following his death , a statue of Sir Arthur was erected behind the National Archives of Canada , overlooking the Ottawa River This is one of only two statues of civil servants erected in Ottawa , both during MacKenzie King 's tenure as Prime Minister .",Sir Arthur,was erected,statue
sent_0092,"Following his death , a statue of Sir Arthur was erected behind the National Archives of Canada , overlooking the Ottawa River This is one of only two statues of civil servants erected in Ottawa , both during MacKenzie King 's tenure as Prime Minister .",statue,is located,behind the national archives of canada
sent_0092,"Following his death , a statue of Sir Arthur was erected behind the National Archives of Canada , overlooking the Ottawa River This is one of only two statues of civil servants erected in Ottawa , both during MacKenzie King 's tenure as Prime Minister .",MacKenzie King,erected,statues of civil servants
sent_0092,"Following his death , a statue of Sir Arthur was erected behind the National Archives of Canada , overlooking the Ottawa River This is one of only two statues of civil servants erected in Ottawa , both during MacKenzie King 's tenure as Prime Minister .",MacKenzie King,tenure,Prime Minister
sent_0093,"In a proposed amendment of the party 's constitution by a delegate to hold an early leadership review of Tim Hudak , McCreadie indicated that Party President Richard Ciano should accept the same review if the motion was passed .",Tim Hudak,hold,leadership review
sent_0093,"In a proposed amendment of the party 's constitution by a delegate to hold an early leadership review of Tim Hudak , McCreadie indicated that Party President Richard Ciano should accept the same review if the motion was passed .",Richard Ciano,be,Party President
sent_0093,"In a proposed amendment of the party 's constitution by a delegate to hold an early leadership review of Tim Hudak , McCreadie indicated that Party President Richard Ciano should accept the same review if the motion was passed .",Richard Ciano,accept,review
sent_0093,"In a proposed amendment of the party 's constitution by a delegate to hold an early leadership review of Tim Hudak , McCreadie indicated that Party President Richard Ciano should accept the same review if the motion was passed .",motion,be,passed
sent_0095,"Instead of ablating the tissue , the laser cuts a portion of the prostate , which is then cut into smaller pieces and flushed with irrigation fluid .",laser,cuts,portion
sent_0095,"Instead of ablating the tissue , the laser cuts a portion of the prostate , which is then cut into smaller pieces and flushed with irrigation fluid .",portion,cuts,smaller pieces
sent_0095,"Instead of ablating the tissue , the laser cuts a portion of the prostate , which is then cut into smaller pieces and flushed with irrigation fluid .",portion,is cut,smaller pieces
sent_0095,"Instead of ablating the tissue , the laser cuts a portion of the prostate , which is then cut into smaller pieces and flushed with irrigation fluid .",smaller pieces,is flushed,irrigation fluid
sent_0095,"Instead of ablating the tissue , the laser cuts a portion of the prostate , which is then cut into smaller pieces and flushed with irrigation fluid .",prostate,is cut,portion
sent_0096,"In 1879 , he was re-elected U.S. Senator and was tipped as a Presidential candidate , but died suddenly after giving a speech in Chicago .",He,was re elected,U.S. Senator
sent_0096,"In 1879 , he was re-elected U.S. Senator and was tipped as a Presidential candidate , but died suddenly after giving a speech in Chicago .",He,was tipped,Presidential candidate
sent_0096,"In 1879 , he was re-elected U.S. Senator and was tipped as a Presidential candidate , but died suddenly after giving a speech in Chicago .",He,died,suddenly
sent_0097,"They point to other easy-to-learn languages such as Tok Pisin in Papua New Guinea , which have had deleterious effects on minority languages .",They,point,other
sent_0097,"They point to other easy-to-learn languages such as Tok Pisin in Papua New Guinea , which have had deleterious effects on minority languages .",They,point,easy-to-learn languages
sent_0097,"They point to other easy-to-learn languages such as Tok Pisin in Papua New Guinea , which have had deleterious effects on minority languages .",They,point,Tok Pisin
sent_0097,"They point to other easy-to-learn languages such as Tok Pisin in Papua New Guinea , which have had deleterious effects on minority languages .",Tok Pisin,have,effects
sent_0097,"They point to other easy-to-learn languages such as Tok Pisin in Papua New Guinea , which have had deleterious effects on minority languages .",Tok Pisin,have,deleterious effects
sent_0097,"They point to other easy-to-learn languages such as Tok Pisin in Papua New Guinea , which have had deleterious effects on minority languages .",Tok Pisin,have,minority languages
sent_0098,It was club policy to promote talent into the senior team that was adopted by Bill Dimovski .,Bill Dimovski,adopted,policy
sent_0098,It was club policy to promote talent into the senior team that was adopted by Bill Dimovski .,policy,is,adopted by Bill Dimovski
sent_0098,It was club policy to promote talent into the senior team that was adopted by Bill Dimovski .,policy,is,it was club
sent_0098,It was club policy to promote talent into the senior team that was adopted by Bill Dimovski .,talent,is,promote
sent_0098,It was club policy to promote talent into the senior team that was adopted by Bill Dimovski .,team,is,promote
sent_0099,"She received her Master Degree in the field of Controls , Guidance and Instrumentation from I.I.T Madras and Ph.d degree from the department of Aerospace engineering .",She,received,Master Degree
sent_0099,"She received her Master Degree in the field of Controls , Guidance and Instrumentation from I.I.T Madras and Ph.d degree from the department of Aerospace engineering .",She,received,Ph.d degree
sent_0100,"In colonial times all grants of land from the Lords Baltimore were in the shape of leases subject to small and nominal ground rents , reserved by the Proprietary , and payable annually at Michaelmas , the Feast of St. Michael and All Angels .",Lords Baltimore,grants,land
sent_0100,"In colonial times all grants of land from the Lords Baltimore were in the shape of leases subject to small and nominal ground rents , reserved by the Proprietary , and payable annually at Michaelmas , the Feast of St. Michael and All Angels .",grants,subject,leases
sent_0100,"In colonial times all grants of land from the Lords Baltimore were in the shape of leases subject to small and nominal ground rents , reserved by the Proprietary , and payable annually at Michaelmas , the Feast of St. Michael and All Angels .",ground rents,are,payable
sent_0100,"In colonial times all grants of land from the Lords Baltimore were in the shape of leases subject to small and nominal ground rents , reserved by the Proprietary , and payable annually at Michaelmas , the Feast of St. Michael and All Angels .",Michaelmas,is,Feast
sent_0100,"In colonial times all grants of land from the Lords Baltimore were in the shape of leases subject to small and nominal ground rents , reserved by the Proprietary , and payable annually at Michaelmas , the Feast of St. Michael and All Angels .",Michaelmas,is,St. Michael and All Angels
sent_0101,The term can be applied to any vessel ; turning turtle is less frequent but more dangerous on ships than on smaller boats .,term,can be applied to,vessel
sent_0101,The term can be applied to any vessel ; turning turtle is less frequent but more dangerous on ships than on smaller boats .,vessel,can turning turtle,is less frequent
sent_0101,The term can be applied to any vessel ; turning turtle is less frequent but more dangerous on ships than on smaller boats .,vessel,can turning turtle,is less frequent but more dangerous
sent_0101,The term can be applied to any vessel ; turning turtle is less frequent but more dangerous on ships than on smaller boats .,ships,can turning turtle,is less frequent
sent_0101,The term can be applied to any vessel ; turning turtle is less frequent but more dangerous on ships than on smaller boats .,ships,can turning turtle,is less frequent but more dangerous
sent_0101,The term can be applied to any vessel ; turning turtle is less frequent but more dangerous on ships than on smaller boats .,smaller boats,can turning turtle,is less frequent
sent_0102,"Since many of the rebbes of the Nadvorna Dynasty married relatives , many of the rebbes in this list are sons-in-law of other rebbes on the list .",rebbes,married,relatives
sent_0102,"Since many of the rebbes of the Nadvorna Dynasty married relatives , many of the rebbes in this list are sons-in-law of other rebbes on the list .",rebbes,are,sons-in-law
sent_0103,In 1991 he started writing and touring full-time which he still does today .,he,started,writing
sent_0103,In 1991 he started writing and touring full-time which he still does today .,he,started,touring
sent_0103,In 1991 he started writing and touring full-time which he still does today .,he,does,writing
sent_0103,In 1991 he started writing and touring full-time which he still does today .,he,does,touring
sent_0103,In 1991 he started writing and touring full-time which he still does today .,he,still,does
sent_0104,"That method relies heavily on inductive logic , seeking to show that his Christian beliefs fit best with the evidence .",That method,relies,heavily on
sent_0104,"That method relies heavily on inductive logic , seeking to show that his Christian beliefs fit best with the evidence .",That method,relies,inductive logic
sent_0104,"That method relies heavily on inductive logic , seeking to show that his Christian beliefs fit best with the evidence .",His Christian beliefs,fit,best with
sent_0105,"Often , objects are so far away that they do not contribute significantly to the final image .",objects,not contribute,significantly
sent_0105,"Often , objects are so far away that they do not contribute significantly to the final image .",objects,do not,contribute
sent_0106,"In 1958 , he won gold medal at the 6th European Championships in Stockholm .",he,won,gold medal
sent_0106,"In 1958 , he won gold medal at the 6th European Championships in Stockholm .",he,won,medal
sent_0106,"In 1958 , he won gold medal at the 6th European Championships in Stockholm .",he,won,at the 6th European Championships
sent_0106,"In 1958 , he won gold medal at the 6th European Championships in Stockholm .",he,won,in Stockholm
sent_0106,"In 1958 , he won gold medal at the 6th European Championships in Stockholm .",he,won,european championships
sent_0106,"In 1958 , he won gold medal at the 6th European Championships in Stockholm .",he,won,in 1958
sent_0106,"In 1958 , he won gold medal at the 6th European Championships in Stockholm .",he,won,6th European Championships
sent_0106,"In 1958 , he won gold medal at the 6th European Championships in Stockholm .",he,won,European Championships
sent_0106,"In 1958 , he won gold medal at the 6th European Championships in Stockholm .",he,won,1958
sent_0107,"The enantioselectivity of this reaction is important because only the S enantiomer is medicinally desirable , whereas the R enantiomer produces harmful health effects .",Enantioselectivity,is important,this reaction
sent_0107,"The enantioselectivity of this reaction is important because only the S enantiomer is medicinally desirable , whereas the R enantiomer produces harmful health effects .",R enantiomer,produces,harmful health effects
sent_0107,"The enantioselectivity of this reaction is important because only the S enantiomer is medicinally desirable , whereas the R enantiomer produces harmful health effects .",This reaction,produces,S enantiomer
sent_0107,"The enantioselectivity of this reaction is important because only the S enantiomer is medicinally desirable , whereas the R enantiomer produces harmful health effects .",S enantiomer,is,medicinally desirable
sent_0107,"The enantioselectivity of this reaction is important because only the S enantiomer is medicinally desirable , whereas the R enantiomer produces harmful health effects .",R enantiomer,is not,medicinally desirable
sent_0108,"Later , it carried `` Monitor , '' the network 's very successful weekend radio service .",it,carried,Monitor
sent_0109,The United States High Commissioner for Germany and his staff occupied the building from 1949 to 1952 .,United States High Commissioner for Germany,occupied,building
sent_0109,The United States High Commissioner for Germany and his staff occupied the building from 1949 to 1952 .,United States High Commissioner for Germany,staff,building
sent_0109,The United States High Commissioner for Germany and his staff occupied the building from 1949 to 1952 .,building,occupied,United States High Commissioner for Germany
sent_0109,The United States High Commissioner for Germany and his staff occupied the building from 1949 to 1952 .,building,occupied,staff
sent_0109,The United States High Commissioner for Germany and his staff occupied the building from 1949 to 1952 .,staff,occupied,building
sent_0109,The United States High Commissioner for Germany and his staff occupied the building from 1949 to 1952 .,United States High Commissioner for Germany,occupied,1949
sent_0109,The United States High Commissioner for Germany and his staff occupied the building from 1949 to 1952 .,United States High Commissioner for Germany,occupied,1952
sent_0109,The United States High Commissioner for Germany and his staff occupied the building from 1949 to 1952 .,building,occupied,1949
sent_0109,The United States High Commissioner for Germany and his staff occupied the building from 1949 to 1952 .,building,occupied,1952
sent_0110,"Legislation sponsored by Sweeney and signed into law provides state pensions to surviving family members of police , firefighters and emergency services workers who die in the line of duty , as well as the law that removes the remarriage prohibition to receive death benefits for spouses of police officers and firefighters killed while serving the public good .",Sweeney,sponsored,Legislation
sent_0110,"Legislation sponsored by Sweeney and signed into law provides state pensions to surviving family members of police , firefighters and emergency services workers who die in the line of duty , as well as the law that removes the remarriage prohibition to receive death benefits for spouses of police officers and firefighters killed while serving the public good .",Legislation,provides,state pensions
