sent_id,Subject,Predicate,Object,reason
sent_0490,He,played,The Pickwick Papers,reject
sent_0490,The Pickwick Papers,was,adapted,reject
sent_0491,Riding,of,Nickel Belt,reject
sent_0501,BAE Systems,produces,land mines,reject
sent_0501,BAE Systems,produces,cluster bombs,reject
sent_0502,Gwen Andrews,provides,"same kind of interest as, Tess Trueheart",reject
sent_0502,Tess Trueheart,is,"kind of interest provided by, Gwen Andrews",reject
sent_0504,population,see,Nationals lose territory,reject
sent_0504,population,see,Nationals reduced,reject
sent_0505,vaccinees,are,vaccinees,reject
sent_0507,second excitation pulse,is sent,prematurely,reject
sent_0507,relaxation,is complete,not,reject
sent_0508,Governor of Dyrrhachium,had,1005,reject
sent_0508,Dyrrachium,was,port,reject
sent_0508,Adriatic,was,location,reject
sent_0511,"""The News and Courier""","""was bought""","""The Evening Post""",reject
sent_0512,1954,is,year,reject
sent_0512,year,is,1954,reject
sent_0517,She,played the role of,Lesley Ann Warren's character,reject
sent_0517,Lesley Ann Warren,is the character of,her,reject
sent_0519,Kelsang Gyatso,made,pursuit compulsory,reject
sent_0519,Geshe Studies Programme,became,target of outspokenness,reject
sent_0519,pursuit,was,made compulsory,reject
sent_0520,Brumbies,finished,table,reject
sent_0520,Brumbies,finished,at,reject
sent_0523,Theuriau,was unaware,scam websites' usage,reject
sent_0525,2012,year of,America's Best City voting,reject
sent_0526,Marcus Aemilius Scaurus,was a,defendant,reject
sent_0526,54 BC,is the,year,reject
sent_0528,"""God""",is,"part of, ""dieu et mon droit""",reject
sent_0529,Samaritans,are,Shamerim,reject
sent_0532,Edge Hill,was,a destination,reject
sent_0532,Edge Hill,was,destination,reject
sent_0532,Victoria Tunnel,was,route,reject
sent_0532,October 2009,was,a time,reject
sent_0532,October 2009,was,time,reject
sent_0533,July 1942,was the month,she was posted,reject
sent_0535,Michael Crichton,is,the author,reject
sent_0536,Carl,go,France,reject
sent_0538,St Paul's Cathedral,commented about,bomb,reject
sent_0538,St Paul's Cathedral,hit,bomb,reject
sent_0538,bomb,descended upon,Islington,reject
sent_0539,Big East Conference,was,left by Boston College,reject
sent_0539,Atlantic Coast Conference,was,joined by Boston College,reject
sent_0539,July 1,2005,"was, the date",reject
sent_0545,Europeans,caused,Cyprinidae to go extinct,reject
sent_0546,Canning,had,member,reject
sent_0546,George Leake,was,member of Oppositionists,reject
sent_0548,1986,was,year,reject
sent_0549,He,advocated,rights for African Americans,reject
sent_0549,He,advocated,civil rights for African Americans,reject
sent_0549,He,advocated,the effort,reject
sent_0551,Anglican church,broke away from,Welsh Methodists,reject
sent_0553,1976,is,a year,reject
sent_0553,a major jump,is,scheduled for Knievel,reject
sent_0554,man,transforms,a lowest World,reject
sent_0556,Squadron,flew,A-4B Skyhawk,reject
sent_0556,Squadron,flew,A-4L Skyhawk,reject
sent_0557,his chances,having,50-50 chance,reject
sent_0559,It,spoken,in Xiamen,reject
sent_0560,it,be,passable,reject
sent_0563,The triangulation station,was,at the junction,reject
sent_0563,The triangulation station,was,of the trancontinental triangulation arc,reject
sent_0565,PGCE,undertake,traditional method of teacher training,reject
sent_0565,PGCE,is,traditional method of teacher training,reject
sent_0566,Its cultivation,was introduced,Asian species,reject
sent_0567,Fukuoka-Tokyo,has,route,reject
sent_0567,Fukuoka-Tokyo,is,route,reject
sent_0567,Tokyo,is,destination,reject
sent_0567,Fukuoka,is,origin,reject
sent_0568,James Arthur Hogue,is,a,reject
sent_0569,Guy Gardner,brought,New Warworld,reject
sent_0569,New Warworld,was,"next to, Anti-Monitor",reject
sent_0569,Yellow Central Power Battery,was,"next to, Anti-Monitor",reject
sent_0569,Anti-Monitor,was,"next to, New Warworld",reject
sent_0569,Anti-Monitor,was,"next to, Yellow Central Power Battery",reject
sent_0569,New Warworld,was,"contained, shield",reject
sent_0569,Yellow Central Power Battery,was,"contained, shield",reject
sent_0569,shield,was,"created, Green Lanterns",reject
sent_0569,shield,was,"created, hundreds of Green Lanterns",reject
sent_0569,Anti-Monitor,was,"not, killed",reject
sent_0570,The Empire Strikes Back,is,a Star Wars sequel,reject
sent_0570,The Empire Strikes Back,is,a 1980 film,reject
sent_0576,Language A,supplants,Language B,reject
sent_0576,Language A,abandons,Language A,reject
sent_0577,Lemmy,believes,worked,reject
sent_0577,Lemmy,believes,have worked,reject
sent_0579,Changchun,is,location,reject
sent_0579,Falun Gong,was,taught across China,reject
sent_0581,Luke Robert Ravenstahl,served,from 2006 to 2014,reject
sent_0581,Pittsburgh,was,governed by Luke Robert Ravenstahl,reject
sent_0582,Females,had,median income,reject
sent_0583,Males,had,"$36, 016",reject
sent_0583,Females,had,"$32, 679",reject
sent_0583,Females,had,median income,reject
sent_0584,Larger ones,are excised,cancer,reject
sent_0585,Hokkien,is,language,reject
sent_0587,Soldiers,are,"15, 000",reject
sent_0587,Soldiers,are,"36, 000",reject
sent_0588,The country,embarked,on plans for modernization,reject
sent_0589,Modernity,has been blended,tradition,reject
sent_0589,Tradition,is,Buddhist ethos,reject
sent_0589,Buddhist ethos,is,ethos,unverified
sent_0593,Round Rock,be,Triple-A,reject
sent_0593,Round Rock,be,location,reject
sent_0594,UTV,made,announcement,reject
sent_0594,UTV,close,station,reject
sent_0594,station,be,planned,reject
sent_0594,decision,close,station,reject
sent_0594,decision,be,planned,reject
sent_0596,Not everyone,trusts,Matau,unverified
sent_0596,Vakama,is,fire-spitter,reject
sent_0596,Not everyone,decides,"track, Matoran",reject
sent_0597,The Church of Scotland,is,a church,reject
sent_0600,Brutus,was requested,to give,reject
sent_0600,16 June 1944,is,date,reject
sent_0601,May 13,2010,"was the date when, Yost was named manager",reject
sent_0602,a studio,was entered,a homeless man,reject
sent_0602,XM,responded,by suspending,reject
sent_0602,May 15,2007,"was the date, on which",reject
sent_0603,Brown,contract,early,reject
sent_0603,Brown,government,federal,reject
sent_0606,Ballard,are,left,reject
sent_0606,Sergeant Jericho,and,the other officers,reject
sent_0607,Cotton Mather,called,"""Rogue's Island""",reject
sent_0608,Hank McCoy,has,normal human physiology,reject
sent_0610,Pakistan Chrome Mines Ltd.,is,in,reject
sent_0612,Piffaro,performs,in,reject
sent_0612,Piffaro,performs,Canada,reject
sent_0615,The Playmaker tool,was used for,calling hot routes,reject
sent_0616,RedHat,re-implemented,GCC 4.1,reject
sent_0617,Reptiles,identified,four-toed earless skink,reject
sent_0617,Reptiles,identified,bull skinks,reject
sent_0618,Acoustic mimicry complexes,be,Batesian,reject
sent_0619,Her,report,believe,reject
sent_0620,"Robert Charles ""Jack"" Russell",known,his abilities as a cricket wicketkeeping coach,reject
sent_0620,"Robert Charles ""Jack"" Russell",known,his abilities as a football goalkeeping coach,reject
sent_0621,New Deal,is,during,reject
sent_0622,cultures,are,great,reject
sent_0623,Scarpetta,is,replaced,reject
sent_0623,Scarpetta,is,"requested, by, Dr. Joel Marcus",reject
sent_0623,Dr. Joel Marcus,is,"Scarpetta's, replacement",reject
sent_0626,She,provided,episode,reject
sent_0626,She,provided,DVD release,reject
sent_0628,She,served,primarily,reject
sent_0629,Deptford Dockyard,is,location,reject
sent_0629,9 March 1724,is,date,reject
sent_0631,1908,is the year,Richmond joined the competition,reject
sent_0634,May 2013,was the time when,Spennymoor Town F.C. played,reject
sent_0635,Abkhaz Soviet Socialist Republic,was,"associated with, Sukhum",reject
sent_0635,Abkhaz Soviet Socialist Republic,was,"associated with, Georgian SSR",reject
sent_0635,Abkhazian Autonomous Soviet Socialist Republic,was,"associated with, Sukhum",reject
sent_0635,Sukhum,became,"capital of, Abkhazian Autonomous Soviet Socialist Republic",reject
sent_0636,Superboy-Prime,flew,space,reject
sent_0636,Superboy-Prime,flew,Anti-Monitor,reject
sent_0636,Superboy-Prime,defeat,Anti-Monitor,reject
sent_0638,NASCAR Craftsman Truck Series team,is,a team,reject
sent_0639,plague,cause,Franco to lose many of her possessions,reject
sent_0642,The Alarm,formed,in,reject
sent_0642,The Alarm,formed,in North Wales,reject
sent_0642,1981,is,year of formation,reject
sent_0643,Sala d'Ercole,named,Hercules,reject
sent_0644,Bureau of Alcohol,Tobacco,"Firearms and Explosives, formed, 1886",reject
sent_0644,Bureau of Alcohol,Tobacco,"Firearms and Explosives, is, federal law enforcement organization",reject
sent_0644,Bureau of Alcohol,Tobacco,"Firearms and Explosives, is, within",reject
sent_0644,Bureau of Alcohol,Tobacco,"Firearms and Explosives, is, United States Department of Justice",reject
sent_0645,Naxalite movement,location,West Bengal,reject
sent_0645,Naxalite movement,date,August 2001,reject
sent_0646,November 24,1967 shop fire,"caused, equipment to be burned",reject
sent_0646,November 24,1967 shop fire,"occurred, 1967",reject
sent_0648,Main Street Tunnel,carrying,Highway 7146,reject
sent_0648,Main Street Tunnel,under,Welland Canal,reject
sent_0648,Welland Canal,under which,Main Street Tunnel,reject
sent_0651,The Persian contingent,guard,the defile,reject
sent_0652,Rev. William Alfred Quayle,honored,Baker University,reject
sent_0653,The River Stour Trust,is located,Cornard Lock,reject
sent_0654,Provisional Irish Republican Army,was killed,by SAS,reject
sent_0654,Irish National Liberation Army,was killed,by SAS,reject
sent_0655,Steinbrenner family,added,Monument Park,reject
sent_0655,September 20,2010,"date, unknown",reject
sent_0669,The Prefecture Apostolic of Peng-yang,was erected,17 March 1929,reject
sent_0670,Ostrov,based on,food industry,reject
sent_0670,Ostrov,based on,electronic industry,reject
sent_0670,Ostrov,based on,textile industry,reject
sent_0673,Philosophical Society of Australasia,established,1821,reject
sent_0676,1st Armored,fail,deploy,reject
sent_0676,1st Armored,deploy,single entity,reject
sent_0676,1st Armored,deploy,Tunisia,reject
sent_0678,Royal Couple,lived,Sweden,reject
sent_0680,The first library in Huntington Beach,has,Central,reject
sent_0680,The first library in Huntington Beach,has,Oak View,reject
sent_0680,The first library in Huntington Beach,has,Helen Murphy,reject
sent_0689,The permanent members,are,from the Faculty of Arts and Sciences,reject
sent_0689,The permanent members,are,from Harvard Business School,reject
sent_0689,The permanent members,are,from Harvard Law School,reject
sent_0689,The permanent members,are,from Harvard Medical School,reject
sent_0692,The head of the South Fork,has,rapids,reject
sent_0692,The South Fork,has,head,reject
sent_0692,The South Fork,has,rapids,reject
sent_0696,The Temple,destroy,the `` Korban Tamid '' and the `` Nesach Hayayin ''.,reject
sent_0697,Pierre Dumas,be,the race doctor,reject
sent_0697,Pierre Dumas,be,drinking wine,reject
sent_0697,Pierre Dumas,be,taking aspirin,reject
sent_0698,November 1995,was the time,when former US President George H. W. Bush stayed aboard,reject
sent_0699,Jane Waterleigh,named,Barrie,reject
sent_0700,Governor-General,had,role,reject
sent_0701,The site,has,one area,reject
sent_0701,The site,has,a Grotto folly,reject
sent_0701,The site,has,another Grotto folly,reject
sent_0702,Dartmouth students,attend,a dinner,reject
sent_0703,The station,has,a ticket office area,reject
sent_0704,Stations,were renamed,Midsomer Norton Upper,reject
sent_0704,British Railways,renamed,Midsomer Norton Upper,reject
sent_0704,Midsomer Norton Upper,was,renamed,reject
sent_0705,solid lump,is,a lump,reject
sent_0706,Amazon.com,is,a market,reject
sent_0706,Amazon.com,has,a position,reject
sent_0706,their actions,violate,antitrust law,reject
sent_0708,The town,was served by,the Bristol and North Somerset Railway,reject
sent_0708,The station,was on,the Somerset and Dorset Railway,reject
sent_0708,The station,closed,1966,reject
sent_0708,The second station,was in,the valley,reject
sent_0710,video,be,first,reject
sent_0713,mix,contains,vinegar,reject
sent_0713,mix,contains,sugar,reject
sent_0713,mix,contains,celery,reject
sent_0716,Children under the age of 18 living with them,were,30.1% of households,reject
sent_0716,Married couples living together,were,49.7% of households,reject
sent_0716,A female householder with no husband present,were,11.9% of households,reject
sent_0716,Non-families,were,36.4% of households,reject
sent_0717,Married couples living together,were,56.30 % of households,reject
sent_0717,A female householder with no husband present,were,7.50 % of households,reject
sent_0717,Non-families,were,32.50 % of households,reject
sent_0718,Married couples living together,were,31.7% of households,reject
sent_0718,Female householder with no husband present,were,31.5% of households,reject
sent_0720,These,have,AnyKey moniker,reject
sent_0725,They,beat,Azusa Pacific,reject
sent_0725,Grand View,lose,3-0,reject
sent_0725,Azusa Pacific,draw,0-0,reject
sent_0726,Lady Shiva,be,assassin,reject
sent_0731,Calvin,was,promoted,reject
sent_0733,Welsh language,was,language,reject
sent_0735,This line,extended,to Hawthorn Road,reject
sent_0739,Tobias,is,Lindsay's husband,reject
sent_0739,Tobias,is,Maeby's father,reject
sent_0739,Michael,lives with,Lindsay,reject
sent_0739,Michael,lives with,Tobias,reject
sent_0739,Michael,lives with,Maeby,reject
sent_0739,Lindsay,lives with,Michael,reject
sent_0739,Tobias,lives with,Michael,reject
sent_0742,North Mall,located,at the end,reject
sent_0743,"""R-11""","""was""","""in Key West, Florida""",reject
sent_0744,Trumbull,was credited,as,reject
sent_0744,Trumbull,being,special-effects creator,reject
sent_0744,Trumbull,being,sole,reject
sent_0744,Trumbull,credited,for,reject
sent_0744,2001,being,film,reject
sent_0745,Ladd,has,child,reject
sent_0745,Laura Dern,is,child of,reject
sent_0745,Laura Dern,is,daughter of,reject
sent_0745,Bruce Dern,is,husband of,reject
sent_0746,J.B. Salsberg,member,Labor-Progressive Party,reject
sent_0752,Wakeboarding,is practiced by,men,reject
sent_0752,Wakeboarding,is practiced by,women,reject
sent_0753,Watson,served,as,reject
sent_0753,Watson,elected,his caucus,reject
sent_0756,16 March 1901,is,date,reject
sent_0757,the room,contained,no one,reject
sent_0762,Russia,was transformed,an absolute monarchy,reject
sent_0766,7 June 1946,was the date of,Greenfish's commissioning,reject
sent_0768,Le Griffon,shipwreck,Great Lakes,reject
sent_0768,Great Lakes,shipwreck,Le Griffon,reject
sent_0771,he,did,not teach,reject
sent_0771,he,did,not have a church position,reject
sent_0771,he,was,a concert organist,reject
sent_0772,Scott,told,a casting director,reject
sent_0772,he,met,Scott,reject
sent_0772,a casting director,was casting,a cartoon,reject
sent_0774,Hauptmann,was,in,reject
sent_0774,Condon,went,to,reject
